Concurso,Cargo,Grupo,Conhecimento,Erro,Media_Tecnica,Media_Aleatoria,Media_Base,Ganho_Bruto,Eficiencia_Media
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.6,0.05,22.285,22.5,19.0,3.285,0.234642857142857
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.6,0.1,21.168,21.5,18.0,3.168,0.22628571428571434
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.6,0.2,18.964,19.5,16.0,2.964,0.21171428571428555
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.7,0.05,24.388,24.5,22.0,2.388,0.23879999999999932
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.7,0.1,23.333,23.5,21.0,2.333,0.23329999999999942
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.7,0.2,21.2,21.5,19.0,2.2,0.2199999999999992
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.8,0.05,26.845,26.75,25.0,1.845,0.263571428571426
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.8,0.1,25.719,25.75,24.0,1.719,0.24557142857142594
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.8,0.2,22.565,22.75,21.0,1.565,0.22357142857142628
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.9,0.05,29.077,29.0,28.0,1.077,0.26925
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.9,0.1,28.044,28.0,27.0,1.044,0.261
PREF_ESTANCIA_21_SE,Cargo 47,MULTIPLA_4,0.9,0.2,24.936,25.0,24.0,0.936,0.234
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.5,0.05,20.666,20.25,16.0,4.666,0.2744705882352957
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.5,0.1,19.673,19.25,15.0,4.673,0.2748823529411787
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.5,0.2,17.516,17.25,13.0,4.516,0.2656470588235308
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.6,0.05,22.924,22.5,19.0,3.924,0.2802857142857136
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.6,0.1,21.88,21.5,18.0,3.88,0.2771428571428571
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.6,0.2,19.739,19.5,16.0,3.739,0.2670714285714288
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.7,0.05,24.883,24.5,22.0,2.883,0.28830000000000056
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.7,0.1,23.779,23.5,21.0,2.779,0.27790000000000004
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.7,0.2,21.659,21.5,19.0,2.659,0.26589999999999997
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.8,0.05,27.068,26.75,25.0,2.068,0.29542857142857
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.8,0.1,26.058,25.75,24.0,2.058,0.2939999999999989
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.8,0.2,22.901,22.75,21.0,1.901,0.2715714285714263
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.9,0.05,29.222,29.0,28.0,1.222,0.3055
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.9,0.1,28.152,28.0,27.0,1.152,0.288
PREF_ESTANCIA_21_SE,Cargo 48,MULTIPLA_4,0.9,0.2,25.134,25.0,24.0,1.134,0.2835
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.5,0.05,22.444,22.5,18.0,4.444,0.24688888888888907
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.5,0.1,21.547,21.5,17.0,4.547,0.2526111111111109
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.5,0.2,19.53,19.5,15.0,4.53,0.2516666666666671
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.6,0.05,23.641,23.75,20.0,3.641,0.2427333333333335
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.6,0.1,22.714,22.75,19.0,3.714,0.24760000000000035
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.6,0.2,20.739,20.75,17.0,3.739,0.24926666666666708
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.7,0.05,26.679,26.75,24.0,2.679,0.24354545454545753
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.7,0.1,25.755,25.75,23.0,2.755,0.25045454545454854
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.7,0.2,22.633,22.75,20.0,2.633,0.23936363636363925
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.8,0.05,29.004,29.0,27.0,2.004,0.2505
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.8,0.1,27.934,28.0,26.0,1.934,0.24175
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.8,0.2,24.926,25.0,23.0,1.926,0.24075
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.9,0.05,32.007,32.0,31.0,1.007,0.25175
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.9,0.1,29.986,30.0,29.0,0.986,0.2465
PREF_ESTANCIA_21_SE,Cargo 49,MULTIPLA_4,0.9,0.2,27.014,27.0,26.0,1.014,0.2535
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.5,0.05,22.774,22.5,18.0,4.774,0.26522222222222197
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.5,0.1,21.788,21.5,17.0,4.788,0.2660000000000001
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.5,0.2,19.703,19.5,15.0,4.703,0.26127777777777794
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.6,0.05,23.855,23.75,20.0,3.855,0.2570000000000009
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.6,0.1,22.933,22.75,19.0,3.933,0.2622000000000004
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.6,0.2,20.938,20.75,17.0,3.938,0.262533333333334
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.7,0.05,26.821,26.75,24.0,2.821,0.2564545454545482
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.7,0.1,25.886,25.75,23.0,2.886,0.2623636363636389
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.7,0.2,22.809,22.75,20.0,2.809,0.2553636363636395
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.8,0.05,29.026,29.0,27.0,2.026,0.25325
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.8,0.1,27.971,28.0,26.0,1.971,0.246375
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.8,0.2,25.118,25.0,23.0,2.118,0.26475
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.9,0.05,31.921,32.0,31.0,0.921,0.23025
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.9,0.1,29.974,30.0,29.0,0.974,0.2435
PREF_ESTANCIA_21_SE,Cargo 50,MULTIPLA_4,0.9,0.2,27.064,27.0,26.0,1.064,0.266
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.5,0.05,22.402,22.5,18.0,4.402,0.24455555555555578
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.5,0.1,21.465,21.5,17.0,4.465,0.24805555555555614
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.5,0.2,19.497,19.5,15.0,4.497,0.24983333333333352
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.6,0.05,23.695,23.75,20.0,3.695,0.24633333333333352
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.6,0.1,22.744,22.75,19.0,3.744,0.24960000000000096
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.6,0.2,20.624,20.75,17.0,3.624,0.24160000000000023
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.7,0.05,26.734,26.75,24.0,2.734,0.2485454545454575
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.7,0.1,25.627,25.75,23.0,2.627,0.23881818181818446
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.7,0.2,22.691,22.75,20.0,2.691,0.24463636363636643
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.8,0.05,28.917,29.0,27.0,1.917,0.239625
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.8,0.1,27.889,28.0,26.0,1.889,0.236125
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.8,0.2,24.942,25.0,23.0,1.942,0.24275
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.9,0.05,31.958,32.0,31.0,0.958,0.2395
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.9,0.1,29.993,30.0,29.0,0.993,0.24825
PREF_ESTANCIA_21_SE,Cargo 51,MULTIPLA_4,0.9,0.2,26.977,27.0,26.0,0.977,0.24425
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.5,0.05,53.425,52.0,43.0,10.425,0.23166666666666705
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.5,0.1,51.423,50.0,41.0,10.423,0.2316222222222231
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.5,0.2,46.257,45.0,36.0,10.257,0.22793333333333396
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.6,0.05,60.677,59.19999999999898,52.0,8.677,0.24102777777777795
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.6,0.1,57.455,56.19999999999909,49.0,8.455,0.2348611111111113
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.6,0.2,52.363,51.19999999999928,44.0,8.363,0.23230555555555576
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.7,0.05,65.89,64.59999999999899,59.0,6.89,0.24607142857142827
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.7,0.1,62.593,61.59999999999901,56.0,6.593,0.23546428571428563
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.7,0.2,56.479,55.599999999999056,50.0,6.479,0.23139285714285676
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.8,0.05,73.497,72.59999999999964,69.0,4.497,0.24983333333333355
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.8,0.1,69.384,68.59999999999927,65.0,4.384,0.2435555555555556
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.8,0.2,62.235,61.59999999999901,58.0,4.235,0.23527777777777786
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.9,0.05,79.247,78.80000000000149,77.0,2.247,0.24966666666667017
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.9,0.1,75.283,74.80000000000142,73.0,2.283,0.2536666666666701
TJ_MA_22_JUIZ,Cargo 1,MULTIPLA_5,0.9,0.2,67.243,66.80000000000122,65.0,2.243,0.24922222222222562
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.5,0.05,54.958,53.40000000000093,44.0,10.958,0.23314893617021337
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.5,0.1,52.818,51.40000000000091,42.0,10.818,0.2301702127659582
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.5,0.2,47.624,46.40000000000085,37.0,10.624,0.2260425531914901
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.6,0.05,62.09,60.599999999999014,53.0,9.09,0.23921052631578948
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.6,0.1,58.862,57.599999999999035,50.0,8.862,0.23321052631578992
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.6,0.2,52.697,51.59999999999909,44.0,8.697,0.22886842105263194
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.7,0.05,68.881,67.59999999999918,62.0,6.881,0.24574999999999944
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.7,0.1,65.731,64.59999999999899,59.0,6.731,0.2403928571428568
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.7,0.2,58.348,57.599999999999035,52.0,6.348,0.22671428571428526
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.8,0.05,75.852,74.80000000000142,71.0,4.852,0.2553684210526351
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.8,0.1,71.695,70.80000000000132,67.0,4.695,0.24710526315789783
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.8,0.2,64.477,63.80000000000115,60.0,4.477,0.2356315789473713
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.9,0.05,81.561,81.0,79.0,2.561,0.25609999999999955
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.9,0.1,77.43,77.0,75.0,2.43,0.2429999999999996
TJ_PA_19_JUIZ,Cargo 1,MULTIPLA_5,0.9,0.2,69.433,69.0,67.0,2.433,0.2432999999999997
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.5,0.05,56.748,55.599999999999056,46.0,10.748,0.2239166666666668
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.5,0.1,54.688,53.59999999999907,44.0,10.688,0.22266666666666668
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.5,0.2,49.293,48.59999999999913,39.0,10.293,0.21443750000000006
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.6,0.05,64.018,62.80000000000113,55.0,9.018,0.23123076923076794
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.6,0.1,60.82,59.800000000001035,52.0,8.82,0.22615384615384537
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.6,0.2,54.462,53.80000000000082,46.0,8.462,0.21697435897435907
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.7,0.05,70.935,69.80000000000129,64.0,6.935,0.23913793103448303
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.7,0.1,67.742,66.80000000000122,61.0,6.742,0.23248275862069026
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.7,0.2,60.424,59.800000000001035,54.0,6.424,0.22151724137931064
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.8,0.05,78.073,77.0,73.0,5.073,0.25365
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.8,0.1,73.773,73.0,69.0,4.773,0.23865000000000033
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.8,0.2,65.533,65.0,61.0,4.533,0.22665000000000007
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.9,0.05,84.755,84.0,82.0,2.755,0.27550000000000047
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.9,0.1,80.541,80.0,78.0,2.541,0.2541
PGE_PB_21_PROCURADOR,Cargo 1,MULTIPLA_5,0.9,0.2,71.194,71.0,69.0,2.194,0.2193999999999992
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.5,0.05,38.95,37.0,37.0,1.95,0.5243750000000013
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.5,0.1,34.582,33.0,33.0,1.582,0.5197750000000014
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.5,0.2,26.246,25.0,25.0,1.246,0.515575000000001
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.6,0.05,44.726,43.0,43.0,1.726,0.52696875
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.6,0.1,40.422,39.0,39.0,1.422,0.52221875
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.6,0.2,29.646,29.0,29.0,0.646,0.51009375
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.7,0.05,52.258,51.0,51.0,1.258,0.5262083333333337
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.7,0.1,46.174,45.0,45.0,1.174,0.5244583333333329
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.7,0.2,33.862,33.0,33.0,0.862,0.5179583333333336
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.8,0.05,57.71,57.0,57.0,0.71,0.5221875
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.8,0.1,51.876,51.0,51.0,0.876,0.527375
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.8,0.2,39.486,39.0,39.0,0.486,0.5151875
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.9,0.05,65.368,65.0,65.0,0.368,0.523
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.9,0.1,57.458,57.0,57.0,0.458,0.528625
CAMARA_MUNICIPAL_MACEIO_24,Cargo 1,CERTO_ERRADO,0.9,0.2,43.184,43.0,43.0,0.184,0.5115
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.5,0.05,28.65,28.0,28.0,0.65,0.5108333333333326
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.5,0.1,24.578,24.0,24.0,0.578,0.5096333333333327
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.5,0.2,18.638,18.0,18.0,0.638,0.5106333333333333
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.6,0.05,34.742,34.0,34.0,0.742,0.5154583333333334
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.6,0.1,30.344,30.0,30.0,0.344,0.5071666666666663
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.6,0.2,22.506,22.0,22.0,0.506,0.5105416666666669
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.7,0.05,38.244,38.0,38.0,0.244,0.5067777777777787
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.7,0.1,34.424,34.0,34.0,0.424,0.5117777777777777
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.7,0.2,26.382,26.0,26.0,0.382,0.5106111111111108
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.8,0.05,44.048,44.0,44.0,0.048,0.5019999999999999
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.8,0.1,40.292,40.0,40.0,0.292,0.512166666666667
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.8,0.2,30.174,30.0,30.0,0.174,0.5072499999999992
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.9,0.05,49.92,50.0,50.0,-0.08,0.49333333333333285
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.9,0.1,44.202,44.0,44.0,0.202,0.516833333333333
CAMARA_MUNICIPAL_MACEIO_24,Cargo 2,CERTO_ERRADO,0.9,0.2,34.146,34.0,34.0,0.146,0.5121666666666661
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.5,0.05,47.05,45.0,45.0,2.05,0.5205000000000004
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.5,0.1,42.93,41.0,41.0,1.93,0.5192999999999999
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.5,0.2,32.168,31.0,31.0,1.168,0.5116799999999999
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.6,0.05,57.122,55.0,55.0,2.122,0.5265249999999999
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.6,0.1,50.786,49.0,49.0,1.786,0.5223250000000005
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.6,0.2,38.226,37.0,37.0,1.226,0.5153249999999996
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.7,0.05,64.492,63.0,63.0,1.492,0.5248666666666666
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.7,0.1,58.684,57.0,57.0,1.684,0.528066666666668
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.7,0.2,44.056,43.0,43.0,1.056,0.5176000000000006
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.8,0.05,74.388,73.0,73.0,1.388,0.5347000000000012
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.8,0.1,65.91,65.0,65.0,0.91,0.5227500000000006
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.8,0.2,49.652,49.0,49.0,0.652,0.5163000000000001
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.9,0.05,81.658,81.0,81.0,0.658,0.5329000000000006
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.9,0.1,73.538,73.0,73.0,0.538,0.5269000000000004
CAMARA_MUNICIPAL_MACEIO_24,Cargo 3,CERTO_ERRADO,0.9,0.2,55.468,55.0,55.0,0.468,0.5233999999999999
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.5,0.05,28.796,28.0,28.0,0.796,0.5132666666666659
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.5,0.1,24.746,24.0,24.0,0.746,0.5124333333333324
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.5,0.2,18.518,18.0,18.0,0.518,0.5086333333333336
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.6,0.05,34.448,34.0,34.0,0.448,0.5093333333333331
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.6,0.1,30.392,30.0,30.0,0.392,0.5081666666666664
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.6,0.2,22.536,22.0,22.0,0.536,0.5111666666666664
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.7,0.05,38.16,38.0,38.0,0.16,0.5044444444444455
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.7,0.1,34.418,34.0,34.0,0.418,0.5116111111111107
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.7,0.2,26.276,26.0,26.0,0.276,0.5076666666666665
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.8,0.05,44.196,44.0,44.0,0.196,0.5081666666666663
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.8,0.1,40.152,40.0,40.0,0.152,0.5063333333333333
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.8,0.2,30.314,30.0,30.0,0.314,0.5130833333333334
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.9,0.05,49.994,50.0,50.0,-0.006,0.4995000000000002
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.9,0.1,44.068,44.0,44.0,0.068,0.5056666666666667
CAMARA_MUNICIPAL_MACEIO_24,Cargo 4,CERTO_ERRADO,0.9,0.2,33.99,34.0,34.0,-0.01,0.49916666666666676
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.5,0.05,28.702,28.0,28.0,0.702,0.511699999999999
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.5,0.1,24.74,24.0,24.0,0.74,0.5123333333333328
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.5,0.2,18.426,18.0,18.0,0.426,0.5071
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.6,0.05,34.308,34.0,34.0,0.308,0.5064166666666663
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.6,0.1,30.554,30.0,30.0,0.554,0.5115416666666661
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.6,0.2,22.484,22.0,22.0,0.484,0.5100833333333336
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.7,0.05,38.45,38.0,38.0,0.45,0.5125000000000011
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.7,0.1,34.448,34.0,34.0,0.448,0.5124444444444447
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.7,0.2,26.356,26.0,26.0,0.356,0.5098888888888891
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.8,0.05,44.286,44.0,44.0,0.286,0.5119166666666656
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.8,0.1,40.328,40.0,40.0,0.328,0.5136666666666665
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.8,0.2,30.384,30.0,30.0,0.384,0.5160000000000006
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.9,0.05,50.018,50.0,50.0,0.018,0.5015000000000008
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.9,0.1,44.146,44.0,44.0,0.146,0.5121666666666668
CAMARA_MUNICIPAL_MACEIO_24,Cargo 5,CERTO_ERRADO,0.9,0.2,34.078,34.0,34.0,0.078,0.5065000000000002
MTE_25,Cargo 1,MULTIPLA_5,0.5,0.05,34.841,33.79999999999959,28.0,6.841,0.2358965517241385
MTE_25,Cargo 1,MULTIPLA_5,0.5,0.1,33.663,32.79999999999949,27.0,6.663,0.2297586206896555
MTE_25,Cargo 1,MULTIPLA_5,0.5,0.2,30.566,29.79999999999951,24.0,6.566,0.22641379310344872
MTE_25,Cargo 1,MULTIPLA_5,0.6,0.05,38.657,37.79999999999994,33.0,5.657,0.23570833333333321
MTE_25,Cargo 1,MULTIPLA_5,0.6,0.1,36.669,35.79999999999978,31.0,5.669,0.2362083333333332
MTE_25,Cargo 1,MULTIPLA_5,0.6,0.2,33.505,32.79999999999949,28.0,5.505,0.22937500000000022
MTE_25,Cargo 1,MULTIPLA_5,0.7,0.05,42.433,41.59999999999922,38.0,4.433,0.24627777777777776
MTE_25,Cargo 1,MULTIPLA_5,0.7,0.1,40.322,39.59999999999925,36.0,4.322,0.24011111111111122
MTE_25,Cargo 1,MULTIPLA_5,0.7,0.2,36.149,35.59999999999934,32.0,4.149,0.2305
MTE_25,Cargo 1,MULTIPLA_5,0.8,0.05,46.944,46.40000000000085,44.0,2.944,0.24533333333333276
