Concurso,Cargo,Grupo,Total_Q,Media_Simulada,Media_Aleatoria_Esperada,Mediana,Moda,Minimo,Maximo,Q1,Q3
CNJ_24,Cargo 2,CERTO_ERRADO,57,34.85028571428571,33.0,35.0,35,27,45,33.0,37.0
CNJ_24,Cargo 3,CERTO_ERRADO,58,32.421142857142854,32.0,32.0,30,20,48,30.0,36.0
CNJ_24,Cargo 4,CERTO_ERRADO,59,33.861714285714285,33.0,33.0,35,23,45,31.0,37.0
CNJ_24,Cargo 5,CERTO_ERRADO,60,35.59542857142857,34.0,36.0,36,24,46,34.0,38.0
SEDUC_AL_17,Cargo 2,CERTO_ERRADO,58,33.651428571428575,32.0,34.0,34,24,46,32.0,36.0
SEDUC_AL_17,Cargo 1,CERTO_ERRADO,98,58.132,56.0,58.0,58,44,72,56.0,60.0
SEDUC_AL_17,Cargo 4,CERTO_ERRADO,58,32.24914285714286,32.0,32.0,32,22,46,30.0,34.0
SEDUC_AL_17,Cargo 3,CERTO_ERRADO,60,34.30685714285714,34.0,34.0,34,24,48,32.0,36.0
SEDUC_AL_17,Cargo 7,CERTO_ERRADO,59,34.64628571428572,33.0,35.0,35,25,47,33.0,37.0
SEDUC_AL_17,Cargo 6,CERTO_ERRADO,58,33.02285714285714,32.0,32.0,32,22,46,30.0,36.0
SEDUC_AL_17,Cargo 9,CERTO_ERRADO,60,35.04,34.0,34.0,34,22,46,32.0,38.0
SEDUC_AL_17,Cargo 8,CERTO_ERRADO,60,35.501714285714286,34.0,36.0,36,26,48,34.0,38.0
SEDUC_AL_17,Cargo 12,CERTO_ERRADO,60,35.60342857142857,34.0,36.0,36,26,48,34.0,38.0
SEDUC_AL_17,Cargo 11,CERTO_ERRADO,59,34.61942857142857,33.0,35.0,35,25,45,33.0,37.0
SEDUC_AL_17,Cargo 10,CERTO_ERRADO,60,35.485142857142854,34.0,36.0,36,24,48,34.0,38.0
SEDUC_AL_17,Cargo 13,CERTO_ERRADO,60,35.530857142857144,34.0,36.0,36,26,48,34.0,38.0
CBM_AL_21,Cargo 1,CERTO_ERRADO,117,66.58571428571429,65.0,67.0,67,51,85,63.0,69.0
CBM_AL_21,Cargo 2,CERTO_ERRADO,117,66.09428571428572,65.0,65.0,65,51,87,63.0,69.0
SEFAZ_SE_21_AUDITOR,Cargo 1,MULTIPLA_5,35,24.527142857142856,24.199999999999992,24.0,24,22,30,24.0,25.0
MP_CE_19_SERVIDOR,Cargo 9,CERTO_ERRADO,94,54.67314285714286,53.0,54.0,54,40,72,52.0,58.0
MP_CE_19_SERVIDOR,Cargo 8,CERTO_ERRADO,60,34.43142857142857,34.0,34.0,36,24,48,32.0,38.0
MP_CE_19_SERVIDOR,Cargo 7,CERTO_ERRADO,55,31.801714285714286,32.0,31.0,31,19,47,29.0,35.0
MP_CE_19_SERVIDOR,Cargo 6,CERTO_ERRADO,54,32.60971428571428,31.0,32.0,32,24,44,30.0,34.0
MP_CE_19_SERVIDOR,Cargo 4,CERTO_ERRADO,60,35.52857142857143,34.0,36.0,34,26,48,34.0,38.0
MP_CE_19_SERVIDOR,Cargo 3,CERTO_ERRADO,59,32.07028571428572,33.0,31.0,29,19,47,29.0,35.0
MP_CE_19_SERVIDOR,Cargo 2,CERTO_ERRADO,56,34.16,33.0,34.0,32,24,46,32.0,36.0
MP_CE_19_SERVIDOR,Cargo 1,CERTO_ERRADO,95,52.816,54.0,53.0,51,37,73,49.0,55.0
MP_CE_19_SERVIDOR,Cargo 5,CERTO_ERRADO,60,35.64,34.0,36.0,36,26,48,34.0,38.0
INSS_2015,Cargo 1,CERTO_ERRADO,118,67.97142857142858,66.0,68.0,68,54,86,64.0,72.0
INSS_2015,Cargo 2,CERTO_ERRADO,114,67.00457142857142,65.0,68.0,68,52,84,64.0,70.0
ANATEL_24,Cargo 1,CERTO_ERRADO,93,54.35542857142857,53.0,55.0,55,41,69,51.0,57.0
ANATEL_24,Cargo 2,CERTO_ERRADO,57,34.80342857142857,33.0,35.0,35,27,45,33.0,37.0
ANATEL_24,Cargo 3,CERTO_ERRADO,57,32.818285714285715,33.0,33.0,33,21,47,29.0,35.0
ANATEL_24,Cargo 4,CERTO_ERRADO,60,35.172,34.0,36.0,36,22,48,32.0,38.0
ANATEL_24,Cargo 5,CERTO_ERRADO,59,33.87542857142857,33.0,33.0,35,21,47,31.0,37.0
ANATEL_24,Cargo 6,CERTO_ERRADO,57,34.48285714285714,33.0,35.0,35,25,47,33.0,37.0
IBGE_21_PSS_SCQ,Cargo 1,MULTIPLA_5,53,37.736285714285714,37.19999999999999,38.0,37,34,43,37.0,39.0
FUNPRESP_21,Cargo 1,CERTO_ERRADO,97,56.45257142857143,55.0,57.0,57,43,71,53.0,59.0
FUNPRESP_21,Cargo 2,CERTO_ERRADO,60,35.70171428571429,34.0,36.0,36,26,48,34.0,38.0
FUNPRESP_21,Cargo 3,CERTO_ERRADO,60,34.348571428571425,34.0,34.0,34,22,46,32.0,36.0
FUNPRESP_21,Cargo 4,CERTO_ERRADO,60,35.574285714285715,34.0,36.0,36,24,46,34.0,38.0
FUNPRESP_21,Cargo 5,CERTO_ERRADO,59,34.59771428571428,33.0,35.0,35,25,45,33.0,37.0
FUNPRESP_21,Cargo 6,CERTO_ERRADO,60,35.592,34.0,36.0,36,24,46,34.0,38.0
FUNPRESP_21,Cargo 7,CERTO_ERRADO,58,32.36742857142857,32.0,32.0,32,20,46,30.0,34.0
FUNPRESP_21,Cargo 8,CERTO_ERRADO,59,34.30685714285714,33.0,35.0,35,23,47,31.0,37.0
FUNPRESP_21,Cargo 9,CERTO_ERRADO,60,35.04228571428571,34.0,36.0,36,24,46,32.0,38.0
FUNPRESP_21,Cargo 10,CERTO_ERRADO,60,35.0,34.0,34.0,34,22,48,32.0,38.0
SEBRAE_24,Cargo 1,MULTIPLA_4,39,28.694,28.0,29.0,29,25,33,28.0,29.0
PGM_SP_23_PROCURADOR,Cargo 1,MULTIPLA_5,87,59.164857142857144,59.399999999999984,59.0,59,54,69,58.0,60.0
ANVISA_16,Cargo 1,CERTO_ERRADO,99,59.26114285714286,57.0,59.0,59,45,73,57.0,61.0
APEX_BRASIL_22_2,Cargo 1,MULTIPLA_4,40,30.077142857142857,29.0,30.0,30,27,35,29.0,31.0
PC_RJ_21_DELEGADO,Cargo 1,MULTIPLA_5,97,68.37171428571429,67.0,68.0,68,63,75,67.0,69.0
BANRISUL_22,Cargo 1,CERTO_ERRADO,98,55.36685714285714,56.0,54.0,52,40,74,52.0,58.0
BANRISUL_22,Cargo 2,CERTO_ERRADO,57,34.52457142857143,33.0,35.0,35,25,45,33.0,37.0
BANRISUL_22,Cargo 3,CERTO_ERRADO,58,33.144,32.0,34.0,32,22,44,30.0,36.0
BANRISUL_22,Cargo 4,CERTO_ERRADO,57,34.40057142857143,33.0,35.0,35,25,45,33.0,37.0
BANRISUL_22,Cargo 5,CERTO_ERRADO,60,35.564571428571426,34.0,36.0,36,24,46,34.0,38.0
BANRISUL_22,Cargo 6,CERTO_ERRADO,60,35.544,34.0,36.0,36,24,50,34.0,38.0
BANRISUL_22,Cargo 7,CERTO_ERRADO,59,34.35371428571428,33.0,35.0,35,23,47,33.0,37.0
MP_TO_24_SERVIDOR,Cargo 1,CERTO_ERRADO,97,57.22,55.0,57.0,57,43,71,55.0,59.0
MP_TO_24_SERVIDOR,Cargo 2,CERTO_ERRADO,60,35.514857142857146,34.0,36.0,36,24,48,34.0,38.0
MP_TO_24_SERVIDOR,Cargo 3,CERTO_ERRADO,60,35.71828571428571,34.0,36.0,36,26,46,34.0,38.0
MP_TO_24_SERVIDOR,Cargo 4,CERTO_ERRADO,59,34.72457142857143,33.0,35.0,35,25,45,33.0,37.0
MP_TO_24_SERVIDOR,Cargo 5,CERTO_ERRADO,60,35.44057142857143,34.0,36.0,36,24,48,34.0,38.0
MP_TO_24_SERVIDOR,Cargo 6,CERTO_ERRADO,58,33.652,32.0,34.0,34,24,46,32.0,36.0
MP_TO_24_SERVIDOR,Cargo 7,CERTO_ERRADO,58,31.610285714285713,32.0,32.0,30,20,46,28.0,34.0
MP_TO_24_SERVIDOR,Cargo 8,CERTO_ERRADO,60,35.612,34.0,36.0,36,26,46,34.0,38.0
MP_TO_24_SERVIDOR,Cargo 9,CERTO_ERRADO,59,34.668571428571425,33.0,35.0,35,25,47,33.0,37.0
MP_TO_24_SERVIDOR,Cargo 10,CERTO_ERRADO,60,28.745714285714286,34.0,28.0,28,18,50,26.0,30.0
MP_TO_24_SERVIDOR,Cargo 11,CERTO_ERRADO,60,34.46742857142857,34.0,34.0,34,22,48,32.0,38.0
MP_TO_24_SERVIDOR,Cargo 12,CERTO_ERRADO,60,35.573142857142855,34.0,36.0,36,26,48,34.0,38.0
MP_TO_24_SERVIDOR,Cargo 13,CERTO_ERRADO,57,34.42742857142857,33.0,35.0,35,25,45,33.0,37.0
MP_TO_24_SERVIDOR,Cargo 14,CERTO_ERRADO,58,33.540571428571425,32.0,34.0,34,22,44,32.0,36.0
MP_TO_24_SERVIDOR,Cargo 15,CERTO_ERRADO,58,33.42742857142857,32.0,34.0,34,22,44,32.0,36.0
MP_TO_24_SERVIDOR,Cargo 16,CERTO_ERRADO,59,32.89657142857143,33.0,33.0,31,23,47,31.0,35.0
MP_TO_24_SERVIDOR,Cargo 17,CERTO_ERRADO,60,35.51257142857143,34.0,36.0,36,24,46,34.0,38.0
MP_TO_24_SERVIDOR,Cargo 18,CERTO_ERRADO,60,34.97714285714286,34.0,34.0,34,22,46,32.0,38.0
MP_TO_24_SERVIDOR,Cargo 19,CERTO_ERRADO,60,35.55942857142857,34.0,36.0,36,24,48,34.0,38.0
MP_TO_24_SERVIDOR,Cargo 20,CERTO_ERRADO,57,32.864,33.0,33.0,31,21,45,29.0,35.0
MP_TO_24_SERVIDOR,Cargo 21,CERTO_ERRADO,60,35.08457142857143,34.0,36.0,36,22,48,32.0,38.0
IHB_DF_18,Cargo 7,CERTO_ERRADO,60,35.54,34.0,36.0,36,26,46,34.0,38.0
IHB_DF_18,Cargo 6,CERTO_ERRADO,38,22.634857142857143,22.0,22.0,22,14,32,20.0,24.0
IHB_DF_18,Cargo 5,CERTO_ERRADO,38,23.24742857142857,22.0,24.0,24,16,32,22.0,26.0
IHB_DF_18,Cargo 4,CERTO_ERRADO,38,23.250857142857143,22.0,24.0,22,16,34,22.0,26.0
IHB_DF_18,Cargo 3,CERTO_ERRADO,38,22.552,22.0,22.0,22,14,34,20.0,24.0
IHB_DF_18,Cargo 2,CERTO_ERRADO,38,23.32,22.0,24.0,22,16,32,22.0,26.0
IHB_DF_18,Cargo 1,CERTO_ERRADO,60,35.51085714285714,34.0,36.0,36,24,46,34.0,38.0
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,57,40.098285714285716,39.600000000000016,40.0,40,36,45,39.0,41.0
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,79,56.03114285714286,56.0,56.0,55,51,65,54.0,57.0
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,58,41.59771428571428,40.5,42.0,41,36,47,41.0,42.0
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,57,40.41171428571428,40.5,40.0,40,36,47,39.0,42.0
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,60,41.093428571428575,42.5,41.0,41,38,51,40.0,42.0
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,60,43.016285714285715,42.5,43.0,43,39,50,42.0,44.0
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,60,43.064,42.5,43.0,43,39,50,42.0,44.0
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,59,41.77142857142857,41.5,42.0,41,37,48,40.0,43.0
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,60,42.03657142857143,42.5,42.0,41,38,49,41.0,43.0
PM_RO_22,Cargo 1,MULTIPLA_5,99,68.78714285714285,69.0,68.0,68,64,77,67.0,70.0
TRF6_24,Cargo 1,CERTO_ERRADO,93,53.64742857142857,53.0,53.0,53,39,71,51.0,57.0
TRF6_24,Cargo 4,CERTO_ERRADO,95,56.19942857142857,54.0,57.0,57,41,71,53.0,59.0
TRF6_24,Cargo 5,CERTO_ERRADO,97,53.96457142857143,55.0,53.0,53,37,73,51.0,57.0
TRF6_24,Cargo 6,CERTO_ERRADO,95,56.12457142857143,54.0,57.0,55,43,69,53.0,59.0
TRF6_24,Cargo 7,CERTO_ERRADO,94,54.04114285714286,53.0,54.0,52,40,72,50.0,58.0
TRF6_24,Cargo 12,CERTO_ERRADO,93,55.074285714285715,53.0,55.0,55,43,69,53.0,57.0
TRF6_24,Cargo 19,CERTO_ERRADO,96,55.30914285714286,55.0,56.0,52,40,72,52.0,58.0
TRF6_24,Cargo 20,CERTO_ERRADO,95,55.78857142857143,54.0,55.0,57,43,69,53.0,59.0
TRF6_24,Cargo 21,CERTO_ERRADO,98,55.35371428571428,56.0,54.0,52,42,74,52.0,58.0
TRF6_24,Cargo 2,CERTO_ERRADO,96,56.03657142857143,55.0,56.0,54,42,72,52.0,60.0
TRF6_24,Cargo 3,CERTO_ERRADO,96,55.302285714285716,55.0,56.0,52,40,72,52.0,58.0
TRF6_24,Cargo 13,CERTO_ERRADO,96,56.75142857142857,55.0,56.0,56,42,72,54.0,60.0
TRF6_24,Cargo 22,CERTO_ERRADO,95,55.85371428571428,54.0,55.0,57,43,69,53.0,59.0
TRF6_24,Cargo 27,CERTO_ERRADO,94,55.037142857142854,53.0,56.0,56,40,70,52.0,58.0
TRF6_24,Cargo 28,CERTO_ERRADO,95,56.13657142857143,54.0,57.0,55,43,69,53.0,59.0
TRF6_24,Cargo 8,CERTO_ERRADO,56,33.369142857142855,33.0,34.0,34,22,46,30.0,36.0
TRF6_24,Cargo 9,CERTO_ERRADO,58,32.30914285714286,32.0,32.0,32,18,46,30.0,34.0
TRF6_24,Cargo 10,CERTO_ERRADO,60,33.54971428571429,34.0,34.0,32,22,48,30.0,36.0
TRF6_24,Cargo 11,CERTO_ERRADO,59,32.996,33.0,33.0,31,21,47,31.0,35.0
TRF6_24,Cargo 14,CERTO_ERRADO,58,33.542857142857144,32.0,34.0,34,24,46,32.0,36.0
TRF6_24,Cargo 15,CERTO_ERRADO,59,34.676,33.0,35.0,35,25,47,33.0,37.0
TRF6_24,Cargo 16,CERTO_ERRADO,58,30.562285714285714,32.0,30.0,30,18,46,28.0,32.0
TRF6_24,Cargo 17,CERTO_ERRADO,60,35.537142857142854,34.0,36.0,36,24,48,34.0,38.0
TRF6_24,Cargo 18,CERTO_ERRADO,55,30.826285714285714,32.0,31.0,29,19,47,27.0,33.0
TRF6_24,Cargo 23,CERTO_ERRADO,57,32.912,33.0,33.0,31,21,47,29.0,35.0
TRF6_24,Cargo 24,CERTO_ERRADO,58,33.54742857142857,32.0,34.0,34,24,44,32.0,36.0
TRF6_24,Cargo 25,CERTO_ERRADO,60,35.03771428571429,34.0,34.0,34,22,50,32.0,38.0
TRF6_24,Cargo 26,CERTO_ERRADO,57,32.901714285714284,33.0,33.0,31,21,47,29.0,35.0
PGM_RR_19_PROCURADOR,Cargo 1,CERTO_ERRADO,98,58.19885714285714,56.0,58.0,58,44,74,56.0,60.0
FNDE_24_PSS,Cargo 1,CERTO_ERRADO,100,58.077714285714286,56.0,58.0,58,44,74,56.0,60.0
FNDE_24_PSS,Cargo 2,CERTO_ERRADO,58,31.488,32.0,32.0,30,18,48,28.0,34.0
FNDE_24_PSS,Cargo 3,CERTO_ERRADO,60,35.577714285714286,34.0,36.0,36,24,48,34.0,38.0
PREF_MARINGA_22_NS,Cargo 1,MULTIPLA_5,63,44.85914285714286,43.8,45.0,45,41,50,44.0,46.0
PREF_MARINGA_22_NS,Cargo 2,MULTIPLA_5,51,35.57628571428572,35.19999999999999,35.0,35,32,42,35.0,37.0
PREF_MARINGA_22_NS,Cargo 3,MULTIPLA_5,92,64.36685714285714,63.600000000000016,64.0,64,59,71,63.0,65.0
PREF_MARINGA_22_NS,Cargo 4,MULTIPLA_5,17,11.638285714285715,11.2,12.0,12,10,15,11.0,12.0
PREF_MARINGA_22_NS,Cargo 5,MULTIPLA_5,17,11.725714285714286,11.2,12.0,12,10,14,11.0,12.0
PREF_MARINGA_22_NS,Cargo 6,MULTIPLA_5,17,11.492571428571429,11.2,11.0,11,10,15,11.0,12.0
PREF_MARINGA_22_NS,Cargo 7,MULTIPLA_5,17,10.976,11.2,11.0,11,10,15,10.0,11.0
PREF_MARINGA_22_NS,Cargo 8,MULTIPLA_5,17,11.428285714285714,11.2,11.0,11,10,15,11.0,12.0
PREF_MARINGA_22_NS,Cargo 9,MULTIPLA_5,17,11.662,11.2,12.0,12,10,15,11.0,12.0
PREF_MARINGA_22_NS,Cargo 10,MULTIPLA_5,54,37.79,37.39999999999999,38.0,38,34,44,37.0,39.0
PREF_MARINGA_22_NS,Cargo 11,MULTIPLA_5,19,13.861142857142857,13.199999999999998,14.0,14,12,17,13.0,14.0
PREF_MARINGA_22_NS,Cargo 12,MULTIPLA_5,97,67.54457142857143,67.0,67.0,67,62,74,66.0,69.0
PREF_MARINGA_22_NS,Cargo 13,MULTIPLA_5,17,10.26457142857143,11.2,10.0,10,10,15,10.0,10.0
PREF_MARINGA_22_NS,Cargo 14,MULTIPLA_5,19,13.457428571428572,13.199999999999998,13.0,13,12,18,13.0,14.0
PREF_MARINGA_22_NS,Cargo 15,MULTIPLA_5,19,13.525714285714285,13.199999999999998,13.0,13,12,17,13.0,14.0
PREF_MARINGA_22_NS,Cargo 16,MULTIPLA_5,20,14.374571428571429,14.199999999999998,14.0,14,13,19,14.0,15.0
PREF_MARINGA_22_NS,Cargo 17,MULTIPLA_5,17,11.662571428571429,11.2,12.0,12,10,15,11.0,12.0
PREF_MARINGA_22_NS,Cargo 18,MULTIPLA_5,20,14.496,14.199999999999998,14.0,14,13,18,14.0,15.0
PREF_MARINGA_22_NS,Cargo 19,MULTIPLA_5,19,13.528857142857143,13.199999999999998,13.0,13,12,17,13.0,14.0
PREF_MARINGA_22_NS,Cargo 20,MULTIPLA_5,20,14.331428571428571,14.199999999999998,14.0,14,13,18,14.0,15.0
PREF_MARINGA_22_NS,Cargo 21,MULTIPLA_5,20,14.750857142857143,14.199999999999998,15.0,15,13,18,14.0,15.0
PREF_MARINGA_22_NS,Cargo 22,MULTIPLA_5,18,11.917142857142856,12.2,12.0,12,11,17,11.0,12.0
PREF_MARINGA_22_NS,Cargo 23,MULTIPLA_5,20,14.333142857142857,14.199999999999998,14.0,14,13,18,14.0,15.0
PREF_MARINGA_22_NS,Cargo 24,MULTIPLA_5,20,14.473714285714285,14.199999999999998,14.0,14,13,18,14.0,15.0
PREF_MARINGA_22_NS,Cargo 25,MULTIPLA_5,19,13.427714285714286,13.199999999999998,13.0,13,12,18,13.0,14.0
PREF_MARINGA_22_NS,Cargo 26,MULTIPLA_5,19,12.848285714285714,13.199999999999998,13.0,13,12,17,12.0,13.0
PREF_MARINGA_22_NS,Cargo 27,MULTIPLA_5,20,14.628571428571428,14.199999999999998,15.0,15,13,18,14.0,15.0
PREF_MARINGA_22_NS,Cargo 28,MULTIPLA_5,20,13.711428571428572,14.199999999999998,13.0,13,13,18,13.0,14.0
PREF_MARINGA_22_NS,Cargo 29,MULTIPLA_5,20,14.474,14.199999999999998,14.0,14,13,18,14.0,15.0
PREF_MARINGA_22_NS,Cargo 30,MULTIPLA_5,20,14.315428571428571,14.199999999999998,14.0,14,13,18,14.0,15.0
PREF_MARINGA_22_NS,Cargo 31,MULTIPLA_5,20,14.392285714285714,14.199999999999998,14.0,14,13,19,14.0,15.0
PREF_MARINGA_22_NS,Cargo 32,MULTIPLA_5,20,14.661428571428571,14.199999999999998,15.0,15,13,19,14.0,15.0
PREF_MARINGA_22_NS,Cargo 33,MULTIPLA_5,90,61.66914285714286,61.600000000000016,61.0,61,57,70,60.0,63.0
PREF_MARINGA_22_NS,Cargo 34,MULTIPLA_5,20,14.443428571428571,14.199999999999998,14.0,14,13,18,14.0,15.0
PGE_PA_23_PROCURADOR,Cargo 1,MULTIPLA_5,96,65.27457142857143,66.79999999999998,65.0,64,61,76,64.0,66.0
MCTI_LNA_23_TECNOLOGISTA,Cargo 1,MULTIPLA_5,50,36.008,35.0,36.0,36,32,41,35.0,37.0
MCTI_LNA_23_TECNOLOGISTA,Cargo 2,MULTIPLA_5,40,28.572285714285716,28.399999999999995,28.0,28,26,33,28.0,29.0
MCTI_LNA_23_TECNOLOGISTA,Cargo 3,MULTIPLA_5,38,26.814857142857143,26.399999999999995,27.0,26,24,31,26.0,28.0
MCTI_LNA_23_TECNOLOGISTA,Cargo 4,MULTIPLA_5,40,28.666857142857143,28.399999999999995,28.0,28,26,34,28.0,30.0
MCTI_LNA_23_TECNOLOGISTA,Cargo 5,MULTIPLA_5,39,27.06657142857143,27.399999999999995,27.0,27,25,33,26.0,28.0
MCTI_LNA_23_TECNOLOGISTA,Cargo 6,MULTIPLA_5,50,34.940285714285714,35.0,35.0,35,32,42,34.0,36.0
TCE_PB_22_AUDITOR,Cargo 1,CERTO_ERRADO,139,80.33028571428571,79.0,81.0,81,61,99,77.0,85.0
COREN_CE_21,Cargo 1,MULTIPLA_4,37,26.470285714285716,26.0,26.0,26,23,31,26.0,27.0
COREN_CE_21,Cargo 2,MULTIPLA_4,39,28.637714285714285,28.0,29.0,29,25,33,28.0,29.0
MPO_24,Cargo 1,CERTO_ERRADO,91,50.68571428571428,51.0,51.0,47,35,69,47.0,55.0
MPO_24,Cargo 2,CERTO_ERRADO,98,58.12171428571428,56.0,58.0,58,42,74,56.0,60.0
MPO_24,Cargo 3,CERTO_ERRADO,95,55.770857142857146,54.0,55.0,55,43,71,53.0,59.0
MPO_24,Cargo 4,CERTO_ERRADO,98,58.176,56.0,58.0,58,44,72,56.0,60.0
MPO_24,Cargo 5,CERTO_ERRADO,98,58.098285714285716,56.0,58.0,58,44,72,56.0,60.0
MPO_24,Cargo 6,CERTO_ERRADO,95,56.157714285714285,54.0,57.0,55,45,73,53.0,59.0
MPO_24,Cargo 7,CERTO_ERRADO,97,56.93257142857143,55.0,57.0,59,45,73,55.0,59.0
MPO_24,Cargo 8,CERTO_ERRADO,99,59.234857142857145,57.0,59.0,59,47,75,57.0,61.0
PM_PA_23_CFP,Cargo 1,MULTIPLA_5,50,33.07657142857143,35.0,33.0,33,32,43,32.0,33.0
SEEC_AUDITOR_19,Cargo 1,CERTO_ERRADO,155,88.16057142857143,88.0,87.0,87,67,113,83.0,93.0
CGE_RJ_23,Cargo 1,CERTO_ERRADO,99,58.52514285714286,57.0,59.0,59,45,73,55.0,61.0
BDMG_24,Cargo 1,CERTO_ERRADO,99,59.31657142857143,57.0,59.0,59,47,73,57.0,61.0
PREF_SAOLUIS_16,Cargo 1,MULTIPLA_5,18,12.335142857142857,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 2,MULTIPLA_5,18,12.299428571428571,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 3,MULTIPLA_5,18,12.309142857142858,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 4,MULTIPLA_5,18,12.332,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 5,MULTIPLA_5,18,12.333714285714287,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 6,MULTIPLA_5,18,12.328,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 7,MULTIPLA_5,18,12.332857142857144,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 8,MULTIPLA_5,18,12.318857142857143,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 9,MULTIPLA_5,18,12.311142857142856,12.2,12.0,12,11,17,12.0,13.0
PREF_SAOLUIS_16,Cargo 10,MULTIPLA_5,18,12.310857142857143,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 11,MULTIPLA_5,18,12.322857142857142,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 12,MULTIPLA_5,18,12.331714285714286,12.2,12.0,12,11,17,12.0,13.0
PREF_SAOLUIS_16,Cargo 13,MULTIPLA_5,18,12.317428571428572,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 14,MULTIPLA_5,18,12.330571428571428,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 15,MULTIPLA_5,18,12.317142857142857,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 16,MULTIPLA_5,18,12.343142857142857,12.2,12.0,12,11,16,12.0,13.0
PREF_SAOLUIS_16,Cargo 17,MULTIPLA_5,20,14.366285714285715,14.199999999999998,14.0,14,13,19,14.0,15.0
PREF_SAOLUIS_16,Cargo 18,MULTIPLA_5,20,14.374571428571429,14.199999999999998,14.0,14,13,18,14.0,15.0
PREF_SAOLUIS_16,Cargo 19,MULTIPLA_5,20,14.355142857142857,14.199999999999998,14.0,14,13,19,14.0,15.0
PREF_SAOLUIS_16,Cargo 20,MULTIPLA_5,20,14.367714285714285,14.199999999999998,14.0,14,13,19,14.0,15.0
PREF_SAOLUIS_16,Cargo 21,MULTIPLA_5,20,14.330571428571428,14.199999999999998,14.0,14,13,19,14.0,15.0
PREF_SAOLUIS_16,Cargo 22,MULTIPLA_5,20,14.362285714285715,14.199999999999998,14.0,14,13,18,14.0,15.0
PREF_SAOLUIS_16,Cargo 23,MULTIPLA_5,20,14.356,14.199999999999998,14.0,14,13,19,14.0,15.0
PREF_SAOLUIS_16,Cargo 24,MULTIPLA_5,20,14.34457142857143,14.199999999999998,14.0,14,13,19,14.0,15.0
PREF_SAOLUIS_16,Cargo 25,MULTIPLA_5,20,14.764,14.199999999999998,15.0,15,13,18,14.0,15.0
PREF_SAOLUIS_16,Cargo 26,MULTIPLA_5,20,14.779428571428571,14.199999999999998,15.0,15,13,18,14.0,15.0
PREF_SAOLUIS_16,Cargo 27,MULTIPLA_5,20,14.781428571428572,14.199999999999998,15.0,15,13,18,14.0,15.0
PG_DF_22_PROCURADOR,Cargo 1,CERTO_ERRADO,193,112.09142857142857,109.0,113.0,113,93,133,109.0,115.0
PREF_SAO_CRISTOVAO_SE_22,Cargo 1,CERTO_ERRADO,100,57.98057142857143,56.0,58.0,58,44,74,56.0,60.0
PREF_SAO_CRISTOVAO_SE_22,Cargo 2,CERTO_ERRADO,60,35.672,34.0,36.0,36,26,46,34.0,38.0
INPI_23,Cargo 1,CERTO_ERRADO,98,56.417142857142856,56.0,56.0,56,42,74,52.0,60.0
INPI_23,Cargo 3,CERTO_ERRADO,60,35.61485714285714,34.0,36.0,36,26,48,34.0,38.0
INPI_23,Cargo 4,CERTO_ERRADO,60,35.47714285714286,34.0,36.0,36,24,46,34.0,38.0
INPI_23,Cargo 9,CERTO_ERRADO,59,34.632,33.0,35.0,35,25,47,33.0,37.0
INPI_23,Cargo 10,CERTO_ERRADO,60,35.52285714285714,34.0,36.0,36,24,48,34.0,38.0
INPI_23,Cargo 11,CERTO_ERRADO,60,35.53485714285714,34.0,36.0,36,24,46,34.0,38.0
INPI_23,Cargo 2,CERTO_ERRADO,59,34.33428571428571,33.0,35.0,33,23,47,31.0,37.0
INPI_23,Cargo 5,CERTO_ERRADO,60,35.537142857142854,34.0,36.0,36,24,46,34.0,38.0
INPI_23,Cargo 6,CERTO_ERRADO,57,34.78285714285714,33.0,35.0,35,27,49,33.0,37.0
