Concurso,Cargo,Grupo,Total_Q,Media_Simulada,Media_Aleatoria_Esperada,Mediana,Moda,Minimo,Maximo,Q1,Q3
INPI_23,Cargo 7,CERTO_ERRADO,59,34.294285714285714,33.0,35.0,35,23,45,31.0,37.0
INPI_23,Cargo 8,CERTO_ERRADO,60,35.549142857142854,34.0,36.0,36,24,46,34.0,38.0
INPI_23,Cargo 12,CERTO_ERRADO,58,32.34171428571429,32.0,32.0,32,22,46,30.0,36.0
INPI_23,Cargo 13,CERTO_ERRADO,57,34.44228571428572,33.0,35.0,35,25,45,33.0,37.0
INPI_23,Cargo 14,CERTO_ERRADO,59,34.744571428571426,33.0,35.0,35,25,45,33.0,37.0
INPI_23,Cargo 15,CERTO_ERRADO,56,34.17371428571428,33.0,34.0,36,24,46,32.0,36.0
INPI_23,Cargo 16,CERTO_ERRADO,57,34.921142857142854,33.0,35.0,35,27,45,33.0,37.0
INPI_23,Cargo 17,CERTO_ERRADO,57,33.733714285714285,33.0,33.0,33,23,47,31.0,37.0
PREF_CACHOEIRO_24,Cargo 1,CERTO_ERRADO,100,57.77028571428571,56.0,58.0,58,42,74,54.0,60.0
PREF_CACHOEIRO_24,Cargo 2,CERTO_ERRADO,100,57.118857142857145,56.0,58.0,58,42,72,54.0,60.0
PREF_CACHOEIRO_24,Cargo 6,CERTO_ERRADO,100,57.926857142857145,56.0,58.0,58,44,74,56.0,60.0
PREF_CACHOEIRO_24,Cargo 9,CERTO_ERRADO,99,57.84171428571429,57.0,57.0,55,43,73,55.0,61.0
PREF_CACHOEIRO_24,Cargo 3,CERTO_ERRADO,100,58.08914285714286,56.0,58.0,58,46,72,56.0,60.0
PREF_CACHOEIRO_24,Cargo 4,CERTO_ERRADO,100,57.637142857142855,56.0,58.0,56,42,74,54.0,60.0
PREF_CACHOEIRO_24,Cargo 5,CERTO_ERRADO,100,57.18857142857143,56.0,58.0,58,40,74,54.0,60.0
PREF_CACHOEIRO_24,Cargo 7,CERTO_ERRADO,100,58.308,56.0,58.0,58,44,74,56.0,60.0
PREF_CACHOEIRO_24,Cargo 8,CERTO_ERRADO,100,57.97371428571429,56.0,58.0,58,44,72,56.0,60.0
PREF_CACHOEIRO_24,Cargo 23,CERTO_ERRADO,99,59.324,57.0,59.0,59,45,73,57.0,63.0
PREF_CACHOEIRO_24,Cargo 10,CERTO_ERRADO,39,23.250285714285713,23.0,23.0,23,15,35,21.0,25.0
PREF_CACHOEIRO_24,Cargo 11,CERTO_ERRADO,39,24.502285714285716,23.0,25.0,25,19,33,23.0,27.0
PREF_CACHOEIRO_24,Cargo 12,CERTO_ERRADO,39,24.466285714285714,23.0,25.0,25,19,33,23.0,27.0
PREF_CACHOEIRO_24,Cargo 13,CERTO_ERRADO,38,23.324,22.0,24.0,24,16,32,22.0,26.0
PREF_CACHOEIRO_24,Cargo 14,CERTO_ERRADO,39,23.226285714285716,23.0,23.0,23,15,35,21.0,25.0
PREF_CACHOEIRO_24,Cargo 15,CERTO_ERRADO,39,23.31142857142857,23.0,23.0,23,15,35,21.0,25.0
PREF_CACHOEIRO_24,Cargo 16,CERTO_ERRADO,39,24.48057142857143,23.0,25.0,25,19,33,23.0,27.0
PREF_CACHOEIRO_24,Cargo 17,CERTO_ERRADO,39,24.45942857142857,23.0,25.0,25,19,35,23.0,27.0
PREF_CACHOEIRO_24,Cargo 18,CERTO_ERRADO,39,24.44857142857143,23.0,25.0,25,19,33,23.0,27.0
PREF_CACHOEIRO_24,Cargo 19,CERTO_ERRADO,39,24.48,23.0,25.0,25,19,33,23.0,27.0
PREF_CACHOEIRO_24,Cargo 20,CERTO_ERRADO,39,24.524571428571427,23.0,25.0,25,19,33,23.0,27.0
PREF_CACHOEIRO_24,Cargo 21,CERTO_ERRADO,40,24.737142857142857,24.0,24.0,24,16,34,22.0,26.0
PREF_CACHOEIRO_24,Cargo 22,CERTO_ERRADO,40,20.774285714285714,24.0,20.0,20,12,36,18.0,22.0
PREF_CACHOEIRO_24,Cargo 24,CERTO_ERRADO,40,25.240571428571428,24.0,26.0,26,18,36,24.0,28.0
PREF_CACHOEIRO_24,Cargo 25,CERTO_ERRADO,40,22.73542857142857,24.0,22.0,22,14,36,20.0,24.0
PREF_CACHOEIRO_24,Cargo 26,CERTO_ERRADO,40,25.231428571428573,24.0,26.0,26,18,34,24.0,28.0
SEE_PE_22_ESPECIAL_MUSICA,Cargo 1,CERTO_ERRADO,117,65.17485714285715,65.0,65.0,65,47,83,61.0,69.0
SEE_PE_22_ESPECIAL_MUSICA,Cargo 2,CERTO_ERRADO,66,39.16285714285714,38.0,40.0,40,28,50,36.0,42.0
SEE_PE_22_ESPECIAL_MUSICA,Cargo 3,CERTO_ERRADO,69,40.97142857142857,40.0,41.0,41,27,55,39.0,43.0
ADAPAR_PR_20,Cargo 1,MULTIPLA_5,37,24.646857142857144,25.4,24.0,24,23,31,24.0,25.0
ADAPAR_PR_20,Cargo 2,MULTIPLA_5,39,27.93542857142857,27.399999999999995,28.0,28,25,32,27.0,29.0
IPHAN_18,Cargo 2,CERTO_ERRADO,98,57.73771428571428,56.0,58.0,58,40,74,54.0,60.0
IPHAN_18,Cargo 3,CERTO_ERRADO,58,33.06171428571429,32.0,34.0,34,22,46,30.0,36.0
IPHAN_18,Cargo 1,CERTO_ERRADO,99,56.870285714285714,57.0,57.0,55,41,75,53.0,61.0
PC_DF_20_AGENTE,Cargo 1,CERTO_ERRADO,88,51.044,49.0,52.0,52,38,66,48.0,54.0
CBM_TO_21,Cargo 1,MULTIPLA_4,39,28.30485714285714,28.0,28.0,28,25,34,27.0,29.0
CBM_TO_21,Cargo 2,MULTIPLA_4,39,28.635714285714286,28.0,29.0,28,25,34,28.0,29.0
PGE_ES_22_PROCURADOR,Cargo 1,MULTIPLA_5,94,65.29485714285714,64.79999999999998,65.0,65,59,72,64.0,67.0
PM_SC_23_OFICIAL,Cargo 1,MULTIPLA_5,78,53.759142857142855,53.79999999999999,54.0,53,49,63,53.0,55.0
PF_18,Cargo 4,CERTO_ERRADO,49,28.63142857142857,28.0,29.0,27,19,39,27.0,31.0
PF_18,Cargo 14,CERTO_ERRADO,120,69.43771428571428,68.0,70.0,70,54,86,66.0,72.0
PF_18,Cargo 13,CERTO_ERRADO,118,68.168,66.0,68.0,68,52,84,66.0,72.0
PF_18,Cargo 12,CERTO_ERRADO,114,67.508,65.0,68.0,66,54,84,64.0,70.0
PF_18,Cargo 11,CERTO_ERRADO,58,33.094857142857144,32.0,34.0,34,22,46,30.0,36.0
PF_18,Cargo 10,CERTO_ERRADO,56,34.702285714285715,33.0,34.0,34,26,46,32.0,36.0
PF_18,Cargo 9,CERTO_ERRADO,58,32.99028571428571,32.0,32.0,32,20,46,30.0,36.0
PF_18,Cargo 8,CERTO_ERRADO,56,34.92628571428571,33.0,36.0,36,28,46,32.0,36.0
PF_18,Cargo 7,CERTO_ERRADO,58,32.27142857142857,32.0,32.0,30,22,46,30.0,34.0
PF_18,Cargo 6,CERTO_ERRADO,50,27.106857142857145,29.0,26.0,26,16,42,24.0,30.0
PF_18,Cargo 5,CERTO_ERRADO,57,33.81657142857143,33.0,33.0,33,23,47,31.0,37.0
PF_18,Cargo 3,CERTO_ERRADO,59,34.61714285714286,33.0,35.0,35,25,47,33.0,37.0
PF_18,Cargo 2,CERTO_ERRADO,59,34.60914285714286,33.0,35.0,35,25,45,33.0,37.0
PF_18,Cargo 1,CERTO_ERRADO,38,23.45885714285714,22.0,24.0,24,18,32,22.0,26.0
TJ_ES_23,Cargo 1,CERTO_ERRADO,100,57.78228571428571,56.0,58.0,58,44,74,54.0,60.0
TJ_ES_23,Cargo 2,CERTO_ERRADO,59,34.34914285714286,33.0,35.0,33,23,45,31.0,37.0
TJ_ES_23,Cargo 3,CERTO_ERRADO,57,33.042857142857144,33.0,33.0,31,21,47,29.0,35.0
TJ_ES_23,Cargo 4,CERTO_ERRADO,59,34.74742857142857,33.0,35.0,35,25,47,33.0,37.0
TJ_ES_23,Cargo 5,CERTO_ERRADO,59,33.842285714285715,33.0,33.0,35,23,45,31.0,37.0
TJ_ES_23,Cargo 6,CERTO_ERRADO,59,34.733714285714285,33.0,35.0,35,25,45,33.0,37.0
TJ_ES_23,Cargo 7,CERTO_ERRADO,59,34.37828571428572,33.0,35.0,33,23,47,33.0,37.0
TJ_ES_23,Cargo 8,CERTO_ERRADO,56,33.41657142857143,33.0,34.0,34,22,48,30.0,36.0
TJ_ES_23,Cargo 9,CERTO_ERRADO,58,33.48685714285714,32.0,34.0,34,22,46,32.0,36.0
TJ_ES_23,Cargo 10,CERTO_ERRADO,59,34.386857142857146,33.0,35.0,35,23,45,33.0,37.0
TJ_ES_23,Cargo 11,CERTO_ERRADO,56,34.57714285714286,33.0,34.0,34,26,46,32.0,36.0
TJ_ES_23,Cargo 12,CERTO_ERRADO,59,33.04228571428571,33.0,33.0,31,21,47,31.0,35.0
TJ_ES_23,Cargo 13,CERTO_ERRADO,57,32.96342857142857,33.0,33.0,31,23,47,29.0,35.0
TJ_ES_23,Cargo 14,CERTO_ERRADO,59,34.32628571428572,33.0,35.0,33,23,45,31.0,37.0
TJ_ES_23,Cargo 16,CERTO_ERRADO,59,34.289142857142856,33.0,35.0,35,23,47,31.0,37.0
TJ_ES_23,Cargo 17,CERTO_ERRADO,58,33.42171428571429,32.0,34.0,34,22,44,32.0,36.0
TJ_ES_23,Cargo 18,CERTO_ERRADO,59,33.752,33.0,33.0,35,21,45,31.0,37.0
TJ_ES_23,Cargo 19,CERTO_ERRADO,57,32.808571428571426,33.0,33.0,33,21,49,29.0,35.0
TJ_ES_23,Cargo 20,CERTO_ERRADO,59,32.93142857142857,33.0,33.0,31,21,45,31.0,35.0
TJ_ES_23,Cargo 21,CERTO_ERRADO,60,35.61828571428571,34.0,36.0,36,26,48,34.0,38.0
TJ_ES_23,Cargo 22,CERTO_ERRADO,56,34.670857142857145,33.0,34.0,34,26,46,32.0,36.0
TJ_ES_23,Cargo 23,CERTO_ERRADO,55,33.39657142857143,32.0,33.0,33,23,43,31.0,35.0
TJ_ES_23,Cargo 24,CERTO_ERRADO,56,34.594857142857144,33.0,34.0,34,26,44,32.0,36.0
TJ_ES_23,Cargo 25,CERTO_ERRADO,57,33.80914285714286,33.0,33.0,33,23,47,31.0,37.0
TJ_ES_23,Cargo 15,CERTO_ERRADO,58,33.02628571428571,32.0,34.0,34,22,46,30.0,36.0
ITAIPU_23,Cargo 1,MULTIPLA_5,39,26.54457142857143,27.399999999999995,26.0,26,25,34,26.0,27.0
ITAIPU_23,Cargo 3,MULTIPLA_5,38,26.084857142857143,26.399999999999995,26.0,26,24,32,25.0,27.0
ITAIPU_23,Cargo 2,MULTIPLA_5,39,28.069714285714287,27.399999999999995,28.0,28,25,33,27.0,29.0
ITAIPU_23,Cargo 18,MULTIPLA_5,40,29.058857142857143,28.399999999999995,29.0,29,26,33,28.0,30.0
ITAIPU_23,Cargo 20,MULTIPLA_5,39,26.472,27.399999999999995,26.0,26,25,33,26.0,27.0
ITAIPU_23,Cargo 21,MULTIPLA_5,39,27.786,27.399999999999995,28.0,28,25,34,27.0,28.0
ITAIPU_23,Cargo 4,MULTIPLA_5,19,12.771428571428572,13.199999999999998,13.0,13,12,17,12.0,13.0
ITAIPU_23,Cargo 5,MULTIPLA_5,19,13.23857142857143,13.199999999999998,13.0,13,12,17,13.0,14.0
ITAIPU_23,Cargo 6,MULTIPLA_5,20,13.751142857142858,14.199999999999998,13.0,13,13,18,13.0,14.0
ITAIPU_23,Cargo 7,MULTIPLA_5,20,14.637142857142857,14.199999999999998,15.0,15,13,18,14.0,15.0
ITAIPU_23,Cargo 8,MULTIPLA_5,18,11.96942857142857,12.2,12.0,11,11,16,11.0,12.0
ITAIPU_23,Cargo 9,MULTIPLA_5,18,12.832571428571429,12.2,13.0,13,11,15,12.0,13.0
ITAIPU_23,Cargo 10,MULTIPLA_5,20,13.820285714285715,14.199999999999998,14.0,14,13,17,13.0,14.0
ITAIPU_23,Cargo 11,MULTIPLA_5,19,13.474285714285715,13.199999999999998,13.0,13,12,17,13.0,14.0
ITAIPU_23,Cargo 12,MULTIPLA_5,15,10.257428571428571,10.0,10.0,10,9,14,10.0,11.0
ITAIPU_23,Cargo 13,MULTIPLA_5,16,10.973142857142857,11.0,11.0,11,10,15,10.0,12.0
ITAIPU_23,Cargo 14,MULTIPLA_5,20,14.447714285714286,14.199999999999998,14.0,14,13,18,14.0,15.0
ITAIPU_23,Cargo 15,MULTIPLA_5,20,14.19,14.199999999999998,14.0,14,13,17,14.0,15.0
ITAIPU_23,Cargo 16,MULTIPLA_5,20,14.459428571428571,14.199999999999998,14.0,14,13,18,14.0,15.0
ITAIPU_23,Cargo 17,MULTIPLA_5,18,11.949142857142856,12.2,12.0,11,11,16,11.0,12.0
ITAIPU_23,Cargo 19,MULTIPLA_5,19,13.214571428571428,13.199999999999998,13.0,13,12,17,13.0,14.0
ITAIPU_23,Cargo 22,MULTIPLA_5,20,14.489714285714285,14.199999999999998,14.0,14,13,18,14.0,15.0
ITAIPU_23,Cargo 23,MULTIPLA_5,20,13.724571428571428,14.199999999999998,13.0,13,13,18,13.0,14.0
ITAIPU_23,Cargo 24,MULTIPLA_5,20,13.103428571428571,14.199999999999998,13.0,13,13,18,13.0,13.0
ITAIPU_23,Cargo 25,MULTIPLA_5,20,14.377142857142857,14.199999999999998,14.0,14,13,18,14.0,15.0
ITAIPU_23,Cargo 26,MULTIPLA_5,18,11.931142857142857,12.2,12.0,11,11,16,11.0,12.0
ITAIPU_23,Cargo 27,MULTIPLA_5,19,12.854571428571429,13.199999999999998,13.0,12,12,17,12.0,13.0
ITAIPU_23,Cargo 28,MULTIPLA_5,20,14.908285714285714,14.199999999999998,15.0,15,13,18,14.0,15.0
ITAIPU_23,Cargo 29,MULTIPLA_5,19,12.86742857142857,13.199999999999998,13.0,12,12,17,12.0,13.0
ITAIPU_23,Cargo 30,MULTIPLA_5,18,11.872285714285715,12.2,12.0,12,11,17,11.0,12.0
ITAIPU_23,Cargo 31,MULTIPLA_5,17,11.085428571428572,11.2,11.0,11,10,15,10.0,12.0
SEBRAE_24_PSI,Cargo 1,MULTIPLA_4,40,29.370857142857144,29.0,29.0,29,26,35,29.0,30.0
TRE_BA_17,Cargo 1,MULTIPLA_5,55,37.50971428571429,38.399999999999984,37.0,37,35,44,37.0,38.0
TRE_BA_17,Cargo 2,MULTIPLA_5,57,39.058,39.600000000000016,39.0,39,36,45,38.0,40.0
TRE_BA_17,Cargo 3,MULTIPLA_5,56,39.52,39.399999999999984,39.0,39,36,46,39.0,40.0
TRE_BA_17,Cargo 4,MULTIPLA_5,56,38.202285714285715,39.399999999999984,38.0,38,36,47,37.0,39.0
TRE_BA_17,Cargo 5,MULTIPLA_5,54,37.38628571428571,37.39999999999999,37.0,37,34,43,36.0,38.0
TRE_BA_17,Cargo 6,MULTIPLA_5,57,38.85257142857143,39.600000000000016,39.0,38,36,45,38.0,40.0
TRE_BA_17,Cargo 7,MULTIPLA_5,56,39.11257142857143,39.399999999999984,39.0,39,36,47,38.0,40.0
TRE_BA_17,Cargo 8,MULTIPLA_5,57,39.68571428571428,39.600000000000016,40.0,39,36,47,39.0,40.0
TRE_BA_17,Cargo 9,MULTIPLA_5,55,37.78514285714286,38.399999999999984,37.0,37,35,44,37.0,39.0
TRE_BA_17,Cargo 10,MULTIPLA_5,59,38.98314285714286,40.600000000000016,39.0,38,37,47,38.0,40.0
TRE_BA_17,Cargo 11,MULTIPLA_5,59,41.306285714285714,40.600000000000016,41.0,41,37,48,40.0,42.0
TRE_BA_17,Cargo 12,MULTIPLA_5,58,39.84885714285714,39.600000000000016,40.0,39,36,47,39.0,41.0
TRE_BA_17,Cargo 13,MULTIPLA_5,60,42.69571428571429,41.600000000000016,43.0,43,38,47,42.0,44.0
TRE_BA_17,Cargo 14,MULTIPLA_5,59,39.038,40.600000000000016,39.0,39,37,48,38.0,40.0
TRE_BA_17,Cargo 15,MULTIPLA_5,57,39.483714285714285,39.600000000000016,39.0,39,36,47,39.0,40.0
TRE_BA_17,Cargo 16,MULTIPLA_5,57,40.39,39.600000000000016,40.0,40,36,46,39.0,41.0
TRE_BA_17,Cargo 17,MULTIPLA_5,57,40.456,39.600000000000016,40.0,40,36,46,39.0,41.0
INSS_22,Cargo 1,CERTO_ERRADO,93,53.69542857142857,53.0,53.0,53,39,69,51.0,57.0
IBAMA_25,Cargo 1,CERTO_ERRADO,95,55.522285714285715,54.0,55.0,55,39,73,53.0,59.0
IBAMA_25,Cargo 2,CERTO_ERRADO,96,57.203428571428574,55.0,56.0,56,44,72,54.0,60.0
IBAMA_25,Cargo 3,CERTO_ERRADO,96,56.778285714285715,55.0,56.0,56,42,72,54.0,60.0
ANM_21,Cargo 1,CERTO_ERRADO,93,55.228,53.0,55.0,55,41,71,53.0,57.0
TCE_RJ_20,Cargo 1,CERTO_ERRADO,192,109.78057142857143,108.0,110.0,110,86,130,106.0,114.0
TCE_RJ_20,Cargo 2,CERTO_ERRADO,98,58.08914285714286,56.0,58.0,58,46,74,56.0,60.0
TCE_RJ_20,Cargo 3,CERTO_ERRADO,97,56.54,55.0,57.0,57,41,71,53.0,59.0
TCE_RJ_20,Cargo 4,CERTO_ERRADO,100,58.1,56.0,58.0,58,44,74,56.0,60.0
TC_DF_24_AUDITOR,Cargo 1,CERTO_ERRADO,118,67.396,66.0,68.0,66,52,86,64.0,70.0
TJ_RJ_20_ANALISTA,Cargo 1,MULTIPLA_5,53,37.44085714285714,37.19999999999999,37.0,37,34,43,36.0,39.0
TJ_RJ_20_ANALISTA,Cargo 2,MULTIPLA_5,40,28.788,28.399999999999995,29.0,29,26,34,28.0,29.0
TJ_RJ_20_ANALISTA,Cargo 3,MULTIPLA_5,40,27.984571428571428,28.399999999999995,28.0,27,26,34,27.0,29.0
TJ_RJ_20_ANALISTA,Cargo 4,MULTIPLA_5,39,27.343714285714285,27.399999999999995,27.0,27,25,33,27.0,28.0
TJ_RJ_20_ANALISTA,Cargo 5,MULTIPLA_5,39,27.76142857142857,27.399999999999995,28.0,27,25,32,27.0,29.0
TJ_RJ_20_ANALISTA,Cargo 6,MULTIPLA_5,38,26.460571428571427,26.399999999999995,26.0,26,24,32,26.0,27.0
TJ_RJ_20_ANALISTA,Cargo 7,MULTIPLA_5,39,25.79057142857143,27.399999999999995,26.0,26,25,33,25.0,26.0
TJ_RJ_20_ANALISTA,Cargo 8,MULTIPLA_5,39,25.341142857142856,27.399999999999995,25.0,25,25,33,25.0,26.0
TJ_RJ_20_ANALISTA,Cargo 9,MULTIPLA_5,40,29.418285714285716,28.399999999999995,29.0,29,26,34,29.0,30.0
TJ_RJ_20_ANALISTA,Cargo 10,MULTIPLA_5,39,28.181714285714285,27.399999999999995,28.0,28,25,33,27.0,29.0
TJ_RJ_20_ANALISTA,Cargo 11,MULTIPLA_5,40,27.369714285714284,28.399999999999995,27.0,27,26,34,27.0,28.0
TJ_RJ_20_ANALISTA,Cargo 12,MULTIPLA_5,40,28.50857142857143,28.399999999999995,28.0,28,26,35,28.0,29.0
TJ_RJ_20_ANALISTA,Cargo 13,MULTIPLA_5,39,27.923714285714286,27.399999999999995,28.0,28,25,33,27.0,29.0
TJ_RJ_20_ANALISTA,Cargo 14,MULTIPLA_5,40,29.168,28.399999999999995,29.0,29,26,33,28.0,30.0
AGU_23_ESTAGIARIO,Cargo 1,CERTO_ERRADO,2,0.0,1.0,0.0,0,0,0,0.0,0.0
ANEEL_25_CF,Cargo 1,CERTO_ERRADO,100,57.546285714285716,56.0,58.0,58,42,76,54.0,60.0
PGM_RN_23_PROCURADOR,Cargo 1,MULTIPLA_5,92,62.83857142857143,63.600000000000016,63.0,63,58,72,62.0,64.0
EBSERH_18_ADMINISTRATIVO,Cargo 19,CERTO_ERRADO,60,35.396,34.0,36.0,36,24,46,34.0,38.0
EBSERH_18_ADMINISTRATIVO,Cargo 18,CERTO_ERRADO,60,35.65314285714286,34.0,36.0,36,26,46,34.0,38.0
EBSERH_18_ADMINISTRATIVO,Cargo 17,CERTO_ERRADO,59,34.596,33.0,35.0,35,25,45,33.0,37.0
EBSERH_18_ADMINISTRATIVO,Cargo 16,CERTO_ERRADO,57,34.344,33.0,35.0,35,25,45,33.0,37.0
EBSERH_18_ADMINISTRATIVO,Cargo 15,CERTO_ERRADO,60,35.67885714285714,34.0,36.0,36,26,46,34.0,38.0
EBSERH_18_ADMINISTRATIVO,Cargo 14,CERTO_ERRADO,59,34.63428571428572,33.0,35.0,35,25,47,33.0,37.0
EBSERH_18_ADMINISTRATIVO,Cargo 13,CERTO_ERRADO,60,35.41142857142857,34.0,36.0,36,24,46,34.0,38.0
EBSERH_18_ADMINISTRATIVO,Cargo 12,CERTO_ERRADO,58,33.48742857142857,32.0,34.0,32,24,44,32.0,36.0
EBSERH_18_ADMINISTRATIVO,Cargo 11,CERTO_ERRADO,59,34.398857142857146,33.0,35.0,35,23,45,33.0,37.0
EBSERH_18_ADMINISTRATIVO,Cargo 10,CERTO_ERRADO,60,35.578857142857146,34.0,36.0,36,24,48,34.0,38.0
EBSERH_18_ADMINISTRATIVO,Cargo 9,CERTO_ERRADO,59,32.05714285714286,33.0,31.0,31,21,49,29.0,35.0
EBSERH_18_ADMINISTRATIVO,Cargo 8,CERTO_ERRADO,60,35.60285714285714,34.0,36.0,36,26,48,34.0,38.0
EBSERH_18_ADMINISTRATIVO,Cargo 7,CERTO_ERRADO,59,33.881142857142855,33.0,33.0,35,21,45,31.0,37.0
EBSERH_18_ADMINISTRATIVO,Cargo 6,CERTO_ERRADO,60,34.998285714285714,34.0,34.0,34,22,48,32.0,38.0
EBSERH_18_ADMINISTRATIVO,Cargo 5,CERTO_ERRADO,58,33.45657142857143,32.0,34.0,34,22,44,32.0,36.0
EBSERH_18_ADMINISTRATIVO,Cargo 4,CERTO_ERRADO,60,35.473142857142854,34.0,36.0,36,24,48,34.0,38.0
EBSERH_18_ADMINISTRATIVO,Cargo 3,CERTO_ERRADO,60,35.58857142857143,34.0,36.0,36,24,46,34.0,38.0
EBSERH_18_ADMINISTRATIVO,Cargo 2,CERTO_ERRADO,60,35.651428571428575,34.0,36.0,36,26,48,34.0,38.0
EBSERH_18_ADMINISTRATIVO,Cargo 1,CERTO_ERRADO,100,56.43085714285714,56.0,56.0,56,40,74,52.0,60.0
TJ_PA_19_SERVIDOR,Cargo 1,MULTIPLA_5,57,39.79971428571429,39.600000000000016,40.0,40,36,47,39.0,41.0
TJ_PA_19_SERVIDOR,Cargo 9,MULTIPLA_5,58,39.87342857142857,39.600000000000016,40.0,39,36,46,39.0,41.0
TJ_PA_19_SERVIDOR,Cargo 10,MULTIPLA_5,57,39.35771428571429,39.600000000000016,39.0,39,36,46,38.0,40.0
TJ_PA_19_SERVIDOR,Cargo 3,MULTIPLA_5,59,41.28742857142857,40.600000000000016,41.0,41,37,47,40.0,42.0
TJ_PA_19_SERVIDOR,Cargo 4,MULTIPLA_5,57,40.691428571428574,39.600000000000016,41.0,40,37,46,40.0,42.0
TJ_PA_19_SERVIDOR,Cargo 7,MULTIPLA_5,57,40.82857142857143,39.600000000000016,41.0,41,37,46,40.0,42.0
TJ_PA_19_SERVIDOR,Cargo 2,MULTIPLA_5,40,27.983428571428572,28.399999999999995,28.0,27,26,34,27.0,29.0
TJ_PA_19_SERVIDOR,Cargo 5,MULTIPLA_5,38,27.296857142857142,26.399999999999995,27.0,27,24,32,26.0,28.0
TJ_PA_19_SERVIDOR,Cargo 6,MULTIPLA_5,40,29.40657142857143,28.399999999999995,29.0,29,26,33,29.0,30.0
TJ_PA_19_SERVIDOR,Cargo 8,MULTIPLA_5,40,28.65657142857143,28.399999999999995,28.0,28,26,33,28.0,30.0
TJ_PA_19_SERVIDOR,Cargo 11,MULTIPLA_5,40,29.4,28.399999999999995,29.0,29,26,33,29.0,30.0
TJ_PA_19_SERVIDOR,Cargo 12,MULTIPLA_5,39,27.385142857142856,27.399999999999995,27.0,27,25,33,27.0,28.0
TJ_PA_19_SERVIDOR,Cargo 13,MULTIPLA_5,39,28.43942857142857,27.399999999999995,28.0,28,25,32,28.0,29.0
DPE_PA_21_DEFENSOR,Cargo 1,MULTIPLA_5,94,65.01457142857143,64.79999999999998,65.0,65,59,76,64.0,66.0
MPC_SC_22_SERVIDOR,Cargo 1,CERTO_ERRADO,97,57.02,55.0,57.0,57,41,71,55.0,59.0
MPC_SC_22_SERVIDOR,Cargo 2,CERTO_ERRADO,87,49.703428571428574,48.0,49.0,51,35,63,47.0,53.0
MPC_SC_22_SERVIDOR,Cargo 3,CERTO_ERRADO,97,57.05542857142857,55.0,57.0,57,43,71,55.0,59.0
MPC_SC_22_SERVIDOR,Cargo 4,CERTO_ERRADO,99,58.52057142857143,57.0,59.0,59,43,75,55.0,61.0
SEFIN_FORTALEZA_CE_23,Cargo 1,CERTO_ERRADO,135,72.87428571428572,76.0,73.0,73,55,99,69.0,77.0
SEFIN_FORTALEZA_CE_23,Cargo 9,CERTO_ERRADO,125,66.39485714285715,71.0,65.0,65,49,95,63.0,69.0
SEFIN_FORTALEZA_CE_23,Cargo 2,CERTO_ERRADO,97,56.39371428571429,55.0,57.0,57,43,73,53.0,59.0
SEFIN_FORTALEZA_CE_23,Cargo 3,CERTO_ERRADO,96,57.23542857142857,55.0,58.0,58,46,72,54.0,60.0
SEFIN_FORTALEZA_CE_23,Cargo 4,CERTO_ERRADO,93,54.95885714285714,53.0,55.0,57,41,71,53.0,57.0
SEFIN_FORTALEZA_CE_23,Cargo 5,CERTO_ERRADO,96,56.040571428571425,55.0,56.0,58,42,70,52.0,60.0
SEFIN_FORTALEZA_CE_23,Cargo 6,CERTO_ERRADO,98,57.138285714285715,56.0,58.0,58,40,72,54.0,60.0
SEFIN_FORTALEZA_CE_23,Cargo 7,CERTO_ERRADO,100,57.10285714285714,56.0,58.0,58,44,74,54.0,60.0
SEFIN_FORTALEZA_CE_23,Cargo 8,CERTO_ERRADO,97,56.565714285714286,55.0,57.0,57,43,73,53.0,59.0
DPU_17_DEFENSOR,Cargo 1,CERTO_ERRADO,195,112.09542857142857,110.0,111.0,111,93,133,107.0,117.0
PREF_JOINVILLE_SC_23,Cargo 6,MULTIPLA_5,20,14.503714285714286,14.199999999999998,14.0,14,13,18,14.0,15.0
PREF_JOINVILLE_SC_23,Cargo 1,MULTIPLA_5,40,28.502285714285716,28.399999999999995,28.0,28,26,34,28.0,29.0
PREF_JOINVILLE_SC_23,Cargo 14,MULTIPLA_5,40,29.16342857142857,28.399999999999995,29.0,29,26,33,28.0,30.0
PREF_JOINVILLE_SC_23,Cargo 15,MULTIPLA_5,40,29.086,28.399999999999995,29.0,29,26,34,28.0,30.0
PREF_JOINVILLE_SC_23,Cargo 2,MULTIPLA_5,20,14.338571428571429,14.199999999999998,14.0,14,13,19,14.0,15.0
PREF_JOINVILLE_SC_23,Cargo 3,MULTIPLA_5,20,14.656285714285714,14.199999999999998,15.0,15,13,19,14.0,15.0
PREF_JOINVILLE_SC_23,Cargo 4,MULTIPLA_5,20,14.794857142857143,14.199999999999998,15.0,15,13,18,14.0,15.0
PREF_JOINVILLE_SC_23,Cargo 5,MULTIPLA_5,19,13.727714285714285,13.199999999999998,14.0,14,12,17,13.0,14.0
PREF_JOINVILLE_SC_23,Cargo 7,MULTIPLA_5,20,14.754857142857142,14.199999999999998,15.0,15,13,18,14.0,15.0
PREF_JOINVILLE_SC_23,Cargo 8,MULTIPLA_5,19,13.743428571428572,13.199999999999998,14.0,14,12,17,13.0,14.0
PREF_JOINVILLE_SC_23,Cargo 9,MULTIPLA_5,20,14.372857142857143,14.199999999999998,14.0,14,13,18,14.0,15.0
