Concurso,Cargo,Grupo,Conhecimento,Erro,Media_Tecnica,Media_Aleatoria,Ganho_Medio,Eficiencia_Media
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.5,0.1,13.956,21.0,-7.044,0.35911999999999855
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.5,0.2,9.948,15.0,-5.052,0.39895999999999926
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.6,0.05,21.95,28.0,-6.05,0.3487500000000005
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.6,0.1,18.072,24.0,-5.928,0.3518000000000007
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.6,0.2,13.442,18.0,-4.558,0.3860500000000011
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.7,0.05,28.188,33.0,-4.812,0.33959999999999796
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.7,0.1,24.376,29.0,-4.624,0.3458666666666646
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.7,0.2,17.412,21.0,-3.588,0.3803999999999977
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.8,0.05,32.818,36.0,-3.182,0.3409
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.8,0.1,28.968,32.0,-3.032,0.3484000000000005
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.8,0.2,21.46,24.0,-2.54,0.3729999999999997
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.9,0.05,39.456,41.0,-1.544,0.34559999999999774
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.9,0.1,35.352,37.0,-1.648,0.33519999999999783
EBSERH_18_ASSISTENCIAL,Cargo 6,CERTO_ERRADO,0.9,0.2,25.528,27.0,-1.472,0.35279999999999717
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.5,0.05,28.634,27.0,1.634,0.5281724137931056
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.5,0.1,26.678,25.0,1.678,0.5289310344827596
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.5,0.2,19.966,19.0,0.966,0.5166551724137939
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.6,0.05,33.634,32.0,1.634,0.5340416666666667
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.6,0.1,29.332,28.0,1.332,0.5277499999999996
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.6,0.2,23.158,22.0,1.158,0.5241249999999997
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.7,0.05,37.238,36.0,1.238,0.5343888888888877
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.7,0.1,32.868,32.0,0.868,0.5241111111111104
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.7,0.2,24.598,24.0,0.598,0.5166111111111108
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.8,0.05,42.898,42.0,0.898,0.5374166666666663
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.8,0.1,38.826,38.0,0.826,0.5344166666666667
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.8,0.2,28.634,28.0,0.634,0.5264166666666664
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.9,0.05,48.446,48.0,0.446,0.537166666666667
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.9,0.1,42.394,42.0,0.394,0.5328333333333336
EBSERH_18_ASSISTENCIAL,Cargo 5,CERTO_ERRADO,0.9,0.2,32.21,32.0,0.21,0.5175000000000007
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.5,0.05,30.388,28.0,2.388,0.5398000000000024
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.5,0.1,25.998,24.0,1.998,0.5333000000000019
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.5,0.2,19.376,18.0,1.376,0.5229333333333338
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.6,0.05,36.442,34.0,2.442,0.5508750000000006
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.6,0.1,32.048,30.0,2.048,0.5426666666666667
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.6,0.2,23.196,22.0,1.196,0.5249166666666663
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.7,0.05,39.844,38.0,1.844,0.551222222222219
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.7,0.1,35.516,34.0,1.516,0.5421111111111087
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.7,0.2,27.03,26.0,1.03,0.5286111111111101
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.8,0.05,45.49,44.0,1.49,0.562083333333333
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.8,0.1,41.296,40.0,1.296,0.5540000000000003
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.8,0.2,30.632,30.0,0.632,0.526333333333334
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.9,0.05,50.804,50.0,0.804,0.5670000000000003
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.9,0.1,44.72,44.0,0.72,0.5599999999999996
EBSERH_18_ASSISTENCIAL,Cargo 4,CERTO_ERRADO,0.9,0.2,34.5,34.0,0.5,0.5416666666666671
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.5,0.05,25.21,26.0,-0.79,0.4858928571428592
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.5,0.1,23.474,24.0,-0.526,0.49060714285714524
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.5,0.2,17.358,18.0,-0.642,0.48853571428571557
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.6,0.05,29.906,31.0,-1.094,0.47621739130434376
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.6,0.1,26.444,27.0,-0.556,0.4879130434782591
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.6,0.2,20.676,21.0,-0.324,0.4929565217391289
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.7,0.05,35.706,37.0,-1.294,0.4619411764705924
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.7,0.1,32.346,33.0,-0.654,0.48076470588235437
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.7,0.2,24.63,25.0,-0.37,0.4891176470588241
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.8,0.05,39.004,40.0,-0.996,0.4584999999999999
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.8,0.1,35.648,36.0,-0.352,0.4853333333333334
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.8,0.2,27.538,28.0,-0.462,0.4807500000000001
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.9,0.05,45.404,46.0,-0.596,0.45033333333333264
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.9,0.1,39.672,40.0,-0.328,0.47266666666666685
EBSERH_18_ASSISTENCIAL,Cargo 3,CERTO_ERRADO,0.9,0.2,29.852,30.0,-0.148,0.4876666666666656
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.5,0.05,28.868,28.0,0.868,0.5144666666666659
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.5,0.1,24.4,24.0,0.4,0.5066666666666659
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.5,0.2,18.546,18.0,0.546,0.5090999999999997
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.6,0.05,34.444,34.0,0.444,0.5092499999999999
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.6,0.1,30.518,30.0,0.518,0.510791666666666
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.6,0.2,22.624,22.0,0.624,0.5129999999999992
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.7,0.05,38.57,38.0,0.57,0.5158333333333345
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.7,0.1,34.296,34.0,0.296,0.5082222222222219
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.7,0.2,26.332,26.0,0.332,0.509222222222222
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.8,0.05,44.13,44.0,0.13,0.5054166666666671
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.8,0.1,40.158,40.0,0.158,0.5065833333333334
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.8,0.2,30.342,30.0,0.342,0.5142499999999995
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.9,0.05,49.95,50.0,-0.05,0.4958333333333337
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.9,0.1,44.024,44.0,0.024,0.5020000000000002
EBSERH_18_ASSISTENCIAL,Cargo 2,CERTO_ERRADO,0.9,0.2,34.144,34.0,0.144,0.512
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.5,0.05,47.224,45.0,2.224,0.5222399999999998
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.5,0.1,43.048,41.0,2.048,0.52048
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.5,0.2,32.268,31.0,1.268,0.5126800000000011
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.6,0.05,57.066,55.0,2.066,0.5258249999999998
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.6,0.1,50.738,49.0,1.738,0.5217250000000004
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.6,0.2,38.456,37.0,1.456,0.5182000000000001
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.7,0.05,64.628,63.0,1.628,0.5271333333333335
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.7,0.1,58.634,57.0,1.634,0.5272333333333344
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.7,0.2,43.97,43.0,0.97,0.5161666666666674
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.8,0.05,74.456,73.0,1.456,0.5364000000000003
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.8,0.1,65.988,65.0,0.988,0.5246999999999999
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.8,0.2,49.78,49.0,0.78,0.5194999999999999
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.9,0.05,81.538,81.0,0.538,0.5269000000000006
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.9,0.1,73.48,73.0,0.48,0.5240000000000007
EBSERH_18_ASSISTENCIAL,Cargo 1,CERTO_ERRADO,0.9,0.2,55.498,55.0,0.498,0.5249000000000003
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.5,0.05,54.612,53.40000000000093,1.2119999999990687,0.22578723404255377
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.5,0.1,52.403,51.40000000000091,1.0029999999990904,0.22134042553191566
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.5,0.2,47.27,46.40000000000085,0.8699999999991487,0.2185106382978729
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.6,0.05,61.788,60.599999999999014,1.1880000000009896,0.231263157894737
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.6,0.1,58.734,57.599999999999035,1.1340000000009678,0.22984210526315801
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.6,0.2,52.607,51.59999999999909,1.0070000000009094,0.22650000000000045
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.7,0.05,68.683,67.59999999999918,1.0830000000008149,0.23867857142857118
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.7,0.1,65.516,64.59999999999899,0.9160000000010187,0.23271428571428537
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.7,0.2,58.317,57.599999999999035,0.7170000000009678,0.22560714285714265
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.8,0.05,75.706,74.80000000000142,0.9059999999985885,0.247684210526319
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.8,0.1,71.71,70.80000000000132,0.9099999999986758,0.2478947368421085
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.8,0.2,64.375,63.80000000000115,0.5749999999988504,0.23026315789473986
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.9,0.05,81.556,81.0,0.556,0.25559999999999966
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.9,0.1,77.521,77.0,0.521,0.2521
AGU_22_ADVOGADO,Cargo 1,MULTIPLA_5,0.9,0.2,69.306,69.0,0.306,0.2305999999999995
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.5,0.05,46.606,45.0,1.606,0.5163877551020403
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.5,0.1,42.818,41.0,1.818,0.5185510204081626
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.5,0.2,32.046,31.0,1.046,0.5106734693877548
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.6,0.05,54.98,54.0,0.98,0.5122500000000004
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.6,0.1,49.474,48.0,1.474,0.5184250000000001
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.6,0.2,36.96,36.0,0.96,0.5120000000000002
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.7,0.05,63.182,62.0,1.182,0.5197000000000004
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.7,0.1,56.972,56.0,0.972,0.5162000000000007
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.7,0.2,42.946,42.0,0.946,0.5157666666666668
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.8,0.05,72.976,72.0,0.976,0.5244000000000001
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.8,0.1,64.878,64.0,0.878,0.521950000000001
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.8,0.2,48.5,48.0,0.5,0.5125
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.9,0.05,80.556,80.0,0.556,0.5278000000000003
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.9,0.1,72.54,72.0,0.54,0.5270000000000001
ME_20_PSS_2,Cargo 1,CERTO_ERRADO,0.9,0.2,54.17,54.0,0.17,0.5085000000000003
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.5,0.05,22.836,22.75,0.086,0.25452631578947704
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.5,0.1,21.815,21.75,0.065,0.2534210526315824
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.5,0.2,19.897,19.75,0.147,0.2577368421052665
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.6,0.05,24.821,24.75,0.071,0.2547333333333341
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.6,0.1,23.837,23.75,0.087,0.2558000000000008
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.6,0.2,21.826,21.75,0.076,0.2550666666666675
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.7,0.05,27.014,27.0,0.014,0.2511666666666667
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.7,0.1,26.036,26.0,0.036,0.25299999999999956
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.7,0.2,23.118,23.0,0.118,0.2598333333333332
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.8,0.05,29.905,30.0,-0.095,0.238125
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.8,0.1,28.985,29.0,-0.015,0.248125
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.8,0.2,26.141,26.0,0.141,0.267625
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.9,0.05,32.854,33.0,-0.146,0.2135
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.9,0.1,30.928,31.0,-0.072,0.232
APEX_BRASIL_24_1,Cargo 1,MULTIPLA_4,0.9,0.2,28.021,28.0,0.021,0.25525
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.5,0.05,32.534,31.599999999999433,0.9340000000005675,0.2333571428571424
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.5,0.1,31.514,30.59999999999946,0.9140000000005384,0.23264285714285673
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.5,0.2,28.308,27.59999999999956,0.7080000000004402,0.22528571428571392
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.6,0.05,37.377,36.40000000000068,0.9769999999993161,0.2444090909090912
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.6,0.1,35.278,34.40000000000064,0.8779999999993597,0.23990909090909102
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.6,0.2,32.014,31.400000000000563,0.6139999999994361,0.22790909090909142
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.7,0.05,41.225,40.40000000000076,0.8249999999992433,0.24852941176470758
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.7,0.1,39.049,38.40000000000072,0.6489999999992797,0.23817647058823718
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.7,0.2,35.016,34.40000000000064,0.6159999999993597,0.23623529411764896
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.8,0.05,44.868,44.199999999999626,0.6680000000003711,0.2607272727272759
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.8,0.1,42.814,42.19999999999975,0.6140000000002547,0.255818181818185
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.8,0.2,38.578,38.200000000000024,0.3779999999999782,0.2343636363636393
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.9,0.05,48.524,48.19999999999942,0.3240000000005821,0.2539999999999998
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.9,0.1,46.496,46.19999999999952,0.2960000000004802,0.2493333333333329
SDS_PE_16_CIENTIFICA,Cargo 4,MULTIPLA_5,0.9,0.2,41.464,41.19999999999981,0.2640000000001892,0.24399999999999952
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.5,0.05,31.612,33.79999999999959,-2.1879999999995925,0.12455172413793081
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.5,0.1,30.857,32.79999999999949,-1.9429999999994907,0.13299999999999962
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.5,0.2,28.419,29.79999999999951,-1.3809999999995088,0.15237931034482713
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.6,0.05,35.597,37.79999999999994,-2.2029999999999417,0.1082083333333332
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.6,0.1,34.138,35.79999999999978,-1.6619999999997745,0.13074999999999984
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.6,0.2,31.498,32.79999999999949,-1.3019999999994907,0.14574999999999985
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.7,0.05,39.873,41.59999999999922,-1.7269999999992214,0.10405555555555682
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.7,0.1,38.135,39.59999999999925,-1.4649999999992507,0.11861111111111228
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.7,0.2,34.534,35.59999999999934,-1.065999999999338,0.14077777777777847
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.8,0.05,45.127,46.40000000000085,-1.2730000000008512,0.09391666666666654
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.8,0.1,43.24,44.40000000000082,-1.1600000000008222,0.10333333333333312
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.8,0.2,38.501,39.400000000000745,-0.8990000000007421,0.12508333333333302
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.9,0.05,50.519,51.19999999999928,-0.6809999999992796,0.08650000000000012
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.9,0.1,47.576,48.19999999999942,-0.6239999999994179,0.09600000000000014
SDS_PE_16_CIENTIFICA,Cargo 5,MULTIPLA_5,0.9,0.2,42.689,43.19999999999969,-0.5109999999996871,0.11483333333333376
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.5,0.05,34.036,32.79999999999949,1.2360000000005094,0.24262068965517344
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.5,0.1,32.982,31.799999999999493,1.1820000000005058,0.2407586206896563
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.5,0.2,29.782,28.799999999999518,0.9820000000004838,0.23386206896551792
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.6,0.05,38.724,37.59999999999929,1.1240000000007058,0.24886956521739217
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.6,0.1,36.698,35.59999999999934,1.098000000000662,0.24773913043478335
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.6,0.2,33.517,32.599999999999405,0.9170000000005967,0.23986956521739164
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.7,0.05,42.594,41.59999999999922,0.9940000000007785,0.2552222222222219
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.7,0.1,40.596,39.59999999999925,0.9960000000007494,0.25533333333333336
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.7,0.2,36.297,35.59999999999934,0.6970000000006621,0.23872222222222217
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.8,0.05,46.078,45.40000000000084,0.6779999999991633,0.25650000000000006
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.8,0.1,44.1,43.40000000000081,0.6999999999991924,0.25833333333333336
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.8,0.2,38.98,38.40000000000072,0.5799999999992796,0.248333333333333
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.9,0.05,50.558,50.19999999999932,0.35800000000067667,0.2596666666666663
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.9,0.1,47.534,47.19999999999947,0.33400000000053115,0.25566666666666615
SDS_PE_16_CIENTIFICA,Cargo 6,MULTIPLA_5,0.9,0.2,42.534,42.19999999999975,0.33400000000025465,0.2556666666666663
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.5,0.05,33.954,34.0,-0.046,0.19846666666666493
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.5,0.1,32.861,33.0,-0.139,0.195366666666665
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.5,0.2,29.893,30.0,-0.107,0.19643333333333163
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.6,0.05,38.924,38.80000000000002,0.12399999999997817,0.20516666666666641
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.6,0.1,36.879,36.79999999999986,0.07900000000013824,0.2032916666666666
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.6,0.2,32.742,32.79999999999949,-0.05799999999949068,0.19758333333333325
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.7,0.05,42.626,42.599999999999206,0.02600000000079308,0.20144444444444476
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.7,0.1,40.637,40.599999999999234,0.03700000000076398,0.20205555555555596
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.7,0.2,36.57,36.59999999999932,-0.02999999999931606,0.19833333333333328
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.8,0.05,47.45,47.400000000000865,0.04999999999913416,0.20416666666666627
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.8,0.1,45.416,45.40000000000084,0.015999999999163263,0.2013333333333333
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.8,0.2,40.421,40.40000000000076,0.0209999999992433,0.2017500000000001
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.9,0.05,52.284,52.199999999999235,0.08400000000076398,0.21399999999999939
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.9,0.1,49.201,49.19999999999938,0.0010000000006257323,0.20016666666666608
SDS_PE_16_CIENTIFICA,Cargo 7,MULTIPLA_5,0.9,0.2,44.212,44.199999999999626,0.012000000000371073,0.20199999999999962
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.5,0.05,35.453,33.79999999999959,1.6530000000004075,0.2570000000000015
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.5,0.1,34.346,32.79999999999949,1.5460000000005094,0.2533103448275873
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.5,0.2,31.022,29.79999999999951,1.2220000000004911,0.2421379310344835
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.6,0.05,39.375,37.79999999999994,1.5750000000000581,0.2656249999999997
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.6,0.1,37.21,35.79999999999978,1.4100000000002255,0.2587499999999997
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.6,0.2,33.898,32.79999999999949,1.0980000000005092,0.2457500000000002
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.7,0.05,42.921,41.59999999999922,1.3210000000007784,0.2733888888888888
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.7,0.1,40.768,39.59999999999925,1.1680000000007493,0.2648888888888889
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.7,0.2,36.583,35.59999999999934,0.9830000000006621,0.2546111111111113
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.8,0.05,47.475,46.40000000000085,1.0749999999991486,0.28958333333333314
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.8,0.1,45.353,44.40000000000082,0.9529999999991778,0.2794166666666663
SDS_PE_16_CIENTIFICA,Cargo 8,MULTIPLA_5,0.8,0.2,40.15,39.400000000000745,0.7499999999992578,0.2624999999999998
