Concurso,Cargo,Grupo,Conhecimento,Erro,Media_Tecnica,Media_Aleatoria,Ganho_Medio
FUB_22,Cargo 12,CERTO_ERRADO,0.8,0.05,44.746,43.0,1.746
FUB_22,Cargo 12,CERTO_ERRADO,0.8,0.1,40.334,39.0,1.334
FUB_22,Cargo 12,CERTO_ERRADO,0.8,0.2,29.83,29.0,0.83
FUB_22,Cargo 12,CERTO_ERRADO,0.9,0.05,49.822,49.0,0.822
FUB_22,Cargo 12,CERTO_ERRADO,0.9,0.1,43.608,43.0,0.608
FUB_22,Cargo 12,CERTO_ERRADO,0.9,0.2,33.45,33.0,0.45
FUB_22,Cargo 13,CERTO_ERRADO,0.5,0.05,26.008,27.0,-0.992
FUB_22,Cargo 13,CERTO_ERRADO,0.5,0.1,24.774,25.0,-0.226
FUB_22,Cargo 13,CERTO_ERRADO,0.5,0.2,18.794,19.0,-0.206
FUB_22,Cargo 13,CERTO_ERRADO,0.6,0.05,30.864,32.0,-1.136
FUB_22,Cargo 13,CERTO_ERRADO,0.6,0.1,27.222,28.0,-0.778
FUB_22,Cargo 13,CERTO_ERRADO,0.6,0.2,21.758,22.0,-0.242
FUB_22,Cargo 13,CERTO_ERRADO,0.7,0.05,35.268,36.0,-0.732
FUB_22,Cargo 13,CERTO_ERRADO,0.7,0.1,31.814,32.0,-0.186
FUB_22,Cargo 13,CERTO_ERRADO,0.7,0.2,23.998,24.0,-0.002
FUB_22,Cargo 13,CERTO_ERRADO,0.8,0.05,41.186,42.0,-0.814
FUB_22,Cargo 13,CERTO_ERRADO,0.8,0.1,37.432,38.0,-0.568
FUB_22,Cargo 13,CERTO_ERRADO,0.8,0.2,27.938,28.0,-0.062
FUB_22,Cargo 13,CERTO_ERRADO,0.9,0.05,47.37,48.0,-0.63
FUB_22,Cargo 13,CERTO_ERRADO,0.9,0.1,41.732,42.0,-0.268
FUB_22,Cargo 13,CERTO_ERRADO,0.9,0.2,32.072,32.0,0.072
FUB_22,Cargo 14,CERTO_ERRADO,0.5,0.05,28.57,27.0,1.57
FUB_22,Cargo 14,CERTO_ERRADO,0.5,0.1,26.454,25.0,1.454
FUB_22,Cargo 14,CERTO_ERRADO,0.5,0.2,20.068,19.0,1.068
FUB_22,Cargo 14,CERTO_ERRADO,0.6,0.05,33.502,32.0,1.502
FUB_22,Cargo 14,CERTO_ERRADO,0.6,0.1,29.19,28.0,1.19
FUB_22,Cargo 14,CERTO_ERRADO,0.6,0.2,23.122,22.0,1.122
FUB_22,Cargo 14,CERTO_ERRADO,0.7,0.05,37.22,36.0,1.22
FUB_22,Cargo 14,CERTO_ERRADO,0.7,0.1,33.12,32.0,1.12
FUB_22,Cargo 14,CERTO_ERRADO,0.7,0.2,24.936,24.0,0.936
FUB_22,Cargo 14,CERTO_ERRADO,0.8,0.05,42.836,42.0,0.836
FUB_22,Cargo 14,CERTO_ERRADO,0.8,0.1,38.836,38.0,0.836
FUB_22,Cargo 14,CERTO_ERRADO,0.8,0.2,28.646,28.0,0.646
FUB_22,Cargo 14,CERTO_ERRADO,0.9,0.05,48.584,48.0,0.584
FUB_22,Cargo 14,CERTO_ERRADO,0.9,0.1,42.462,42.0,0.462
FUB_22,Cargo 14,CERTO_ERRADO,0.9,0.2,32.216,32.0,0.216
FUB_22,Cargo 16,CERTO_ERRADO,0.5,0.05,28.816,28.0,0.816
FUB_22,Cargo 16,CERTO_ERRADO,0.5,0.1,24.428,24.0,0.428
FUB_22,Cargo 16,CERTO_ERRADO,0.5,0.2,18.56,18.0,0.56
FUB_22,Cargo 16,CERTO_ERRADO,0.6,0.05,34.55,34.0,0.55
FUB_22,Cargo 16,CERTO_ERRADO,0.6,0.1,30.312,30.0,0.312
FUB_22,Cargo 16,CERTO_ERRADO,0.6,0.2,22.438,22.0,0.438
FUB_22,Cargo 16,CERTO_ERRADO,0.7,0.05,38.142,38.0,0.142
FUB_22,Cargo 16,CERTO_ERRADO,0.7,0.1,34.548,34.0,0.548
FUB_22,Cargo 16,CERTO_ERRADO,0.7,0.2,26.394,26.0,0.394
FUB_22,Cargo 16,CERTO_ERRADO,0.8,0.05,44.14,44.0,0.14
FUB_22,Cargo 16,CERTO_ERRADO,0.8,0.1,40.23,40.0,0.23
FUB_22,Cargo 16,CERTO_ERRADO,0.8,0.2,30.4,30.0,0.4
FUB_22,Cargo 16,CERTO_ERRADO,0.9,0.05,49.92,50.0,-0.08
FUB_22,Cargo 16,CERTO_ERRADO,0.9,0.1,44.052,44.0,0.052
FUB_22,Cargo 16,CERTO_ERRADO,0.9,0.2,34.102,34.0,0.102
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.5,0.05,47.206,48.0,-0.794
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.5,0.1,45.252,46.0,-0.748
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.5,0.2,41.198,42.0,-0.802
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.6,0.05,53.201,54.0,-0.799
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.6,0.1,51.206,52.0,-0.794
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.6,0.2,46.286,47.0,-0.714
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.7,0.05,59.305,60.0,-0.695
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.7,0.1,56.497,57.0,-0.503
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.7,0.2,50.427,51.0,-0.573
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.8,0.05,64.488,65.0,-0.512
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.8,0.1,61.597,62.0,-0.403
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.8,0.2,55.673,56.0,-0.327
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.9,0.05,70.741,71.0,-0.259
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.9,0.1,66.75,67.0,-0.25
PREF_BOA_VISTA_23_GUARDA,Cargo 1,MULTIPLA_4,0.9,0.2,59.8,60.0,-0.2
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.5,0.05,33.675,32.599999999999405,1.0750000000005966
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.5,0.1,32.484,31.599999999999433,0.8840000000005676
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.5,0.2,29.317,28.599999999999522,0.7170000000004766
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.6,0.05,37.602,36.59999999999932,1.002000000000684
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.6,0.1,35.431,34.59999999999936,0.8310000000006403
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.6,0.2,32.324,31.599999999999433,0.7240000000005675
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.7,0.05,42.393,41.40000000000078,0.9929999999992215
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.7,0.1,40.202,39.400000000000745,0.8019999999992579
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.7,0.2,36.041,35.40000000000066,0.6409999999993379
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.8,0.05,45.087,44.40000000000082,0.6869999999991778
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.8,0.1,43.03,42.400000000000794,0.629999999999207
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.8,0.2,38.826,38.40000000000072,0.4259999999992797
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.9,0.05,49.699,49.19999999999938,0.4990000000006257
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.9,0.1,46.632,46.19999999999952,0.4320000000004802
SEFAZ_AC_23,Cargo 1,MULTIPLA_5,0.9,0.2,41.465,41.19999999999981,0.2650000000001892
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.5,0.05,24.24,23.0,1.24
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.5,0.1,23.053,22.0,1.053
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.5,0.2,20.808,20.0,0.808
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.6,0.05,27.4,26.200000000000458,1.1999999999995417
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.6,0.1,26.318,25.200000000000447,1.1179999999995525
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.6,0.2,24.048,23.200000000000426,0.8479999999995743
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.7,0.05,30.54,29.400000000000503,1.1399999999994979
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.7,0.1,29.341,28.400000000000468,0.9409999999995307
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.7,0.2,26.136,25.40000000000035,0.7359999999996507
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.8,0.05,33.504,32.599999999999405,0.9040000000005967
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.8,0.1,31.364,30.59999999999946,0.7640000000005385
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.8,0.2,28.181,27.59999999999956,0.5810000000004402
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.9,0.05,36.374,35.79999999999978,0.5740000000002256
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.9,0.1,34.274,33.79999999999959,0.47400000000040743
SEFAZ_AC_23,Cargo 2,MULTIPLA_5,0.9,0.2,30.079,29.79999999999951,0.27900000000049113
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.5,0.05,23.357,23.0,0.357
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.5,0.1,22.344,22.0,0.344
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.5,0.2,20.386,20.0,0.386
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.6,0.05,26.434,26.200000000000458,0.2339999999995416
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.6,0.1,25.515,25.200000000000447,0.3149999999995525
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.6,0.2,23.554,23.200000000000426,0.3539999999995744
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.7,0.05,29.545,29.400000000000503,0.14499999999949795
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.7,0.1,28.57,28.400000000000468,0.1699999999995307
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.7,0.2,25.664,25.40000000000035,0.26399999999965074
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.8,0.05,32.602,32.599999999999405,0.0020000000005966287
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.8,0.1,30.712,30.59999999999946,0.11200000000053842
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.8,0.2,27.771,27.59999999999956,0.1710000000004402
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.9,0.05,35.724,35.79999999999978,-0.07599999999977444
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.9,0.1,33.794,33.79999999999959,-0.0059999999995925465
SEFAZ_AC_23,Cargo 3,MULTIPLA_5,0.9,0.2,29.873,29.79999999999951,0.07300000000049113
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.5,0.05,22.419,21.799999999999596,0.6190000000004038
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.5,0.1,21.371,20.79999999999961,0.5710000000003893
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.5,0.2,19.197,18.799999999999645,0.3970000000003529
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.6,0.05,24.47,24.0,0.47
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.6,0.1,23.41,23.0,0.41
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.6,0.2,21.379,21.0,0.379
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.7,0.05,26.87,26.400000000000393,0.4699999999996071
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.7,0.1,25.711,25.40000000000035,0.3109999999996508
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.7,0.2,22.724,22.400000000000205,0.3239999999997963
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.8,0.05,29.956,29.59999999999949,0.3560000000005093
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.8,0.1,28.864,28.599999999999522,0.2640000000004766
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.8,0.2,25.815,25.59999999999964,0.21500000000036015
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.9,0.05,32.949,32.79999999999949,0.1490000000005093
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.9,0.1,30.932,30.799999999999503,0.1320000000004984
SEFAZ_AC_23,Cargo 4,MULTIPLA_5,0.9,0.2,27.881,27.799999999999528,0.08100000000047294
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.5,0.05,47.076,44.0,3.076
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.5,0.1,42.922,40.0,2.922
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.5,0.2,31.742,30.0,1.742
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.6,0.05,56.062,53.0,3.062
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.6,0.1,49.314,47.0,2.314
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.6,0.2,36.746,35.0,1.746
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.7,0.05,63.446,61.0,2.446
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.7,0.1,57.178,55.0,2.178
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.7,0.2,42.19,41.0,1.19
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.8,0.05,72.042,70.0,2.042
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.8,0.1,63.608,62.0,1.608
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.8,0.2,46.848,46.0,0.848
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.9,0.05,79.15,78.0,1.15
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.9,0.1,70.896,70.0,0.896
PETROBRAS_23_NTJ,Cargo 1,CERTO_ERRADO,0.9,0.2,52.666,52.0,0.666
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.5,0.05,45.52,44.0,1.52
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.5,0.1,41.012,40.0,1.012
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.5,0.2,30.842,30.0,0.842
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.6,0.05,55.178,54.0,1.178
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.6,0.1,49.016,48.0,1.016
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.6,0.2,36.83,36.0,0.83
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.7,0.05,61.552,61.0,0.552
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.7,0.1,55.778,55.0,0.778
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.7,0.2,41.652,41.0,0.652
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.8,0.05,71.222,71.0,0.222
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.8,0.1,63.684,63.0,0.684
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.8,0.2,47.428,47.0,0.428
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.9,0.05,79.28,79.0,0.28
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.9,0.1,71.152,71.0,0.152
DPDF_20_ANALISTA,Cargo 1,CERTO_ERRADO,0.9,0.2,53.262,53.0,0.262
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.5,0.05,27.206,27.0,0.206
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.5,0.1,24.894,25.0,-0.106
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.5,0.2,18.998,19.0,-0.002
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.6,0.05,32.778,33.0,-0.222
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.6,0.1,29.236,29.0,0.236
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.6,0.2,21.5,21.0,0.5
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.7,0.05,36.858,37.0,-0.142
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.7,0.1,33.088,33.0,0.088
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.7,0.2,25.008,25.0,0.008
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.8,0.05,42.732,43.0,-0.268
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.8,0.1,38.918,39.0,-0.082
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.8,0.2,29.148,29.0,0.148
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.9,0.05,48.822,49.0,-0.178
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.9,0.1,42.9,43.0,-0.1
DPDF_20_ANALISTA,Cargo 2,CERTO_ERRADO,0.9,0.2,32.93,33.0,-0.07
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.5,0.05,29.86,27.0,2.86
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.5,0.1,27.244,25.0,2.244
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.5,0.2,20.798,19.0,1.798
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.6,0.05,35.754,33.0,2.754
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.6,0.1,31.028,29.0,2.028
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.6,0.2,22.206,21.0,1.206
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.7,0.05,39.182,37.0,2.182
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.7,0.1,34.384,33.0,1.384
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.7,0.2,26.208,25.0,1.208
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.8,0.05,44.63,43.0,1.63
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.8,0.1,40.438,39.0,1.438
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.8,0.2,29.82,29.0,0.82
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.9,0.05,50.12,49.0,1.12
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.9,0.1,43.708,43.0,0.708
DPDF_20_ANALISTA,Cargo 3,CERTO_ERRADO,0.9,0.2,33.404,33.0,0.404
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.5,0.05,29.602,27.0,2.602
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.5,0.1,27.264,25.0,2.264
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.5,0.2,20.56,19.0,1.56
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.6,0.05,34.588,32.0,2.588
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.6,0.1,30.072,28.0,2.072
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.6,0.2,23.278,22.0,1.278
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.7,0.05,38.196,36.0,2.196
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.7,0.1,33.678,32.0,1.678
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.7,0.2,25.216,24.0,1.216
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.8,0.05,43.702,42.0,1.702
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.8,0.1,39.402,38.0,1.402
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.8,0.2,28.828,28.0,0.828
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.9,0.05,49.108,48.0,1.108
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.9,0.1,42.758,42.0,0.758
DPDF_20_ANALISTA,Cargo 4,CERTO_ERRADO,0.9,0.2,32.504,32.0,0.504
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.5,0.05,30.462,28.0,2.462
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.5,0.1,26.088,24.0,2.088
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.5,0.2,19.37,18.0,1.37
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.6,0.05,36.344,34.0,2.344
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.6,0.1,31.64,30.0,1.64
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.6,0.2,23.27,22.0,1.27
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.7,0.05,39.768,38.0,1.768
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.7,0.1,35.652,34.0,1.652
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.7,0.2,27.004,26.0,1.004
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.8,0.05,45.434,44.0,1.434
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.8,0.1,41.282,40.0,1.282
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.8,0.2,30.7,30.0,0.7
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.9,0.05,50.964,50.0,0.964
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.9,0.1,44.576,44.0,0.576
DPDF_20_ANALISTA,Cargo 5,CERTO_ERRADO,0.9,0.2,34.342,34.0,0.342
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.5,0.05,30.444,28.0,2.444
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.5,0.1,25.856,24.0,1.856
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.5,0.2,19.39,18.0,1.39
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.6,0.05,36.494,34.0,2.494
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.6,0.1,31.878,30.0,1.878
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.6,0.2,23.226,22.0,1.226
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.7,0.05,39.956,38.0,1.956
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.7,0.1,35.52,34.0,1.52
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.7,0.2,27.128,26.0,1.128
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.8,0.05,45.444,44.0,1.444
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.8,0.1,41.236,40.0,1.236
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.8,0.2,30.664,30.0,0.664
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.9,0.05,50.934,50.0,0.934
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.9,0.1,44.624,44.0,0.624
DPDF_20_ANALISTA,Cargo 6,CERTO_ERRADO,0.9,0.2,34.574,34.0,0.574
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.5,0.05,21.908,27.0,-5.092
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.5,0.1,20.642,25.0,-4.358
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.5,0.2,15.656,19.0,-3.344
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.6,0.05,28.516,33.0,-4.484
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.6,0.1,25.542,29.0,-3.458
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.6,0.2,18.336,21.0,-2.664
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.7,0.05,33.354,37.0,-3.646
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.7,0.1,30.0,33.0,-3.0
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.7,0.2,22.878,25.0,-2.122
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.8,0.05,40.462,43.0,-2.538
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.8,0.1,36.726,39.0,-2.274
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.8,0.2,27.4,29.0,-1.6
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.9,0.05,47.488,49.0,-1.512
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.9,0.1,41.742,43.0,-1.258
DPDF_20_ANALISTA,Cargo 7,CERTO_ERRADO,0.9,0.2,32.272,33.0,-0.728
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.5,0.05,28.642,28.0,0.642
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.5,0.1,24.58,24.0,0.58
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.5,0.2,18.554,18.0,0.554
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.6,0.05,34.514,34.0,0.514
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.6,0.1,30.622,30.0,0.622
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.6,0.2,22.662,22.0,0.662
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.7,0.05,38.566,38.0,0.566
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.7,0.1,34.544,34.0,0.544
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.7,0.2,26.276,26.0,0.276
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.8,0.05,43.99,44.0,-0.01
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.8,0.1,40.26,40.0,0.26
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.8,0.2,30.364,30.0,0.364
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.9,0.05,49.938,50.0,-0.062
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.9,0.1,44.088,44.0,0.088
DPDF_20_ANALISTA,Cargo 8,CERTO_ERRADO,0.9,0.2,34.218,34.0,0.218
DPDF_20_ANALISTA,Cargo 9,CERTO_ERRADO,0.5,0.05,30.746,28.0,2.746
DPDF_20_ANALISTA,Cargo 9,CERTO_ERRADO,0.5,0.1,26.232,24.0,2.232
DPDF_20_ANALISTA,Cargo 9,CERTO_ERRADO,0.5,0.2,19.35,18.0,1.35
DPDF_20_ANALISTA,Cargo 9,CERTO_ERRADO,0.6,0.05,36.54,34.0,2.54
DPDF_20_ANALISTA,Cargo 9,CERTO_ERRADO,0.6,0.1,32.068,30.0,2.068
DPDF_20_ANALISTA,Cargo 9,CERTO_ERRADO,0.6,0.2,23.328,22.0,1.328
