simulacao_id,letra_chutada,nota_liquida,acertos,erros
10661,C,47,71,24
10662,C,41,68,27
10663,C,47,71,24
10664,C,47,71,24
10665,C,41,68,27
10666,C,43,69,26
10667,C,51,73,22
10668,C,47,71,24
10669,C,41,68,27
10670,C,45,70,25
10671,E,59,77,18
10672,C,47,71,24
10673,C,43,69,26
10674,C,35,65,30
10675,C,45,70,25
10676,C,43,69,26
10677,C,35,65,30
10678,C,51,73,22
10679,C,51,73,22
10680,C,47,71,24
10681,C,43,69,26
10682,C,43,69,26
10683,C,43,69,26
10684,C,47,71,24
10685,C,45,70,25
10686,C,45,70,25
10687,C,43,69,26
10688,C,49,72,23
10689,E,55,75,20
10690,C,53,74,21
10691,C,41,68,27
10692,C,41,68,27
10693,C,39,67,28
10694,C,45,70,25
10695,C,43,69,26
10696,C,45,70,25
10697,C,45,70,25
10698,C,45,70,25
10699,E,49,72,23
10700,C,45,70,25
10701,C,47,71,24
10702,C,43,69,26
10703,C,43,69,26
10704,C,41,68,27
10705,C,39,67,28
10706,C,45,70,25
10707,C,49,72,23
10708,E,59,77,18
10709,C,43,69,26
10710,C,45,70,25
10711,C,47,71,24
10712,C,41,68,27
10713,E,57,76,19
10714,C,41,68,27
10715,C,43,69,26
10716,C,43,69,26
10717,C,45,70,25
10718,C,43,69,26
10719,C,49,72,23
10720,C,43,69,26
10721,C,45,70,25
10722,C,39,67,28
10723,C,41,68,27
10724,C,39,67,28
10725,C,55,75,20
10726,C,35,65,30
10727,C,47,71,24
10728,C,33,64,31
10729,C,43,69,26
10730,C,39,67,28
10731,C,43,69,26
10732,C,41,68,27
10733,C,45,70,25
10734,E,55,75,20
10735,C,39,67,28
10736,E,55,75,20
10737,C,49,72,23
10738,E,55,75,20
10739,C,45,70,25
10740,C,43,69,26
10741,C,45,70,25
10742,C,43,69,26
10743,C,47,71,24
10744,C,47,71,24
10745,E,47,71,24
10746,C,45,70,25
10747,C,37,66,29
10748,C,41,68,27
10749,E,53,74,21
10750,C,49,72,23
10751,C,41,68,27
10752,C,49,72,23
10753,E,55,75,20
10754,C,39,67,28
10755,C,47,71,24
10756,C,47,71,24
10757,E,55,75,20
10758,E,51,73,22
10759,E,59,77,18
10760,C,45,70,25
10761,E,53,74,21
10762,C,45,70,25
10763,C,41,68,27
10764,C,53,74,21
10765,C,47,71,24
10766,C,51,73,22
10767,C,43,69,26
10768,C,41,68,27
10769,E,55,75,20
10770,C,45,70,25
10771,C,43,69,26
10772,E,55,75,20
10773,C,47,71,24
10774,C,39,67,28
10775,C,47,71,24
10776,C,51,73,22
10777,C,45,70,25
10778,C,37,66,29
10779,C,47,71,24
10780,C,47,71,24
10781,E,51,73,22
10782,E,55,75,20
10783,C,51,73,22
10784,C,45,70,25
10785,C,37,66,29
10786,C,53,74,21
10787,E,57,76,19
10788,C,43,69,26
10789,E,51,73,22
10790,C,47,71,24
10791,C,47,71,24
10792,C,55,75,20
10793,C,45,70,25
10794,C,43,69,26
10795,C,47,71,24
10796,C,53,74,21
10797,C,41,68,27
10798,C,45,70,25
10799,C,47,71,24
10800,C,47,71,24
10801,C,45,70,25
10802,C,47,71,24
10803,C,51,73,22
10804,C,45,70,25
10805,C,45,70,25
10806,C,51,73,22
10807,E,57,76,19
10808,E,57,76,19
10809,C,41,68,27
10810,E,49,72,23
10811,C,45,70,25
10812,C,45,70,25
10813,E,51,73,22
10814,C,47,71,24
10815,E,55,75,20
10816,C,41,68,27
10817,E,55,75,20
10818,C,41,68,27
10819,C,41,68,27
10820,C,37,66,29
10821,C,45,70,25
10822,C,37,66,29
10823,E,55,75,20
10824,C,41,68,27
10825,E,57,76,19
10826,C,43,69,26
10827,C,47,71,24
10828,E,57,76,19
10829,C,45,70,25
10830,C,51,73,22
10831,C,53,74,21
10832,E,61,78,17
10833,E,55,75,20
10834,E,51,73,22
10835,C,45,70,25
10836,C,39,67,28
10837,C,43,69,26
10838,E,55,75,20
10839,C,45,70,25
10840,C,47,71,24
10841,C,45,70,25
10842,C,43,69,26
10843,E,63,79,16
10844,C,43,69,26
10845,E,55,75,20
10846,C,43,69,26
10847,C,47,71,24
10848,C,37,66,29
10849,C,49,72,23
10850,C,47,71,24
10851,C,41,68,27
10852,E,51,73,22
10853,C,47,71,24
10854,C,45,70,25
10855,C,49,72,23
10856,E,51,73,22
10857,C,41,68,27
10858,C,41,68,27
10859,E,53,74,21
10860,C,39,67,28
10861,C,41,68,27
10862,C,43,69,26
10863,E,55,75,20
10864,C,45,70,25
10865,C,45,70,25
10866,C,47,71,24
10867,E,49,72,23
10868,C,49,72,23
10869,C,37,66,29
10870,C,47,71,24
10871,C,45,70,25
10872,C,39,67,28
10873,C,47,71,24
10874,E,55,75,20
10875,C,43,69,26
10876,C,39,67,28
10877,C,47,71,24
10878,E,57,76,19
10879,C,43,69,26
10880,C,49,72,23
10881,C,45,70,25
10882,C,45,70,25
10883,C,37,66,29
10884,C,39,67,28
10885,C,39,67,28
10886,C,53,74,21
10887,C,47,71,24
10888,C,49,72,23
10889,C,35,65,30
10890,C,45,70,25
10891,C,45,70,25
10892,C,51,73,22
10893,C,33,64,31
10894,C,51,73,22
10895,E,51,73,22
10896,E,55,75,20
10897,C,49,72,23
10898,C,51,73,22
10899,C,53,74,21
10900,C,49,72,23
10901,C,47,71,24
10902,C,47,71,24
10903,C,45,70,25
10904,E,61,78,17
10905,C,39,67,28
10906,C,45,70,25
10907,C,43,69,26
10908,C,43,69,26
10909,C,45,70,25
10910,E,59,77,18
10911,E,57,76,19
10912,C,41,68,27
10913,C,41,68,27
10914,C,43,69,26
10915,C,47,71,24
10916,C,49,72,23
10917,E,59,77,18
10918,C,39,67,28
10919,C,43,69,26
10920,C,43,69,26
10921,E,55,75,20
10922,E,51,73,22
10923,C,45,70,25
10924,C,45,70,25
10925,C,41,68,27
10926,C,43,69,26
10927,E,59,77,18
10928,C,45,70,25
10929,E,49,72,23
10930,E,55,75,20
10931,C,39,67,28
10932,C,37,66,29
10933,C,41,68,27
10934,C,51,73,22
10935,C,47,71,24
10936,C,39,67,28
10937,C,45,70,25
10938,C,45,70,25
10939,E,47,71,24
10940,C,57,76,19
10941,C,45,70,25
10942,C,45,70,25
10943,C,45,70,25
10944,E,51,73,22
10945,E,51,73,22
10946,E,57,76,19
10947,E,53,74,21
10948,C,47,71,24
10949,C,47,71,24
10950,C,41,68,27
10951,C,45,70,25
10952,C,49,72,23
10953,C,43,69,26
10954,C,47,71,24
10955,C,45,70,25
10956,C,43,69,26
10957,C,51,73,22
10958,C,41,68,27
10959,C,39,67,28
10960,C,39,67,28
10961,C,39,67,28
10962,C,39,67,28
10963,C,45,70,25
10964,C,49,72,23
10965,C,37,66,29
10966,C,45,70,25
10967,C,47,71,24
10968,C,45,70,25
10969,C,41,68,27
10970,C,43,69,26
10971,C,45,70,25
10972,C,45,70,25
10973,E,57,76,19
10974,C,47,71,24
10975,C,43,69,26
10976,C,43,69,26
10977,C,43,69,26
10978,E,53,74,21
10979,C,41,68,27
10980,C,55,75,20
10981,E,57,76,19
10982,C,47,71,24
10983,C,49,72,23
10984,C,53,74,21
10985,E,53,74,21
10986,C,47,71,24
10987,C,45,70,25
10988,C,49,72,23
10989,C,43,69,26
10990,C,45,70,25
10991,C,49,72,23
10992,C,53,74,21
10993,E,55,75,20
10994,C,55,75,20
10995,C,43,69,26
10996,C,61,78,17
10997,E,53,74,21
10998,E,55,75,20
10999,E,55,75,20
11000,C,47,71,24
11001,E,51,73,22
11002,C,43,69,26
11003,C,41,68,27
11004,C,39,67,28
11005,C,45,70,25
11006,C,41,68,27
11007,C,45,70,25
11008,C,51,73,22
11009,C,51,73,22
11010,C,47,71,24
11011,C,45,70,25
11012,C,53,74,21
11013,C,45,70,25
11014,C,51,73,22
11015,C,49,72,23
11016,C,47,71,24
11017,E,51,73,22
11018,C,43,69,26
11019,C,41,68,27
11020,C,41,68,27
11021,C,45,70,25
11022,C,41,68,27
11023,C,43,69,26
11024,C,47,71,24
11025,E,53,74,21
11026,E,55,75,20
11027,C,45,70,25
11028,C,47,71,24
11029,C,43,69,26
11030,E,59,77,18
11031,C,43,69,26
11032,E,55,75,20
11033,C,45,70,25
11034,C,49,72,23
11035,E,57,76,19
11036,C,41,68,27
11037,C,47,71,24
11038,C,49,72,23
11039,E,57,76,19
11040,C,49,72,23
11041,C,39,67,28
11042,E,51,73,22
11043,C,37,66,29
11044,C,43,69,26
11045,C,47,71,24
11046,C,47,71,24
11047,C,45,70,25
11048,C,47,71,24
11049,C,53,74,21
11050,C,41,68,27
11051,C,43,69,26
11052,C,53,74,21
11053,C,43,69,26
11054,C,45,70,25
11055,E,59,77,18
11056,C,45,70,25
11057,C,43,69,26
11058,C,45,70,25
11059,E,51,73,22
11060,C,49,72,23
11061,C,41,68,27
11062,C,45,70,25
11063,C,51,73,22
11064,C,41,68,27
11065,C,45,70,25
11066,C,39,67,28
11067,C,43,69,26
11068,C,43,69,26
11069,C,37,66,29
11070,E,51,73,22
11071,C,43,69,26
11072,C,45,70,25
11073,E,53,74,21
11074,C,39,67,28
11075,C,51,73,22
11076,C,49,72,23
11077,C,47,71,24
11078,E,55,75,20
11079,C,43,69,26
11080,C,45,70,25
11081,E,59,77,18
11082,C,45,70,25
11083,E,55,75,20
11084,C,47,71,24
11085,C,53,74,21
11086,E,53,74,21
11087,E,57,76,19
11088,C,41,68,27
11089,C,41,68,27
11090,E,57,76,19
11091,E,49,72,23
11092,C,43,69,26
11093,C,39,67,28
11094,E,61,78,17
11095,C,41,68,27
11096,C,45,70,25
11097,C,49,72,23
11098,C,45,70,25
11099,C,41,68,27
11100,E,55,75,20
11101,C,41,68,27
11102,C,47,71,24
11103,C,37,66,29
11104,C,45,70,25
11105,C,47,71,24
11106,C,47,71,24
11107,C,33,64,31
11108,E,57,76,19
11109,E,53,74,21
11110,C,39,67,28
11111,C,51,73,22
11112,C,41,68,27
11113,C,45,70,25
11114,C,45,70,25
11115,C,53,74,21
11116,C,45,70,25
11117,C,43,69,26
11118,E,57,76,19
11119,C,49,72,23
11120,C,47,71,24
11121,C,47,71,24
11122,C,45,70,25
11123,C,49,72,23
11124,C,43,69,26
11125,C,53,74,21
11126,C,39,67,28
11127,C,39,67,28
11128,E,59,77,18
11129,C,43,69,26
11130,E,55,75,20
11131,C,49,72,23
11132,C,47,71,24
11133,C,43,69,26
11134,E,65,80,15
11135,C,41,68,27
11136,C,43,69,26
11137,C,41,68,27
11138,C,51,73,22
11139,C,41,68,27
11140,C,47,71,24
11141,C,47,71,24
11142,C,49,72,23
11143,C,43,69,26
11144,C,47,71,24
11145,C,43,69,26
11146,E,51,73,22
11147,C,37,66,29
11148,C,53,74,21
11149,C,45,70,25
11150,C,35,65,30
11151,C,43,69,26
11152,C,47,71,24
11153,C,47,71,24
11154,C,41,68,27
11155,C,37,66,29
11156,E,59,77,18
11157,E,55,75,20
11158,C,43,69,26
11159,C,35,65,30
11160,C,45,70,25
11161,C,43,69,26
11162,C,47,71,24
11163,C,47,71,24
11164,C,49,72,23
11165,C,45,70,25
11166,C,45,70,25
11167,E,51,73,22
11168,C,43,69,26
11169,C,41,68,27
11170,C,43,69,26
11171,C,33,64,31
11172,C,45,70,25
11173,E,59,77,18
11174,E,53,74,21
11175,E,53,74,21
11176,C,47,71,24
11177,C,47,71,24
11178,E,53,74,21
11179,C,43,69,26
11180,C,41,68,27
11181,E,61,78,17
11182,E,57,76,19
11183,C,41,68,27
11184,C,47,71,24
11185,E,55,75,20
11186,C,47,71,24
11187,C,45,70,25
11188,C,41,68,27
11189,C,41,68,27
11190,C,49,72,23
11191,E,51,73,22
11192,C,45,70,25
11193,C,45,70,25
11194,C,43,69,26
11195,C,47,71,24
11196,C,41,68,27
11197,C,45,70,25
11198,C,37,66,29
11199,E,55,75,20
11200,C,41,68,27
11201,C,47,71,24
11202,C,43,69,26
11203,E,59,77,18
11204,C,45,70,25
11205,E,63,79,16
11206,C,47,71,24
11207,C,43,69,26
11208,E,53,74,21
11209,C,51,73,22
11210,C,43,69,26
11211,C,49,72,23
11212,E,57,76,19
11213,C,47,71,24
11214,C,37,66,29
11215,C,47,71,24
11216,C,37,66,29
11217,C,41,68,27
11218,C,55,75,20
11219,E,51,73,22
11220,C,47,71,24
11221,C,51,73,22
11222,C,51,73,22
11223,C,45,70,25
11224,C,39,67,28
11225,C,37,66,29
11226,C,49,72,23
11227,E,57,76,19
11228,E,59,77,18
11229,C,43,69,26
11230,C,45,70,25
11231,C,49,72,23
11232,E,55,75,20
11233,E,55,75,20
11234,C,43,69,26
11235,C,49,72,23
11236,C,35,65,30
11237,E,53,74,21
11238,C,43,69,26
11239,C,41,68,27
11240,E,51,73,22
11241,C,43,69,26
11242,C,49,72,23
11243,C,45,70,25
11244,C,37,66,29
11245,C,43,69,26
11246,E,61,78,17
11247,C,39,67,28
11248,E,55,75,20
11249,C,45,70,25
11250,C,39,67,28
11251,C,43,69,26
11252,E,59,77,18
11253,C,45,70,25
11254,C,43,69,26
11255,C,41,68,27
11256,C,45,70,25
11257,C,51,73,22
11258,E,55,75,20
11259,C,45,70,25
11260,C,45,70,25
11261,C,43,69,26
11262,C,45,70,25
11263,C,43,69,26
11264,C,45,70,25
11265,C,51,73,22
11266,C,45,70,25
11267,C,43,69,26
11268,E,55,75,20
11269,C,43,69,26
11270,E,59,77,18
11271,C,49,72,23
11272,E,53,74,21
11273,E,63,79,16
11274,C,41,68,27
11275,C,39,67,28
11276,C,39,67,28
11277,C,53,74,21
11278,C,47,71,24
11279,C,49,72,23
11280,C,43,69,26
11281,C,45,70,25
11282,E,51,73,22
11283,E,61,78,17
11284,C,45,70,25
11285,C,47,71,24
11286,C,43,69,26
11287,E,55,75,20
11288,C,45,70,25
11289,C,49,72,23
11290,E,51,73,22
11291,E,59,77,18
11292,E,59,77,18
11293,C,47,71,24
11294,C,47,71,24
11295,C,47,71,24
11296,C,45,70,25
11297,C,37,66,29
11298,C,57,76,19
11299,C,39,67,28
11300,C,47,71,24
11301,C,45,70,25
11302,C,41,68,27
11303,C,45,70,25
11304,E,55,75,20
11305,C,43,69,26
11306,C,43,69,26
11307,E,57,76,19
11308,C,51,73,22
11309,C,49,72,23
11310,C,49,72,23
11311,C,55,75,20
11312,C,51,73,22
11313,C,45,70,25
11314,C,43,69,26
11315,C,39,67,28
11316,E,59,77,18
11317,C,43,69,26
11318,C,41,68,27
11319,C,41,68,27
11320,C,41,68,27
11321,C,49,72,23
11322,E,59,77,18
11323,C,47,71,24
11324,E,55,75,20
11325,C,37,66,29
11326,E,59,77,18
11327,E,51,73,22
11328,C,43,69,26
11329,C,45,70,25
11330,E,65,80,15
11331,C,47,71,24
11332,C,45,70,25
11333,C,57,76,19
11334,C,47,71,24
11335,C,47,71,24
11336,E,59,77,18
11337,E,53,74,21
11338,C,41,68,27
11339,C,49,72,23
11340,C,37,66,29
11341,C,41,68,27
11342,C,49,72,23
11343,E,57,76,19
11344,C,49,72,23
11345,C,37,66,29
11346,C,43,69,26
11347,C,41,68,27
11348,C,49,72,23
11349,E,55,75,20
11350,C,45,70,25
11351,C,45,70,25
11352,C,45,70,25
11353,C,41,68,27
11354,C,49,72,23
11355,C,37,66,29
11356,C,47,71,24
11357,C,45,70,25
11358,E,61,78,17
11359,C,39,67,28
11360,C,43,69,26
11361,C,53,74,21
11362,C,47,71,24
11363,C,47,71,24
11364,C,43,69,26
11365,C,55,75,20
11366,C,45,70,25
11367,E,55,75,20
11368,C,45,70,25
11369,C,45,70,25
11370,C,43,69,26
11371,C,43,69,26
11372,C,47,71,24
11373,C,43,69,26
11374,C,49,72,23
11375,C,41,68,27
11376,E,59,77,18
11377,C,41,68,27
11378,C,47,71,24
11379,E,59,77,18
11380,C,41,68,27
11381,C,47,71,24
11382,C,47,71,24
11383,E,57,76,19
11384,C,41,68,27
11385,C,55,75,20
11386,C,41,68,27
11387,C,47,71,24
11388,C,41,68,27
11389,E,51,73,22
11390,E,55,75,20
11391,E,57,76,19
11392,C,47,71,24
11393,E,47,71,24
11394,C,47,71,24
11395,C,49,72,23
11396,C,47,71,24
11397,C,49,72,23
11398,C,45,70,25
11399,C,37,66,29
11400,C,49,72,23
11401,C,41,68,27
11402,C,51,73,22
11403,C,49,72,23
11404,E,53,74,21
11405,E,51,73,22
11406,C,47,71,24
11407,E,57,76,19
11408,C,39,67,28
11409,C,43,69,26
11410,C,43,69,26
11411,C,47,71,24
11412,E,59,77,18
11413,C,45,70,25
11414,C,43,69,26
11415,C,43,69,26
11416,C,37,66,29
11417,C,51,73,22
11418,C,49,72,23
11419,C,49,72,23
11420,C,43,69,26
11421,E,55,75,20
11422,C,49,72,23
11423,C,51,73,22
11424,E,53,74,21
11425,C,45,70,25
11426,C,51,73,22
11427,E,55,75,20
11428,C,33,64,31
11429,C,37,66,29
11430,C,51,73,22
11431,C,43,69,26
11432,C,45,70,25
11433,C,37,66,29
11434,C,49,72,23
11435,C,41,68,27
11436,C,37,66,29
11437,E,55,75,20
11438,C,37,66,29
11439,C,47,71,24
11440,C,45,70,25
11441,C,39,67,28
11442,C,41,68,27
11443,C,47,71,24
11444,C,43,69,26
11445,C,49,72,23
11446,C,45,70,25
11447,E,55,75,20
11448,E,51,73,22
11449,C,49,72,23
11450,E,55,75,20
11451,E,55,75,20
11452,C,43,69,26
11453,C,49,72,23
11454,C,39,67,28
11455,C,41,68,27
11456,C,45,70,25
11457,C,41,68,27
11458,E,55,75,20
11459,E,53,74,21
11460,C,45,70,25
11461,E,53,74,21
11462,C,51,73,22
11463,C,45,70,25
11464,C,37,66,29
11465,C,51,73,22
11466,C,43,69,26
11467,C,45,70,25
11468,E,51,73,22
11469,C,41,68,27
11470,C,45,70,25
11471,C,43,69,26
11472,C,41,68,27
11473,E,53,74,21
11474,C,45,70,25
11475,E,59,77,18
11476,C,43,69,26
11477,C,45,70,25
11478,C,41,68,27
11479,E,51,73,22
11480,C,47,71,24
11481,C,53,74,21
11482,C,49,72,23
11483,C,45,70,25
11484,C,43,69,26
11485,E,49,72,23
11486,C,51,73,22
11487,C,47,71,24
11488,C,45,70,25
11489,C,53,74,21
11490,C,45,70,25
11491,C,41,68,27
11492,E,55,75,20
11493,E,55,75,20
11494,E,55,75,20
11495,E,51,73,22
11496,C,47,71,24
11497,C,45,70,25
11498,C,35,65,30
11499,C,45,70,25
11500,C,47,71,24
11501,C,43,69,26
11502,E,53,74,21
11503,C,43,69,26
11504,C,47,71,24
11505,C,45,70,25
11506,E,55,75,20
11507,C,39,67,28
11508,C,45,70,25
11509,E,53,74,21
11510,C,45,70,25
11511,C,43,69,26
11512,C,43,69,26
11513,C,41,68,27
11514,C,37,66,29
11515,C,49,72,23
11516,C,43,69,26
11517,C,47,71,24
11518,E,61,78,17
11519,C,43,69,26
11520,C,49,72,23
11521,C,47,71,24
11522,C,49,72,23
11523,E,63,79,16
11524,C,45,70,25
11525,C,41,68,27
11526,C,45,70,25
11527,C,41,68,27
11528,C,47,71,24
11529,C,51,73,22
11530,C,53,74,21
11531,C,49,72,23
11532,E,53,74,21
11533,C,51,73,22
11534,C,37,66,29
11535,C,49,72,23
11536,E,53,74,21
11537,C,37,66,29
11538,C,55,75,20
11539,E,51,73,22
11540,C,49,72,23
11541,C,47,71,24
11542,E,57,76,19
11543,C,39,67,28
11544,E,53,74,21
11545,C,45,70,25
11546,C,41,68,27
11547,C,45,70,25
11548,C,41,68,27
11549,E,51,73,22
11550,C,45,70,25
11551,C,45,70,25
11552,C,53,74,21
11553,C,49,72,23
11554,C,45,70,25
11555,E,55,75,20
11556,C,41,68,27
11557,C,47,71,24
11558,C,35,65,30
11559,C,47,71,24
11560,C,43,69,26
11561,E,51,73,22
11562,E,55,75,20
11563,C,43,69,26
11564,C,33,64,31
11565,C,41,68,27
11566,E,55,75,20
11567,C,49,72,23
11568,C,37,66,29
11569,C,47,71,24
11570,C,53,74,21
11571,C,45,70,25
11572,E,57,76,19
11573,C,47,71,24
11574,C,49,72,23
11575,C,51,73,22
11576,C,41,68,27
11577,C,39,67,28
11578,C,39,67,28
11579,C,39,67,28
11580,C,47,71,24
11581,C,39,67,28
11582,C,47,71,24
11583,E,55,75,20
11584,C,49,72,23
11585,C,41,68,27
11586,C,51,73,22
11587,C,41,68,27
11588,C,37,66,29
11589,C,43,69,26
11590,C,51,73,22
11591,C,49,72,23
11592,C,41,68,27
11593,C,45,70,25
11594,C,49,72,23
11595,E,55,75,20
11596,C,45,70,25
11597,C,41,68,27
11598,C,43,69,26
11599,E,55,75,20
11600,C,43,69,26
11601,E,59,77,18
11602,C,37,66,29
11603,C,43,69,26
11604,E,57,76,19
11605,C,37,66,29
11606,E,59,77,18
11607,C,49,72,23
11608,C,43,69,26
11609,C,49,72,23
11610,C,41,68,27
11611,C,47,71,24
11612,E,55,75,20
11613,E,53,74,21
11614,E,55,75,20
11615,C,43,69,26
11616,C,41,68,27
11617,C,41,68,27
11618,C,41,68,27
11619,C,43,69,26
11620,C,43,69,26
11621,E,55,75,20
11622,C,47,71,24
11623,E,57,76,19
11624,C,49,72,23
11625,C,45,70,25
11626,C,49,72,23
11627,C,37,66,29
11628,C,37,66,29
11629,C,43,69,26
11630,C,39,67,28
11631,C,45,70,25
11632,C,39,67,28
11633,C,41,68,27
11634,E,63,79,16
11635,E,53,74,21
11636,C,45,70,25
11637,C,43,69,26
11638,E,59,77,18
11639,C,49,72,23
11640,C,45,70,25
11641,C,39,67,28
11642,C,39,67,28
11643,C,45,70,25
11644,C,41,68,27
11645,C,33,64,31
11646,C,53,74,21
11647,E,53,74,21
11648,C,43,69,26
11649,E,55,75,20
11650,E,57,76,19
11651,C,47,71,24
11652,C,39,67,28
11653,C,53,74,21
11654,C,51,73,22
11655,C,45,70,25
11656,C,41,68,27
11657,C,49,72,23
11658,C,53,74,21
11659,C,49,72,23
11660,C,45,70,25
11661,C,45,70,25
11662,C,39,67,28
11663,C,47,71,24
11664,C,35,65,30
11665,C,49,72,23
11666,E,51,73,22
11667,E,61,78,17
11668,C,41,68,27
11669,C,39,67,28
11670,C,47,71,24
11671,C,43,69,26
11672,C,51,73,22
11673,E,61,78,17
11674,C,45,70,25
11675,C,43,69,26
11676,C,45,70,25
11677,C,47,71,24
11678,C,33,64,31
11679,C,49,72,23
11680,C,47,71,24
11681,C,45,70,25
11682,E,57,76,19
11683,C,49,72,23
11684,C,47,71,24
11685,E,47,71,24
11686,E,53,74,21
11687,C,51,73,22
11688,C,41,68,27
11689,C,47,71,24
11690,C,41,68,27
11691,C,47,71,24
11692,C,47,71,24
11693,C,53,74,21
11694,E,55,75,20
11695,C,47,71,24
11696,C,55,75,20
11697,C,45,70,25
11698,E,57,76,19
11699,C,41,68,27
11700,E,51,73,22
11701,C,37,66,29
11702,C,49,72,23
11703,C,45,70,25
11704,C,49,72,23
11705,C,45,70,25
11706,C,45,70,25
11707,E,55,75,20
11708,C,45,70,25
11709,C,45,70,25
11710,C,49,72,23
11711,C,45,70,25
11712,E,55,75,20
11713,C,41,68,27
11714,C,51,73,22
11715,C,41,68,27
11716,C,51,73,22
11717,C,49,72,23
11718,C,47,71,24
11719,C,43,69,26
11720,C,43,69,26
11721,C,41,68,27
11722,C,37,66,29
11723,C,43,69,26
11724,C,41,68,27
11725,C,45,70,25
11726,C,47,71,24
11727,C,43,69,26
11728,E,57,76,19
11729,E,55,75,20
11730,E,57,76,19
11731,C,49,72,23
11732,C,45,70,25
11733,C,43,69,26
11734,C,45,70,25
11735,C,45,70,25
11736,C,43,69,26
11737,C,43,69,26
11738,C,47,71,24
11739,C,43,69,26
11740,C,39,67,28
11741,C,37,66,29
11742,E,51,73,22
11743,E,51,73,22
11744,C,43,69,26
11745,C,43,69,26
11746,C,51,73,22
11747,C,37,66,29
11748,C,45,70,25
11749,E,51,73,22
11750,C,51,73,22
11751,C,43,69,26
11752,C,43,69,26
11753,C,45,70,25
11754,C,43,69,26
11755,C,47,71,24
11756,C,47,71,24
11757,C,43,69,26
11758,C,47,71,24
11759,C,51,73,22
11760,E,51,73,22
11761,C,41,68,27
11762,C,49,72,23
11763,C,45,70,25
11764,C,47,71,24
11765,C,45,70,25
11766,C,43,69,26
11767,C,47,71,24
11768,C,39,67,28
11769,C,41,68,27
11770,E,55,75,20
11771,C,41,68,27
11772,E,61,78,17
11773,C,49,72,23
11774,C,47,71,24
11775,C,45,70,25
11776,C,47,71,24
11777,E,55,75,20
11778,C,53,74,21
11779,C,41,68,27
11780,E,55,75,20
11781,E,51,73,22
11782,E,57,76,19
11783,E,57,76,19
11784,C,41,68,27
11785,E,55,75,20
11786,C,47,71,24
11787,C,51,73,22
11788,E,59,77,18
11789,C,43,69,26
11790,C,35,65,30
11791,C,49,72,23
11792,C,53,74,21
11793,C,43,69,26
11794,C,37,66,29
11795,C,43,69,26
11796,C,47,71,24
11797,C,51,73,22
11798,C,41,68,27
11799,C,43,69,26
11800,C,41,68,27
11801,C,47,71,24
11802,C,49,72,23
11803,C,45,70,25
11804,C,41,68,27
11805,C,37,66,29
11806,C,41,68,27
11807,C,37,66,29
11808,C,47,71,24
11809,C,41,68,27
11810,C,51,73,22
11811,C,45,70,25
11812,C,41,68,27
11813,C,37,66,29
11814,C,51,73,22
11815,C,45,70,25
11816,C,43,69,26
11817,C,43,69,26
11818,C,45,70,25
11819,C,47,71,24
11820,C,41,68,27
11821,C,43,69,26
11822,C,45,70,25
11823,C,41,68,27
11824,C,39,67,28
11825,C,43,69,26
11826,C,45,70,25
11827,C,41,68,27
11828,C,41,68,27
11829,C,41,68,27
11830,C,45,70,25
11831,C,43,69,26
11832,E,53,74,21
11833,C,49,72,23
11834,C,49,72,23
11835,C,49,72,23
11836,C,43,69,26
11837,C,53,74,21
11838,C,45,70,25
11839,C,47,71,24
11840,C,45,70,25
11841,C,41,68,27
11842,C,41,68,27
11843,C,51,73,22
11844,C,47,71,24
11845,E,51,73,22
11846,C,45,70,25
11847,C,41,68,27
11848,C,37,66,29
11849,E,53,74,21
11850,C,45,70,25
11851,C,49,72,23
11852,E,57,76,19
11853,C,45,70,25
11854,C,41,68,27
11855,C,45,70,25
11856,C,41,68,27
11857,C,55,75,20
11858,C,41,68,27
11859,C,41,68,27
11860,C,35,65,30
11861,E,57,76,19
11862,C,45,70,25
11863,C,53,74,21
11864,E,53,74,21
11865,C,41,68,27
11866,C,47,71,24
11867,C,41,68,27
11868,E,51,73,22
11869,C,43,69,26
11870,C,47,71,24
11871,C,45,70,25
11872,C,43,69,26
11873,E,53,74,21
11874,E,51,73,22
11875,E,53,74,21
11876,C,51,73,22
11877,E,57,76,19
11878,C,49,72,23
11879,C,47,71,24
11880,C,45,70,25
11881,C,37,66,29
11882,C,47,71,24
11883,C,43,69,26
11884,C,47,71,24
11885,C,35,65,30
11886,C,53,74,21
11887,C,43,69,26
11888,C,47,71,24
11889,C,47,71,24
11890,E,59,77,18
11891,C,43,69,26
11892,E,47,71,24
11893,C,47,71,24
11894,C,39,67,28
11895,C,47,71,24
11896,E,55,75,20
11897,C,41,68,27
11898,E,57,76,19
11899,C,49,72,23
11900,C,43,69,26
11901,C,47,71,24
11902,C,43,69,26
11903,E,61,78,17
11904,C,49,72,23
11905,C,45,70,25
11906,C,45,70,25
11907,C,43,69,26
11908,C,57,76,19
11909,C,41,68,27
11910,E,51,73,22
11911,C,41,68,27
11912,C,43,69,26
11913,C,49,72,23
11914,C,47,71,24
11915,C,41,68,27
11916,C,37,66,29
11917,C,53,74,21
11918,C,49,72,23
11919,C,43,69,26
11920,C,47,71,24
11921,E,55,75,20
11922,C,49,72,23
11923,C,45,70,25
11924,C,39,67,28
11925,C,45,70,25
11926,C,47,71,24
11927,E,59,77,18
11928,C,43,69,26
11929,C,49,72,23
11930,C,43,69,26
