simulacao_id,letra_chutada,nota_liquida,acertos,erros
35841,C,45,70,25
35842,C,49,72,23
35843,C,45,70,25
35844,C,43,69,26
35845,C,47,71,24
35846,C,33,64,31
35847,C,43,69,26
35848,C,43,69,26
35849,C,49,72,23
35850,C,39,67,28
35851,C,49,72,23
35852,C,41,68,27
35853,C,51,73,22
35854,C,37,66,29
35855,C,37,66,29
35856,E,55,75,20
35857,C,41,68,27
35858,C,47,71,24
35859,C,45,70,25
35860,C,45,70,25
35861,C,47,71,24
35862,C,47,71,24
35863,C,51,73,22
35864,C,51,73,22
35865,C,39,67,28
35866,C,43,69,26
35867,E,55,75,20
35868,C,45,70,25
35869,C,47,71,24
35870,C,53,74,21
35871,C,37,66,29
35872,C,41,68,27
35873,C,45,70,25
35874,C,45,70,25
35875,C,43,69,26
35876,C,37,66,29
35877,E,55,75,20
35878,E,51,73,22
35879,C,43,69,26
35880,C,41,68,27
35881,C,39,67,28
35882,C,49,72,23
35883,C,43,69,26
35884,C,43,69,26
35885,C,47,71,24
35886,C,37,66,29
35887,C,45,70,25
35888,E,55,75,20
35889,C,51,73,22
35890,E,55,75,20
35891,E,59,77,18
35892,C,47,71,24
35893,C,51,73,22
35894,C,49,72,23
35895,C,47,71,24
35896,C,49,72,23
35897,C,45,70,25
35898,C,47,71,24
35899,E,53,74,21
35900,E,55,75,20
35901,C,41,68,27
35902,C,39,67,28
35903,C,47,71,24
35904,E,53,74,21
35905,C,45,70,25
35906,C,39,67,28
35907,E,59,77,18
35908,E,47,71,24
35909,E,57,76,19
35910,C,45,70,25
35911,C,47,71,24
35912,C,49,72,23
35913,C,43,69,26
35914,C,45,70,25
35915,C,49,72,23
35916,C,41,68,27
35917,C,47,71,24
35918,E,53,74,21
35919,E,57,76,19
35920,C,45,70,25
35921,C,47,71,24
35922,E,59,77,18
35923,C,47,71,24
35924,C,51,73,22
35925,E,51,73,22
35926,C,39,67,28
35927,E,55,75,20
35928,C,41,68,27
35929,C,53,74,21
35930,C,49,72,23
35931,C,45,70,25
35932,C,41,68,27
35933,C,51,73,22
35934,C,45,70,25
35935,C,47,71,24
35936,C,37,66,29
35937,C,41,68,27
35938,C,57,76,19
35939,C,45,70,25
35940,E,53,74,21
35941,C,53,74,21
35942,C,45,70,25
35943,C,51,73,22
35944,E,59,77,18
35945,C,43,69,26
35946,C,41,68,27
35947,C,51,73,22
35948,C,47,71,24
35949,E,51,73,22
35950,C,41,68,27
35951,C,43,69,26
35952,C,41,68,27
35953,C,43,69,26
35954,C,47,71,24
35955,C,49,72,23
35956,C,41,68,27
35957,E,51,73,22
35958,C,41,68,27
35959,C,39,67,28
35960,E,59,77,18
35961,C,41,68,27
35962,C,49,72,23
35963,E,59,77,18
35964,E,47,71,24
35965,E,57,76,19
35966,E,47,71,24
35967,C,47,71,24
35968,E,53,74,21
35969,E,57,76,19
35970,C,47,71,24
35971,C,53,74,21
35972,C,49,72,23
35973,E,57,76,19
35974,C,51,73,22
35975,C,45,70,25
35976,C,45,70,25
35977,C,43,69,26
35978,C,47,71,24
35979,C,49,72,23
35980,C,43,69,26
35981,C,43,69,26
35982,C,41,68,27
35983,E,57,76,19
35984,C,47,71,24
35985,E,53,74,21
35986,C,45,70,25
35987,C,47,71,24
35988,C,43,69,26
35989,C,39,67,28
35990,C,43,69,26
35991,C,43,69,26
35992,C,45,70,25
35993,C,43,69,26
35994,C,47,71,24
35995,C,43,69,26
35996,C,47,71,24
35997,C,43,69,26
35998,C,45,70,25
35999,C,37,66,29
36000,C,43,69,26
36001,E,55,75,20
36002,C,49,72,23
36003,C,41,68,27
36004,C,45,70,25
36005,C,49,72,23
36006,C,43,69,26
36007,C,43,69,26
36008,C,37,66,29
36009,C,49,72,23
36010,E,57,76,19
36011,E,59,77,18
36012,C,43,69,26
36013,C,47,71,24
36014,E,51,73,22
36015,C,45,70,25
36016,C,41,68,27
36017,E,63,79,16
36018,C,41,68,27
36019,E,61,78,17
36020,E,55,75,20
36021,C,51,73,22
36022,C,47,71,24
36023,E,55,75,20
36024,C,47,71,24
36025,C,43,69,26
36026,C,37,66,29
36027,C,41,68,27
36028,C,51,73,22
36029,C,43,69,26
36030,C,43,69,26
36031,C,47,71,24
36032,E,51,73,22
36033,C,39,67,28
36034,C,43,69,26
36035,E,51,73,22
36036,C,49,72,23
36037,E,51,73,22
36038,E,51,73,22
36039,C,51,73,22
36040,C,47,71,24
36041,C,37,66,29
36042,C,47,71,24
36043,C,53,74,21
36044,C,45,70,25
36045,C,41,68,27
36046,E,49,72,23
36047,C,45,70,25
36048,E,51,73,22
36049,C,45,70,25
36050,C,37,66,29
36051,C,49,72,23
36052,C,49,72,23
36053,C,49,72,23
36054,E,49,72,23
36055,C,43,69,26
36056,C,41,68,27
36057,C,39,67,28
36058,C,49,72,23
36059,E,53,74,21
36060,C,49,72,23
36061,C,39,67,28
36062,C,47,71,24
36063,C,45,70,25
36064,C,39,67,28
36065,C,45,70,25
36066,C,41,68,27
36067,C,45,70,25
36068,C,45,70,25
36069,E,57,76,19
36070,E,49,72,23
36071,C,49,72,23
36072,C,39,67,28
36073,C,45,70,25
36074,C,45,70,25
36075,C,45,70,25
36076,C,55,75,20
36077,C,45,70,25
36078,C,45,70,25
36079,E,57,76,19
36080,C,41,68,27
36081,C,43,69,26
36082,C,45,70,25
36083,C,47,71,24
36084,C,41,68,27
36085,C,45,70,25
36086,E,59,77,18
36087,E,51,73,22
36088,E,51,73,22
36089,C,47,71,24
36090,C,43,69,26
36091,C,43,69,26
36092,C,43,69,26
36093,E,51,73,22
36094,E,59,77,18
36095,C,49,72,23
36096,C,47,71,24
36097,C,43,69,26
36098,C,43,69,26
36099,C,47,71,24
36100,E,53,74,21
36101,C,39,67,28
36102,C,45,70,25
36103,C,45,70,25
36104,E,59,77,18
36105,C,47,71,24
36106,C,35,65,30
36107,C,45,70,25
36108,C,45,70,25
36109,C,45,70,25
36110,C,51,73,22
36111,C,49,72,23
36112,C,49,72,23
36113,C,43,69,26
36114,C,47,71,24
36115,C,47,71,24
36116,C,43,69,26
36117,C,39,67,28
36118,C,41,68,27
36119,C,45,70,25
36120,C,37,66,29
36121,C,29,62,33
36122,C,53,74,21
36123,C,41,68,27
36124,C,37,66,29
36125,C,47,71,24
36126,C,45,70,25
36127,C,37,66,29
36128,C,43,69,26
36129,C,47,71,24
36130,C,43,69,26
36131,C,43,69,26
36132,E,51,73,22
36133,C,45,70,25
36134,C,39,67,28
36135,C,45,70,25
36136,C,43,69,26
36137,C,43,69,26
36138,C,43,69,26
36139,C,49,72,23
36140,E,61,78,17
36141,C,43,69,26
36142,C,45,70,25
36143,C,39,67,28
36144,C,47,71,24
36145,C,47,71,24
36146,E,57,76,19
36147,C,47,71,24
36148,C,39,67,28
36149,C,43,69,26
36150,C,33,64,31
36151,C,47,71,24
36152,C,47,71,24
36153,C,43,69,26
36154,C,45,70,25
36155,C,45,70,25
36156,C,47,71,24
36157,C,49,72,23
36158,C,43,69,26
36159,C,47,71,24
36160,C,45,70,25
36161,E,61,78,17
36162,E,57,76,19
36163,E,51,73,22
36164,C,49,72,23
36165,C,43,69,26
36166,C,45,70,25
36167,C,45,70,25
36168,C,39,67,28
36169,E,59,77,18
36170,C,45,70,25
36171,C,47,71,24
36172,E,53,74,21
36173,E,55,75,20
36174,C,47,71,24
36175,C,47,71,24
36176,C,45,70,25
36177,C,39,67,28
36178,C,41,68,27
36179,C,39,67,28
36180,C,39,67,28
36181,C,45,70,25
36182,E,55,75,20
36183,C,49,72,23
36184,C,45,70,25
36185,C,39,67,28
36186,C,41,68,27
36187,C,43,69,26
36188,C,41,68,27
36189,C,41,68,27
36190,C,39,67,28
36191,C,51,73,22
36192,C,45,70,25
36193,C,41,68,27
36194,C,45,70,25
36195,C,49,72,23
36196,E,61,78,17
36197,C,41,68,27
36198,C,41,68,27
36199,C,41,68,27
36200,C,43,69,26
36201,E,53,74,21
36202,C,47,71,24
36203,E,53,74,21
36204,C,49,72,23
36205,E,55,75,20
36206,C,51,73,22
36207,E,59,77,18
36208,E,49,72,23
36209,C,41,68,27
36210,C,43,69,26
36211,C,47,71,24
36212,C,45,70,25
36213,C,45,70,25
36214,E,59,77,18
36215,C,45,70,25
36216,E,51,73,22
36217,C,39,67,28
36218,E,53,74,21
36219,C,43,69,26
36220,C,41,68,27
36221,C,37,66,29
36222,C,37,66,29
36223,C,45,70,25
36224,C,43,69,26
36225,C,39,67,28
36226,E,59,77,18
36227,E,51,73,22
36228,C,47,71,24
36229,C,39,67,28
36230,C,43,69,26
36231,C,45,70,25
36232,C,39,67,28
36233,E,51,73,22
36234,C,45,70,25
36235,C,45,70,25
36236,C,41,68,27
36237,C,53,74,21
36238,E,55,75,20
36239,C,49,72,23
36240,C,45,70,25
36241,C,41,68,27
36242,C,49,72,23
36243,C,41,68,27
36244,C,45,70,25
36245,C,45,70,25
36246,C,47,71,24
36247,C,41,68,27
36248,C,45,70,25
36249,C,49,72,23
36250,C,41,68,27
36251,C,41,68,27
36252,C,45,70,25
36253,C,45,70,25
36254,C,45,70,25
36255,E,55,75,20
36256,C,45,70,25
36257,C,43,69,26
36258,E,57,76,19
36259,C,43,69,26
36260,E,55,75,20
36261,C,45,70,25
36262,C,39,67,28
36263,E,59,77,18
36264,C,47,71,24
36265,C,43,69,26
36266,C,45,70,25
36267,C,51,73,22
36268,E,53,74,21
36269,C,41,68,27
36270,C,43,69,26
36271,C,43,69,26
36272,E,59,77,18
36273,E,55,75,20
36274,E,53,74,21
36275,C,43,69,26
36276,C,41,68,27
36277,E,57,76,19
36278,C,47,71,24
36279,C,41,68,27
36280,C,53,74,21
36281,C,51,73,22
36282,C,37,66,29
36283,C,47,71,24
36284,E,55,75,20
36285,E,53,74,21
36286,C,49,72,23
36287,C,37,66,29
36288,E,57,76,19
36289,C,41,68,27
36290,E,57,76,19
36291,C,37,66,29
36292,C,49,72,23
36293,C,41,68,27
36294,C,45,70,25
36295,C,43,69,26
36296,C,47,71,24
36297,C,53,74,21
36298,C,49,72,23
36299,C,43,69,26
36300,C,45,70,25
36301,C,39,67,28
36302,C,45,70,25
36303,C,45,70,25
36304,E,53,74,21
36305,C,47,71,24
36306,E,57,76,19
36307,E,57,76,19
36308,C,41,68,27
36309,C,51,73,22
36310,E,57,76,19
36311,C,45,70,25
36312,E,53,74,21
36313,E,53,74,21
36314,C,47,71,24
36315,C,47,71,24
36316,E,49,72,23
36317,C,39,67,28
36318,E,55,75,20
36319,C,45,70,25
36320,E,57,76,19
36321,C,45,70,25
36322,C,43,69,26
36323,C,45,70,25
36324,E,53,74,21
36325,C,45,70,25
36326,C,41,68,27
36327,E,51,73,22
36328,C,53,74,21
36329,C,43,69,26
36330,C,37,66,29
36331,E,51,73,22
36332,C,43,69,26
36333,E,51,73,22
36334,C,45,70,25
36335,E,55,75,20
36336,C,43,69,26
36337,C,47,71,24
36338,E,55,75,20
36339,E,57,76,19
36340,C,53,74,21
36341,E,53,74,21
36342,E,51,73,22
36343,C,49,72,23
36344,E,53,74,21
36345,E,55,75,20
36346,C,51,73,22
36347,C,47,71,24
36348,C,37,66,29
36349,C,47,71,24
36350,C,45,70,25
36351,C,45,70,25
36352,C,51,73,22
36353,C,41,68,27
36354,C,49,72,23
36355,C,47,71,24
36356,C,43,69,26
36357,C,45,70,25
36358,C,41,68,27
36359,C,41,68,27
36360,C,45,70,25
36361,C,45,70,25
36362,C,43,69,26
36363,C,45,70,25
36364,C,43,69,26
36365,C,41,68,27
36366,E,55,75,20
36367,C,41,68,27
36368,C,51,73,22
36369,C,43,69,26
36370,E,53,74,21
36371,C,43,69,26
36372,C,49,72,23
36373,C,47,71,24
36374,C,43,69,26
36375,C,43,69,26
36376,C,45,70,25
36377,C,45,70,25
36378,C,47,71,24
36379,C,41,68,27
36380,C,45,70,25
36381,C,45,70,25
36382,C,47,71,24
36383,E,57,76,19
36384,C,47,71,24
36385,C,41,68,27
36386,C,41,68,27
36387,C,43,69,26
36388,C,49,72,23
36389,C,47,71,24
36390,C,39,67,28
36391,C,47,71,24
36392,C,41,68,27
36393,C,41,68,27
36394,C,47,71,24
36395,C,43,69,26
36396,E,51,73,22
36397,C,39,67,28
36398,C,43,69,26
36399,C,39,67,28
36400,C,35,65,30
36401,C,35,65,30
36402,C,45,70,25
36403,E,59,77,18
36404,E,53,74,21
36405,C,43,69,26
36406,C,41,68,27
36407,C,45,70,25
36408,C,49,72,23
36409,E,51,73,22
36410,C,45,70,25
36411,C,59,77,18
36412,C,39,67,28
36413,C,39,67,28
36414,C,49,72,23
36415,C,45,70,25
36416,C,53,74,21
36417,C,47,71,24
36418,C,45,70,25
36419,E,55,75,20
36420,C,43,69,26
36421,C,41,68,27
36422,E,51,73,22
36423,C,39,67,28
36424,C,41,68,27
36425,C,43,69,26
36426,E,55,75,20
36427,C,45,70,25
36428,C,43,69,26
36429,C,41,68,27
36430,E,59,77,18
36431,C,43,69,26
36432,C,49,72,23
36433,C,41,68,27
36434,C,37,66,29
36435,C,49,72,23
36436,C,39,67,28
36437,C,37,66,29
36438,E,57,76,19
36439,C,45,70,25
36440,C,47,71,24
36441,C,43,69,26
36442,C,47,71,24
36443,C,39,67,28
36444,E,55,75,20
36445,C,43,69,26
36446,E,65,80,15
36447,C,43,69,26
36448,C,51,73,22
36449,E,55,75,20
36450,C,51,73,22
36451,C,41,68,27
36452,C,51,73,22
36453,E,51,73,22
36454,E,47,71,24
36455,C,43,69,26
36456,C,47,71,24
36457,C,47,71,24
36458,C,51,73,22
36459,C,51,73,22
36460,C,43,69,26
36461,E,55,75,20
36462,C,51,73,22
36463,C,41,68,27
36464,C,41,68,27
36465,E,55,75,20
36466,C,45,70,25
36467,C,51,73,22
36468,C,43,69,26
36469,C,47,71,24
36470,C,45,70,25
36471,C,39,67,28
36472,C,47,71,24
36473,C,45,70,25
36474,C,43,69,26
36475,E,51,73,22
36476,C,39,67,28
36477,C,45,70,25
36478,C,45,70,25
36479,C,45,70,25
36480,C,41,68,27
36481,C,43,69,26
36482,C,41,68,27
36483,C,45,70,25
36484,C,39,67,28
36485,C,51,73,22
36486,C,41,68,27
36487,E,61,78,17
36488,E,59,77,18
36489,C,49,72,23
36490,C,47,71,24
36491,C,35,65,30
36492,C,43,69,26
36493,C,43,69,26
36494,C,45,70,25
36495,E,59,77,18
36496,C,45,70,25
36497,E,55,75,20
36498,C,47,71,24
36499,C,47,71,24
36500,C,43,69,26
36501,C,49,72,23
36502,C,45,70,25
36503,E,55,75,20
36504,C,43,69,26
36505,C,51,73,22
36506,E,57,76,19
36507,C,37,66,29
36508,C,45,70,25
36509,C,49,72,23
36510,E,55,75,20
36511,C,45,70,25
36512,C,51,73,22
36513,C,43,69,26
36514,C,51,73,22
36515,C,41,68,27
36516,C,43,69,26
36517,C,45,70,25
36518,E,59,77,18
36519,E,51,73,22
36520,E,51,73,22
36521,C,45,70,25
36522,E,61,78,17
36523,C,53,74,21
36524,C,41,68,27
36525,C,49,72,23
36526,E,57,76,19
36527,C,37,66,29
36528,E,57,76,19
36529,C,49,72,23
36530,C,41,68,27
36531,C,41,68,27
36532,C,51,73,22
36533,C,39,67,28
36534,C,47,71,24
36535,C,53,74,21
36536,C,37,66,29
36537,C,39,67,28
36538,C,43,69,26
36539,C,41,68,27
36540,C,39,67,28
36541,C,49,72,23
36542,E,55,75,20
36543,C,41,68,27
36544,E,57,76,19
36545,E,55,75,20
36546,E,53,74,21
36547,C,45,70,25
36548,C,39,67,28
36549,C,45,70,25
36550,C,39,67,28
36551,E,55,75,20
36552,C,43,69,26
36553,C,43,69,26
36554,C,49,72,23
36555,C,51,73,22
36556,E,53,74,21
36557,C,45,70,25
36558,C,47,71,24
36559,C,51,73,22
36560,C,45,70,25
36561,C,45,70,25
36562,C,39,67,28
36563,E,55,75,20
36564,E,59,77,18
36565,C,47,71,24
36566,C,49,72,23
36567,C,51,73,22
36568,E,53,74,21
36569,C,53,74,21
36570,C,47,71,24
36571,E,55,75,20
36572,C,41,68,27
36573,C,49,72,23
36574,C,41,68,27
36575,E,53,74,21
36576,C,45,70,25
36577,C,47,71,24
36578,E,59,77,18
36579,C,39,67,28
36580,C,47,71,24
36581,E,57,76,19
36582,C,41,68,27
36583,C,43,69,26
36584,C,49,72,23
36585,C,47,71,24
36586,C,45,70,25
36587,C,53,74,21
36588,E,47,71,24
36589,C,41,68,27
36590,C,51,73,22
36591,C,49,72,23
36592,C,47,71,24
36593,C,45,70,25
36594,C,43,69,26
36595,C,51,73,22
36596,C,37,66,29
36597,C,47,71,24
36598,C,39,67,28
36599,C,45,70,25
36600,C,53,74,21
36601,E,51,73,22
36602,C,41,68,27
36603,C,43,69,26
36604,E,63,79,16
36605,E,59,77,18
36606,C,45,70,25
36607,E,61,78,17
36608,C,41,68,27
36609,C,41,68,27
36610,C,39,67,28
36611,C,53,74,21
36612,C,41,68,27
36613,C,41,68,27
36614,C,41,68,27
36615,C,47,71,24
36616,C,55,75,20
36617,C,39,67,28
36618,E,51,73,22
36619,C,51,73,22
36620,C,41,68,27
36621,C,41,68,27
36622,C,39,67,28
36623,C,51,73,22
36624,C,41,68,27
36625,C,47,71,24
36626,C,47,71,24
36627,C,43,69,26
36628,E,59,77,18
36629,C,41,68,27
36630,C,39,67,28
36631,E,51,73,22
36632,C,43,69,26
36633,C,51,73,22
36634,C,39,67,28
36635,C,47,71,24
36636,C,37,66,29
36637,C,47,71,24
36638,E,49,72,23
36639,C,45,70,25
36640,C,41,68,27
36641,C,45,70,25
36642,E,51,73,22
36643,C,43,69,26
36644,C,43,69,26
36645,C,41,68,27
36646,C,43,69,26
36647,E,55,75,20
36648,C,53,74,21
36649,C,45,70,25
36650,E,63,79,16
36651,E,53,74,21
36652,C,49,72,23
36653,C,41,68,27
36654,C,45,70,25
36655,C,41,68,27
36656,C,47,71,24
36657,C,47,71,24
36658,C,41,68,27
36659,C,49,72,23
36660,C,41,68,27
36661,C,43,69,26
36662,E,53,74,21
36663,C,49,72,23
36664,C,41,68,27
36665,C,47,71,24
36666,E,55,75,20
36667,C,49,72,23
36668,C,41,68,27
36669,C,45,70,25
36670,C,45,70,25
36671,C,45,70,25
36672,C,53,74,21
36673,C,47,71,24
36674,C,43,69,26
36675,C,37,66,29
36676,C,43,69,26
36677,C,53,74,21
36678,C,39,67,28
36679,C,47,71,24
36680,C,51,73,22
36681,C,39,67,28
36682,E,51,73,22
36683,C,43,69,26
36684,C,45,70,25
36685,E,57,76,19
36686,C,49,72,23
36687,C,47,71,24
36688,E,51,73,22
36689,C,45,70,25
36690,C,43,69,26
36691,C,39,67,28
36692,C,47,71,24
36693,C,49,72,23
36694,C,45,70,25
36695,C,47,71,24
36696,C,45,70,25
36697,E,57,76,19
36698,E,53,74,21
36699,C,41,68,27
36700,C,43,69,26
36701,C,51,73,22
36702,C,59,77,18
36703,C,41,68,27
36704,C,39,67,28
36705,C,49,72,23
36706,C,49,72,23
36707,C,49,72,23
36708,C,41,68,27
36709,C,47,71,24
36710,E,55,75,20
36711,C,45,70,25
36712,E,51,73,22
36713,C,49,72,23
36714,E,55,75,20
36715,C,41,68,27
36716,C,37,66,29
36717,C,41,68,27
36718,E,61,78,17
36719,C,45,70,25
36720,C,43,69,26
36721,E,51,73,22
36722,E,53,74,21
36723,C,53,74,21
36724,C,43,69,26
36725,C,33,64,31
36726,E,47,71,24
36727,C,45,70,25
36728,C,49,72,23
36729,C,47,71,24
36730,C,49,72,23
36731,C,39,67,28
36732,C,41,68,27
36733,C,49,72,23
36734,C,45,70,25
36735,C,39,67,28
36736,E,47,71,24
36737,C,43,69,26
36738,C,47,71,24
36739,E,53,74,21
36740,E,51,73,22
36741,C,51,73,22
36742,C,45,70,25
36743,E,55,75,20
36744,C,41,68,27
36745,C,39,67,28
36746,E,59,77,18
36747,C,47,71,24
36748,C,41,68,27
36749,C,43,69,26
36750,E,63,79,16
36751,C,51,73,22
36752,E,61,78,17
36753,C,43,69,26
36754,C,47,71,24
36755,C,55,75,20
36756,C,45,70,25
36757,C,39,67,28
36758,E,51,73,22
36759,C,45,70,25
36760,C,51,73,22
36761,C,45,70,25
36762,C,49,72,23
36763,C,47,71,24
36764,C,39,67,28
36765,C,37,66,29
36766,C,43,69,26
36767,C,37,66,29
36768,C,35,65,30
36769,C,47,71,24
36770,C,47,71,24
36771,C,39,67,28
36772,C,41,68,27
36773,C,49,72,23
36774,C,41,68,27
36775,C,45,70,25
36776,C,41,68,27
36777,C,43,69,26
36778,E,57,76,19
36779,C,41,68,27
36780,E,51,73,22
36781,C,45,70,25
36782,C,41,68,27
36783,C,41,68,27
36784,E,63,79,16
36785,C,49,72,23
36786,C,45,70,25
36787,C,41,68,27
36788,C,41,68,27
36789,C,43,69,26
36790,C,49,72,23
36791,C,47,71,24
36792,C,49,72,23
36793,C,39,67,28
36794,E,55,75,20
36795,C,37,66,29
36796,C,35,65,30
36797,C,49,72,23
36798,C,47,71,24
36799,C,43,69,26
36800,C,37,66,29
36801,C,43,69,26
36802,C,45,70,25
36803,C,39,67,28
36804,C,39,67,28
36805,E,57,76,19
36806,C,43,69,26
36807,C,41,68,27
36808,C,55,75,20
36809,E,57,76,19
36810,C,49,72,23
36811,C,47,71,24
36812,C,41,68,27
36813,C,45,70,25
36814,C,45,70,25
36815,C,39,67,28
36816,C,45,70,25
36817,C,49,72,23
36818,C,37,66,29
36819,C,43,69,26
36820,C,43,69,26
36821,C,43,69,26
36822,C,53,74,21
36823,C,49,72,23
36824,E,55,75,20
36825,C,49,72,23
36826,C,41,68,27
36827,C,49,72,23
36828,C,43,69,26
36829,C,41,68,27
36830,C,49,72,23
36831,C,43,69,26
36832,C,43,69,26
36833,E,57,76,19
36834,C,49,72,23
36835,C,49,72,23
36836,C,43,69,26
36837,C,37,66,29
36838,C,47,71,24
36839,C,43,69,26
36840,C,41,68,27
36841,E,61,78,17
36842,C,47,71,24
36843,C,43,69,26
36844,C,51,73,22
36845,C,45,70,25
36846,C,47,71,24
36847,E,59,77,18
36848,C,47,71,24
36849,C,45,70,25
36850,E,51,73,22
36851,E,63,79,16
36852,C,53,74,21
36853,E,51,73,22
36854,C,45,70,25
36855,C,41,68,27
36856,C,51,73,22
36857,C,49,72,23
36858,C,55,75,20
36859,C,49,72,23
36860,C,43,69,26
36861,E,57,76,19
36862,C,37,66,29
36863,C,51,73,22
36864,C,47,71,24
36865,C,45,70,25
36866,C,49,72,23
36867,C,41,68,27
36868,C,51,73,22
36869,C,43,69,26
36870,E,63,79,16
36871,C,47,71,24
36872,C,35,65,30
36873,C,43,69,26
36874,C,37,66,29
36875,C,47,71,24
36876,C,45,70,25
36877,C,43,69,26
36878,C,39,67,28
36879,C,41,68,27
36880,C,49,72,23
36881,C,43,69,26
36882,E,49,72,23
36883,C,45,70,25
36884,C,47,71,24
36885,C,37,66,29
36886,C,45,70,25
36887,C,53,74,21
36888,C,43,69,26
36889,C,45,70,25
36890,E,57,76,19
36891,E,57,76,19
36892,E,59,77,18
36893,C,41,68,27
36894,C,49,72,23
36895,C,45,70,25
36896,E,53,74,21
36897,C,45,70,25
36898,E,51,73,22
36899,C,43,69,26
36900,C,45,70,25
36901,C,43,69,26
36902,C,47,71,24
36903,C,47,71,24
36904,C,43,69,26
36905,C,41,68,27
36906,C,49,72,23
36907,E,53,74,21
36908,C,41,68,27
36909,C,45,70,25
36910,E,51,73,22
36911,E,51,73,22
36912,E,53,74,21
36913,E,53,74,21
36914,E,55,75,20
36915,C,43,69,26
36916,E,53,74,21
36917,C,43,69,26
36918,C,45,70,25
36919,E,61,78,17
36920,E,55,75,20
36921,C,47,71,24
36922,C,47,71,24
36923,E,59,77,18
36924,C,51,73,22
36925,E,55,75,20
36926,C,43,69,26
36927,C,41,68,27
36928,C,43,69,26
36929,C,55,75,20
36930,C,45,70,25
36931,E,55,75,20
36932,C,43,69,26
36933,C,45,70,25
36934,C,45,70,25
36935,C,47,71,24
36936,C,43,69,26
36937,C,45,70,25
36938,C,41,68,27
36939,C,45,70,25
36940,C,47,71,24
36941,C,43,69,26
36942,C,39,67,28
36943,E,61,78,17
36944,C,41,68,27
36945,E,47,71,24
36946,C,47,71,24
36947,C,49,72,23
36948,C,47,71,24
36949,C,41,68,27
36950,E,59,77,18
36951,C,45,70,25
36952,C,43,69,26
36953,C,45,70,25
36954,E,55,75,20
36955,C,43,69,26
36956,C,47,71,24
36957,C,43,69,26
36958,C,47,71,24
36959,C,47,71,24
36960,E,51,73,22
36961,C,41,68,27
36962,E,53,74,21
36963,C,41,68,27
36964,C,41,68,27
36965,C,39,67,28
36966,C,37,66,29
36967,C,49,72,23
36968,C,55,75,20
36969,C,57,76,19
36970,C,41,68,27
36971,C,49,72,23
36972,C,47,71,24
36973,C,43,69,26
36974,C,43,69,26
36975,C,41,68,27
36976,E,53,74,21
36977,E,57,76,19
36978,C,43,69,26
36979,E,55,75,20
36980,C,45,70,25
36981,C,43,69,26
36982,C,49,72,23
36983,C,45,70,25
36984,C,41,68,27
36985,C,43,69,26
36986,C,49,72,23
36987,C,45,70,25
36988,C,45,70,25
36989,C,41,68,27
36990,C,47,71,24
36991,C,47,71,24
36992,E,59,77,18
36993,C,41,68,27
36994,C,39,67,28
36995,C,39,67,28
36996,C,35,65,30
36997,C,45,70,25
36998,C,41,68,27
36999,C,41,68,27
37000,C,41,68,27
37001,C,41,68,27
37002,C,45,70,25
37003,C,47,71,24
37004,C,53,74,21
37005,C,45,70,25
37006,E,57,76,19
37007,C,37,66,29
37008,C,47,71,24
37009,C,41,68,27
37010,C,43,69,26
37011,C,41,68,27
37012,C,55,75,20
37013,C,45,70,25
37014,E,51,73,22
37015,E,61,78,17
37016,C,47,71,24
37017,C,49,72,23
37018,C,39,67,28
37019,C,41,68,27
37020,E,61,78,17
37021,C,47,71,24
37022,C,39,67,28
37023,E,55,75,20
37024,C,47,71,24
37025,C,49,72,23
37026,E,55,75,20
37027,C,43,69,26
37028,C,45,70,25
37029,C,45,70,25
37030,C,45,70,25
37031,C,45,70,25
37032,E,55,75,20
37033,C,41,68,27
37034,C,43,69,26
37035,C,43,69,26
37036,E,57,76,19
37037,C,51,73,22
37038,C,45,70,25
37039,C,49,72,23
37040,C,47,71,24
37041,C,47,71,24
37042,C,41,68,27
37043,C,47,71,24
37044,C,41,68,27
37045,C,49,72,23
37046,C,45,70,25
37047,C,49,72,23
37048,E,55,75,20
37049,C,45,70,25
37050,C,47,71,24
37051,C,45,70,25
37052,C,51,73,22
37053,E,63,79,16
37054,C,41,68,27
37055,C,47,71,24
37056,E,53,74,21
37057,C,45,70,25
37058,C,47,71,24
37059,C,45,70,25
37060,C,45,70,25
37061,C,45,70,25
37062,C,49,72,23
37063,C,45,70,25
37064,C,47,71,24
37065,C,41,68,27
37066,E,57,76,19
37067,C,39,67,28
37068,C,41,68,27
37069,C,47,71,24
37070,C,39,67,28
37071,E,47,71,24
37072,C,47,71,24
37073,C,45,70,25
37074,C,35,65,30
37075,C,41,68,27
37076,C,37,66,29
37077,E,53,74,21
37078,C,49,72,23
37079,C,45,70,25
37080,C,43,69,26
37081,C,45,70,25
37082,C,51,73,22
37083,C,53,74,21
37084,C,55,75,20
37085,C,41,68,27
37086,C,49,72,23
37087,C,49,72,23
37088,C,41,68,27
37089,C,47,71,24
37090,C,47,71,24
37091,C,41,68,27
37092,E,59,77,18
37093,C,43,69,26
37094,C,41,68,27
37095,C,41,68,27
37096,C,37,66,29
37097,C,45,70,25
37098,C,45,70,25
37099,C,49,72,23
37100,C,41,68,27
37101,C,49,72,23
37102,C,41,68,27
37103,E,59,77,18
37104,C,41,68,27
37105,C,59,77,18
37106,C,43,69,26
37107,C,47,71,24
37108,C,47,71,24
37109,C,47,71,24
37110,C,35,65,30
