Grupo,Conhecimento_Pct,Erro_Pct,Nota_Media_Final,Ganho_Medio
CERTO_ERRADO,0.5,0.2,19.274,1.274
CERTO_ERRADO,0.5,0.2,19.222,1.222
CERTO_ERRADO,0.5,0.2,15.952,-3.048
CERTO_ERRADO,0.5,0.2,18.908,0.908
CERTO_ERRADO,0.5,0.2,19.328,1.328
CERTO_ERRADO,0.5,0.2,18.928,0.928
CERTO_ERRADO,0.5,0.2,18.938,0.938
CERTO_ERRADO,0.5,0.2,20.276,1.276
CERTO_ERRADO,0.5,0.2,20.316,1.316
MULTIPLA_4,0.5,0.2,48.168,12.168
MULTIPLA_5,0.5,0.2,37.857,7.857
MULTIPLA_5,0.5,0.2,27.383,4.383
CERTO_ERRADO,0.5,0.2,31.36,0.36
MULTIPLA_4,0.5,0.2,26.771,6.771
MULTIPLA_5,0.5,0.2,47.432,9.432
MULTIPLA_5,0.5,0.2,26.908,4.908
MULTIPLA_5,0.5,0.2,28.222,5.222
MULTIPLA_5,0.5,0.2,30.465,6.465
MULTIPLA_5,0.5,0.2,28.355,4.355
MULTIPLA_5,0.5,0.2,29.494,5.494
MULTIPLA_5,0.5,0.2,39.266,8.266
MULTIPLA_5,0.5,0.2,50.746,10.746
CERTO_ERRADO,0.5,0.2,19.266,0.266
CERTO_ERRADO,0.5,0.2,19.862,0.862
CERTO_ERRADO,0.5,0.2,18.902,0.902
CERTO_ERRADO,0.5,0.2,19.062,1.062
CERTO_ERRADO,0.5,0.2,31.546,1.546
CERTO_ERRADO,0.5,0.2,33.038,2.038
MULTIPLA_4,0.5,0.2,19.381,5.381
MULTIPLA_4,0.5,0.2,7.636,1.636
MULTIPLA_4,0.5,0.2,7.894,1.894
MULTIPLA_4,0.5,0.2,8.311,2.311
MULTIPLA_4,0.5,0.2,8.555,2.555
MULTIPLA_4,0.5,0.2,8.351,2.351
MULTIPLA_4,0.5,0.2,19.405,5.405
MULTIPLA_4,0.5,0.2,8.504,2.504
MULTIPLA_4,0.5,0.2,8.653,2.653
MULTIPLA_4,0.5,0.2,8.366,2.366
MULTIPLA_4,0.5,0.2,8.336,2.336
MULTIPLA_4,0.5,0.2,6.411,1.411
MULTIPLA_4,0.5,0.2,6.926,1.926
MULTIPLA_4,0.5,0.2,8.091,2.091
MULTIPLA_4,0.5,0.2,8.613,2.613
MULTIPLA_4,0.5,0.2,7.636,1.636
MULTIPLA_4,0.5,0.2,8.572,2.572
MULTIPLA_4,0.5,0.2,8.511,2.511
MULTIPLA_4,0.5,0.2,6.577,0.577
MULTIPLA_4,0.5,0.2,8.231,2.231
MULTIPLA_4,0.5,0.2,8.353,2.353
MULTIPLA_4,0.5,0.2,7.724,1.724
MULTIPLA_4,0.5,0.2,8.167,2.167
MULTIPLA_4,0.5,0.2,8.392,2.392
MULTIPLA_4,0.5,0.2,7.315,1.315
MULTIPLA_4,0.5,0.2,8.283,2.283
MULTIPLA_4,0.5,0.2,8.541,2.541
MULTIPLA_4,0.5,0.2,8.664,2.664
MULTIPLA_4,0.5,0.2,7.45,1.45
MULTIPLA_4,0.5,0.2,8.304,2.304
MULTIPLA_4,0.5,0.2,8.221,2.221
MULTIPLA_4,0.5,0.2,6.939,1.939
MULTIPLA_4,0.5,0.2,8.157,2.157
MULTIPLA_4,0.5,0.2,8.636,2.636
MULTIPLA_4,0.5,0.2,8.144,2.144
MULTIPLA_4,0.5,0.2,7.875,1.875
MULTIPLA_4,0.5,0.2,8.372,2.372
MULTIPLA_4,0.5,0.2,8.53,2.53
MULTIPLA_4,0.5,0.2,17.525,4.525
MULTIPLA_4,0.5,0.2,17.994,4.994
MULTIPLA_4,0.5,0.2,17.01,4.01
MULTIPLA_4,0.5,0.2,17.181,4.181
MULTIPLA_4,0.5,0.2,17.383,4.383
MULTIPLA_4,0.5,0.2,16.462,3.462
MULTIPLA_4,0.5,0.2,17.309,4.309
MULTIPLA_4,0.5,0.2,18.028,5.028
MULTIPLA_4,0.5,0.2,16.58,3.58
MULTIPLA_4,0.5,0.2,17.488,4.488
MULTIPLA_4,0.5,0.2,19.442,4.442
MULTIPLA_4,0.5,0.2,19.702,4.702
MULTIPLA_4,0.5,0.2,19.493,4.493
MULTIPLA_5,0.5,0.2,46.256,10.256
MULTIPLA_5,0.5,0.2,47.424,10.424
MULTIPLA_5,0.5,0.2,49.437,10.437
CERTO_ERRADO,0.5,0.2,25.928,0.928
CERTO_ERRADO,0.5,0.2,18.664,0.664
CERTO_ERRADO,0.5,0.2,32.04,1.04
CERTO_ERRADO,0.5,0.2,18.536,0.536
CERTO_ERRADO,0.5,0.2,18.594,0.594
MULTIPLA_5,0.5,0.2,30.506,6.506
CERTO_ERRADO,0.5,0.2,18.51,0.51
CERTO_ERRADO,0.5,0.2,19.502,1.502
CERTO_ERRADO,0.5,0.2,19.05,1.05
CERTO_ERRADO,0.5,0.2,19.136,1.136
CERTO_ERRADO,0.5,0.2,20.448,1.448
CERTO_ERRADO,0.5,0.2,19.32,1.32
CERTO_ERRADO,0.5,0.2,20.322,1.322
CERTO_ERRADO,0.5,0.2,20.606,1.606
CERTO_ERRADO,0.5,0.2,16.854,-1.146
CERTO_ERRADO,0.5,0.2,19.318,1.318
CERTO_ERRADO,0.5,0.2,18.914,0.914
CERTO_ERRADO,0.5,0.2,18.9,0.9
CERTO_ERRADO,0.5,0.2,18.792,0.792
CERTO_ERRADO,0.5,0.2,18.84,0.84
CERTO_ERRADO,0.5,0.2,20.37,1.37
CERTO_ERRADO,0.5,0.2,19.526,1.526
CERTO_ERRADO,0.5,0.2,20.526,1.526
CERTO_ERRADO,0.5,0.2,19.628,1.628
CERTO_ERRADO,0.5,0.2,20.128,1.128
CERTO_ERRADO,0.5,0.2,19.262,1.262
CERTO_ERRADO,0.5,0.2,18.412,-0.588
CERTO_ERRADO,0.5,0.2,19.35,1.35
CERTO_ERRADO,0.5,0.2,19.608,1.608
CERTO_ERRADO,0.5,0.2,19.96,0.96
CERTO_ERRADO,0.5,0.2,18.934,0.934
CERTO_ERRADO,0.5,0.2,18.576,0.576
CERTO_ERRADO,0.5,0.2,19.53,1.53
CERTO_ERRADO,0.5,0.2,20.422,1.422
CERTO_ERRADO,0.5,0.2,20.45,1.45
CERTO_ERRADO,0.5,0.2,18.29,-0.71
CERTO_ERRADO,0.5,0.2,16.778,-1.222
CERTO_ERRADO,0.5,0.2,19.3,1.3
CERTO_ERRADO,0.5,0.2,19.836,0.836
CERTO_ERRADO,0.5,0.2,20.242,1.242
CERTO_ERRADO,0.5,0.2,19.502,1.502
CERTO_ERRADO,0.5,0.2,19.438,1.438
CERTO_ERRADO,0.5,0.2,19.616,0.616
CERTO_ERRADO,0.5,0.2,16.594,-1.406
CERTO_ERRADO,0.5,0.2,14.734,-3.266
CERTO_ERRADO,0.5,0.2,20.372,1.372
CERTO_ERRADO,0.5,0.2,20.348,1.348
CERTO_ERRADO,0.5,0.2,19.116,1.116
CERTO_ERRADO,0.5,0.2,20.54,1.54
CERTO_ERRADO,0.5,0.2,19.448,1.448
CERTO_ERRADO,0.5,0.2,19.398,1.398
CERTO_ERRADO,0.5,0.2,20.372,1.372
CERTO_ERRADO,0.5,0.2,19.472,1.472
CERTO_ERRADO,0.5,0.2,20.168,1.168
CERTO_ERRADO,0.5,0.2,19.478,1.478
CERTO_ERRADO,0.5,0.2,20.558,1.558
CERTO_ERRADO,0.5,0.2,20.608,1.608
CERTO_ERRADO,0.5,0.2,10.152,-4.848
CERTO_ERRADO,0.5,0.2,20.118,1.118
CERTO_ERRADO,0.5,0.2,19.368,1.368
CERTO_ERRADO,0.5,0.2,17.586,-0.414
CERTO_ERRADO,0.5,0.2,18.49,0.49
CERTO_ERRADO,0.5,0.2,31.848,0.848
MULTIPLA_5,0.5,0.2,47.442,10.442
CERTO_ERRADO,0.5,0.2,32.358,1.358
MULTIPLA_4,0.5,0.2,19.878,4.878
MULTIPLA_5,0.5,0.2,28.296,6.296
MULTIPLA_5,0.5,0.2,28.348,4.348
MULTIPLA_5,0.5,0.2,29.766,6.766
MULTIPLA_5,0.5,0.2,29.928,5.928
MULTIPLA_5,0.5,0.2,31.061,7.061
MULTIPLA_5,0.5,0.2,28.523,6.523
MULTIPLA_5,0.5,0.2,27.908,5.908
MULTIPLA_5,0.5,0.2,29.291,5.291
MULTIPLA_5,0.5,0.2,30.648,6.648
MULTIPLA_5,0.5,0.2,30.345,6.345
MULTIPLA_5,0.5,0.2,30.114,6.114
MULTIPLA_5,0.5,0.2,27.564,4.564
MULTIPLA_5,0.5,0.2,30.608,6.608
MULTIPLA_5,0.5,0.2,10.224,2.224
CERTO_ERRADO,0.5,0.2,31.746,1.746
CERTO_ERRADO,0.5,0.2,20.696,1.696
MULTIPLA_4,0.5,0.2,21.412,5.412
MULTIPLA_4,0.5,0.2,20.883,4.883
MULTIPLA_5,0.5,0.2,20.504,4.504
CERTO_ERRADO,0.5,0.2,43.146,2.146
MULTIPLA_5,0.5,0.2,30.391,6.391
MULTIPLA_5,0.5,0.2,20.367,4.367
MULTIPLA_5,0.5,0.2,20.485,4.485
MULTIPLA_5,0.5,0.2,20.236,4.236
MULTIPLA_5,0.5,0.2,20.862,4.862
MULTIPLA_5,0.5,0.2,20.076,4.076
MULTIPLA_5,0.5,0.2,30.725,6.725
MULTIPLA_5,0.5,0.2,20.822,4.822
MULTIPLA_5,0.5,0.2,20.22,4.22
MULTIPLA_5,0.5,0.2,36.791,7.791
MULTIPLA_5,0.5,0.2,19.213,4.213
MULTIPLA_5,0.5,0.2,20.363,4.363
MULTIPLA_5,0.5,0.2,18.75,3.75
MULTIPLA_5,0.5,0.2,19.537,4.537
MULTIPLA_5,0.5,0.2,19.965,3.965
CERTO_ERRADO,0.5,0.2,35.13,-5.87
MULTIPLA_5,0.5,0.2,46.283,10.283
CERTO_ERRADO,0.5,0.2,29.964,-0.036
CERTO_ERRADO,0.5,0.2,19.62,1.62
CERTO_ERRADO,0.5,0.2,19.358,1.358
CERTO_ERRADO,0.5,0.2,19.102,1.102
CERTO_ERRADO,0.5,0.2,20.712,1.712
CERTO_ERRADO,0.5,0.2,20.55,1.55
CERTO_ERRADO,0.5,0.2,20.394,1.394
MULTIPLA_5,0.5,0.2,47.461,10.461
CERTO_ERRADO,0.5,0.2,29.95,-1.05
CERTO_ERRADO,0.5,0.2,18.364,0.364
CERTO_ERRADO,0.5,0.2,17.188,-1.812
CERTO_ERRADO,0.5,0.2,20.526,1.526
CERTO_ERRADO,0.5,0.2,19.754,0.754
CERTO_ERRADO,0.5,0.2,18.642,0.642
CERTO_ERRADO,0.5,0.2,20.502,1.502
CERTO_ERRADO,0.5,0.2,18.94,0.94
CERTO_ERRADO,0.5,0.2,20.446,1.446
CERTO_ERRADO,0.5,0.2,18.394,-0.606
CERTO_ERRADO,0.5,0.2,31.174,1.174
CERTO_ERRADO,0.5,0.2,20.64,1.64
CERTO_ERRADO,0.5,0.2,17.91,0.91
CERTO_ERRADO,0.5,0.2,19.47,1.47
CERTO_ERRADO,0.5,0.2,20.538,1.538
CERTO_ERRADO,0.5,0.2,20.028,1.028
CERTO_ERRADO,0.5,0.2,19.124,1.124
CERTO_ERRADO,0.5,0.2,19.036,0.036
CERTO_ERRADO,0.5,0.2,17.138,-1.862
CERTO_ERRADO,0.5,0.2,16.78,-1.22
CERTO_ERRADO,0.5,0.2,20.208,1.208
CERTO_ERRADO,0.5,0.2,19.378,1.378
CERTO_ERRADO,0.5,0.2,19.978,0.978
CERTO_ERRADO,0.5,0.2,20.322,1.322
CERTO_ERRADO,0.5,0.2,19.528,1.528
CERTO_ERRADO,0.5,0.2,19.198,1.198
CERTO_ERRADO,0.5,0.2,15.912,-2.088
CERTO_ERRADO,0.5,0.2,19.354,1.354
CERTO_ERRADO,0.5,0.2,8.446,-4.554
CERTO_ERRADO,0.5,0.2,14.222,1.222
CERTO_ERRADO,0.5,0.2,14.288,1.288
CERTO_ERRADO,0.5,0.2,12.602,0.602
CERTO_ERRADO,0.5,0.2,14.276,1.276
CERTO_ERRADO,0.5,0.2,12.8,-0.2
CERTO_ERRADO,0.5,0.2,13.086,1.086
CERTO_ERRADO,0.5,0.2,14.426,1.426
CERTO_ERRADO,0.5,0.2,14.194,1.194
CERTO_ERRADO,0.5,0.2,12.872,0.872
CERTO_ERRADO,0.5,0.2,13.132,1.132
CERTO_ERRADO,0.5,0.2,13.208,1.208
CERTO_ERRADO,0.5,0.2,13.092,1.092
CERTO_ERRADO,0.5,0.2,13.242,1.242
CERTO_ERRADO,0.5,0.2,14.374,1.374
CERTO_ERRADO,0.5,0.2,14.282,1.282
CERTO_ERRADO,0.5,0.2,12.72,0.72
CERTO_ERRADO,0.5,0.2,13.066,1.066
CERTO_ERRADO,0.5,0.2,12.724,0.724
CERTO_ERRADO,0.5,0.2,13.234,1.234
CERTO_ERRADO,0.5,0.2,13.22,1.22
CERTO_ERRADO,0.5,0.2,10.614,-1.386
CERTO_ERRADO,0.5,0.2,13.07,1.07
CERTO_ERRADO,0.5,0.2,13.166,1.166
CERTO_ERRADO,0.5,0.2,12.004,0.004
CERTO_ERRADO,0.5,0.2,12.206,0.206
CERTO_ERRADO,0.5,0.2,14.35,1.35
CERTO_ERRADO,0.5,0.2,6.418,-5.582
CERTO_ERRADO,0.5,0.2,13.158,1.158
CERTO_ERRADO,0.5,0.2,12.078,0.078
CERTO_ERRADO,0.5,0.2,13.07,1.07
CERTO_ERRADO,0.5,0.2,13.03,1.03
CERTO_ERRADO,0.5,0.2,13.988,0.988
CERTO_ERRADO,0.5,0.2,13.266,1.266
CERTO_ERRADO,0.5,0.2,13.194,1.194
CERTO_ERRADO,0.5,0.2,12.636,0.636
CERTO_ERRADO,0.5,0.2,11.416,-1.584
CERTO_ERRADO,0.5,0.2,12.912,0.912
CERTO_ERRADO,0.5,0.2,12.832,0.832
CERTO_ERRADO,0.5,0.2,12.88,0.88
CERTO_ERRADO,0.5,0.2,12.766,0.766
CERTO_ERRADO,0.5,0.2,13.1,1.1
CERTO_ERRADO,0.5,0.2,12.96,0.96
CERTO_ERRADO,0.5,0.2,12.962,0.962
CERTO_ERRADO,0.5,0.2,12.83,0.83
CERTO_ERRADO,0.5,0.2,13.16,1.16
CERTO_ERRADO,0.5,0.2,10.206,-1.794
CERTO_ERRADO,0.5,0.2,8.82,-4.18
CERTO_ERRADO,0.5,0.2,12.118,0.118
CERTO_ERRADO,0.5,0.2,13.46,0.46
CERTO_ERRADO,0.5,0.2,12.682,0.682
CERTO_ERRADO,0.5,0.2,13.136,1.136
CERTO_ERRADO,0.5,0.2,14.056,1.056
CERTO_ERRADO,0.5,0.2,12.596,0.596
CERTO_ERRADO,0.5,0.2,12.73,0.73
CERTO_ERRADO,0.5,0.2,9.974,-2.026
CERTO_ERRADO,0.5,0.2,12.87,0.87
CERTO_ERRADO,0.5,0.2,12.7,0.7
CERTO_ERRADO,0.5,0.2,13.976,0.976
CERTO_ERRADO,0.5,0.2,12.136,0.136
CERTO_ERRADO,0.5,0.2,9.174,-2.826
CERTO_ERRADO,0.5,0.2,12.872,0.872
CERTO_ERRADO,0.5,0.2,13.258,1.258
CERTO_ERRADO,0.5,0.2,12.81,0.81
CERTO_ERRADO,0.5,0.2,13.044,1.044
CERTO_ERRADO,0.5,0.2,13.738,0.738
CERTO_ERRADO,0.5,0.2,12.722,-0.278
CERTO_ERRADO,0.5,0.2,11.794,-0.206
CERTO_ERRADO,0.5,0.2,14.356,1.356
CERTO_ERRADO,0.5,0.2,12.814,0.814
CERTO_ERRADO,0.5,0.2,12.928,0.928
CERTO_ERRADO,0.5,0.2,13.11,1.11
CERTO_ERRADO,0.5,0.2,11.176,-0.824
CERTO_ERRADO,0.5,0.2,13.032,1.032
CERTO_ERRADO,0.5,0.2,13.154,1.154
CERTO_ERRADO,0.5,0.2,12.052,0.052
CERTO_ERRADO,0.5,0.2,12.606,0.606
CERTO_ERRADO,0.5,0.2,13.11,1.11
CERTO_ERRADO,0.5,0.2,13.102,1.102
CERTO_ERRADO,0.5,0.2,12.874,0.874
CERTO_ERRADO,0.5,0.2,13.086,1.086
CERTO_ERRADO,0.5,0.2,13.186,1.186
CERTO_ERRADO,0.5,0.2,14.468,1.468
CERTO_ERRADO,0.5,0.2,23.562,1.562
CERTO_ERRADO,0.5,0.2,43.248,2.248
CERTO_ERRADO,0.5,0.2,50.976,-6.024
MULTIPLA_4,0.5,0.2,20.848,4.848
MULTIPLA_5,0.5,0.2,40.842,8.842
MULTIPLA_5,0.5,0.2,40.773,8.773
MULTIPLA_5,0.5,0.2,29.987,5.987
MULTIPLA_5,0.5,0.2,29.184,5.184
MULTIPLA_5,0.5,0.2,30.554,6.554
MULTIPLA_5,0.5,0.2,29.956,5.956
MULTIPLA_5,0.5,0.2,47.96,9.96
MULTIPLA_5,0.5,0.2,15.834,3.834
MULTIPLA_5,0.5,0.2,15.355,3.355
MULTIPLA_5,0.5,0.2,15.189,3.189
MULTIPLA_5,0.5,0.2,15.594,3.594
MULTIPLA_5,0.5,0.2,15.557,3.557
MULTIPLA_5,0.5,0.2,15.803,3.803
MULTIPLA_5,0.5,0.2,15.066,3.066
MULTIPLA_5,0.5,0.2,15.347,3.347
MULTIPLA_5,0.5,0.2,15.297,3.297
MULTIPLA_5,0.5,0.2,15.634,3.634
MULTIPLA_5,0.5,0.2,14.9,2.9
MULTIPLA_5,0.5,0.2,15.143,3.143
MULTIPLA_5,0.5,0.2,15.557,3.557
MULTIPLA_5,0.5,0.2,15.351,3.351
MULTIPLA_5,0.5,0.2,15.657,3.657
MULTIPLA_5,0.5,0.2,15.579,3.579
MULTIPLA_5,0.5,0.2,15.142,3.142
MULTIPLA_5,0.5,0.2,15.437,3.437
MULTIPLA_5,0.5,0.2,15.821,3.821
MULTIPLA_5,0.5,0.2,25.938,5.938
CERTO_ERRADO,0.5,0.2,35.416,-0.584
CERTO_ERRADO,0.5,0.2,31.298,0.298
CERTO_ERRADO,0.5,0.2,29.932,0.932
CERTO_ERRADO,0.5,0.2,32.778,1.778
CERTO_ERRADO,0.5,0.2,28.662,0.662
CERTO_ERRADO,0.5,0.2,31.712,1.712
CERTO_ERRADO,0.5,0.2,33.128,2.128
CERTO_ERRADO,0.5,0.2,30.816,1.816
CERTO_ERRADO,0.5,0.2,14.382,-4.618
CERTO_ERRADO,0.5,0.2,18.658,-0.342
CERTO_ERRADO,0.5,0.2,19.208,1.208
CERTO_ERRADO,0.5,0.2,19.222,1.222
CERTO_ERRADO,0.5,0.2,19.614,0.614
CERTO_ERRADO,0.5,0.2,20.698,1.698
CERTO_ERRADO,0.5,0.2,20.488,1.488
CERTO_ERRADO,0.5,0.2,18.776,0.776
CERTO_ERRADO,0.5,0.2,18.492,-0.508
CERTO_ERRADO,0.5,0.2,19.17,1.17
CERTO_ERRADO,0.5,0.2,20.284,1.284
CERTO_ERRADO,0.5,0.2,20.83,1.83
CERTO_ERRADO,0.5,0.2,20.236,1.236
CERTO_ERRADO,0.5,0.2,19.424,1.424
CERTO_ERRADO,0.5,0.2,20.35,1.35
MULTIPLA_5,0.5,0.2,29.836,5.836
MULTIPLA_5,0.5,0.2,30.067,6.067
MULTIPLA_5,0.5,0.2,20.334,4.334
MULTIPLA_5,0.5,0.2,20.201,4.201
MULTIPLA_5,0.5,0.2,20.819,4.819
MULTIPLA_5,0.5,0.2,20.883,4.883
MULTIPLA_5,0.5,0.2,20.737,4.737
MULTIPLA_5,0.5,0.2,19.829,3.829
MULTIPLA_5,0.5,0.2,39.495,8.495
CERTO_ERRADO,0.5,0.2,38.91,1.91
CERTO_ERRADO,0.5,0.2,31.264,0.264
CERTO_ERRADO,0.5,0.2,32.826,1.826
CERTO_ERRADO,0.5,0.2,30.538,1.538
CERTO_ERRADO,0.5,0.2,64.05,3.05
CERTO_ERRADO,0.5,0.2,47.884,1.884
MULTIPLA_5,0.5,0.2,27.661,5.661
MULTIPLA_5,0.5,0.2,25.956,4.956
MULTIPLA_5,0.5,0.2,17.306,3.306
MULTIPLA_5,0.5,0.2,18.291,4.291
MULTIPLA_5,0.5,0.2,15.266,3.266
MULTIPLA_5,0.5,0.2,17.727,3.727
MULTIPLA_5,0.5,0.2,18.413,4.413
MULTIPLA_5,0.5,0.2,18.288,4.288
MULTIPLA_5,0.5,0.2,17.751,3.751
MULTIPLA_5,0.5,0.2,17.896,3.896
MULTIPLA_5,0.5,0.2,17.85,3.85
MULTIPLA_5,0.5,0.2,17.844,3.844
CERTO_ERRADO,0.5,0.2,29.374,0.374
CERTO_ERRADO,0.5,0.2,19.028,1.028
CERTO_ERRADO,0.5,0.2,17.022,-1.978
CERTO_ERRADO,0.5,0.2,20.4,1.4
CERTO_ERRADO,0.5,0.2,18.956,0.956
CERTO_ERRADO,0.5,0.2,20.22,1.22
CERTO_ERRADO,0.5,0.2,19.324,1.324
CERTO_ERRADO,0.5,0.2,19.07,1.07
CERTO_ERRADO,0.5,0.2,19.25,1.25
CERTO_ERRADO,0.5,0.2,20.71,1.71
CERTO_ERRADO,0.5,0.2,20.194,1.194
CERTO_ERRADO,0.5,0.2,4.428,0.428
MULTIPLA_5,0.5,0.2,45.984,8.984
CERTO_ERRADO,0.5,0.2,31.838,1.838
CERTO_ERRADO,0.5,0.2,19.712,1.712
CERTO_ERRADO,0.5,0.2,19.208,1.208
CERTO_ERRADO,0.5,0.2,19.302,1.302
CERTO_ERRADO,0.5,0.2,19.258,1.258
CERTO_ERRADO,0.5,0.2,19.28,1.28
CERTO_ERRADO,0.5,0.2,20.478,1.478
CERTO_ERRADO,0.5,0.2,19.868,0.868
CERTO_ERRADO,0.5,0.2,19.434,0.434
CERTO_ERRADO,0.5,0.2,19.062,1.062
CERTO_ERRADO,0.5,0.2,20.282,1.282
CERTO_ERRADO,0.5,0.2,17.918,-0.082
CERTO_ERRADO,0.5,0.2,19.066,1.066
CERTO_ERRADO,0.5,0.2,17.882,-0.118
CERTO_ERRADO,0.5,0.2,19.368,1.368
CERTO_ERRADO,0.5,0.2,18.676,0.676
CERTO_ERRADO,0.5,0.2,19.254,1.254
CERTO_ERRADO,0.5,0.2,19.16,1.16
CERTO_ERRADO,0.5,0.2,20.546,1.546
CERTO_ERRADO,0.5,0.2,16.888,-1.112
CERTO_ERRADO,0.5,0.2,18.934,0.934
CERTO_ERRADO,0.5,0.2,18.978,0.978
CERTO_ERRADO,0.5,0.2,18.352,0.352
CERTO_ERRADO,0.5,0.2,19.258,1.258
CERTO_ERRADO,0.5,0.2,19.298,1.298
CERTO_ERRADO,0.5,0.2,19.248,1.248
CERTO_ERRADO,0.5,0.2,19.54,1.54
CERTO_ERRADO,0.5,0.2,18.924,0.924
CERTO_ERRADO,0.5,0.2,19.12,1.12
CERTO_ERRADO,0.5,0.2,19.62,0.62
CERTO_ERRADO,0.5,0.2,19.41,1.41
CERTO_ERRADO,0.5,0.2,19.204,1.204
CERTO_ERRADO,0.5,0.2,19.302,1.302
CERTO_ERRADO,0.5,0.2,18.952,0.952
CERTO_ERRADO,0.5,0.2,19.402,1.402
CERTO_ERRADO,0.5,0.2,19.07,1.07
CERTO_ERRADO,0.5,0.2,19.35,1.35
CERTO_ERRADO,0.5,0.2,16.628,-1.372
CERTO_ERRADO,0.5,0.2,19.526,1.526
CERTO_ERRADO,0.5,0.2,17.11,-0.89
CERTO_ERRADO,0.5,0.2,19.318,1.318
CERTO_ERRADO,0.5,0.2,19.546,1.546
CERTO_ERRADO,0.5,0.2,18.97,0.97
CERTO_ERRADO,0.5,0.2,19.434,1.434
CERTO_ERRADO,0.5,0.2,19.056,1.056
CERTO_ERRADO,0.5,0.2,19.17,1.17
CERTO_ERRADO,0.5,0.2,19.366,1.366
CERTO_ERRADO,0.5,0.2,19.044,1.044
CERTO_ERRADO,0.5,0.2,20.466,1.466
CERTO_ERRADO,0.5,0.2,20.52,1.52
CERTO_ERRADO,0.5,0.2,17.918,-1.082
CERTO_ERRADO,0.5,0.2,17.536,-0.464
CERTO_ERRADO,0.5,0.2,18.868,0.868
CERTO_ERRADO,0.5,0.2,18.632,-0.368
CERTO_ERRADO,0.5,0.2,56.486,-1.514
MULTIPLA_5,0.5,0.2,25.238,4.238
CERTO_ERRADO,0.5,0.2,32.522,1.522
CERTO_ERRADO,0.5,0.2,20.658,1.658
CERTO_ERRADO,0.5,0.2,19.766,1.766
CERTO_ERRADO,0.5,0.2,19.914,0.914
CERTO_ERRADO,0.5,0.2,19.55,1.55
MULTIPLA_5,0.5,0.2,46.467,9.467
CERTO_ERRADO,0.5,0.2,12.048,0.048
CERTO_ERRADO,0.5,0.2,23.33,0.33
CERTO_ERRADO,0.5,0.2,26.834,1.834
CERTO_ERRADO,0.5,0.2,23.742,1.742
CERTO_ERRADO,0.5,0.2,59.638,1.638
MULTIPLA_5,0.5,0.2,48.909,9.909
MULTIPLA_5,0.5,0.2,49.138,10.138
CERTO_ERRADO,0.5,0.2,31.318,1.318
CERTO_ERRADO,0.5,0.2,20.13,1.13
CERTO_ERRADO,0.5,0.2,20.064,1.064
CERTO_ERRADO,0.5,0.2,19.894,0.894
CERTO_ERRADO,0.5,0.2,17.994,-0.006
CERTO_ERRADO,0.5,0.2,18.004,0.004
CERTO_ERRADO,0.5,0.2,17.95,-0.05
CERTO_ERRADO,0.5,0.2,18.146,0.146
CERTO_ERRADO,0.5,0.2,19.738,0.738
CERTO_ERRADO,0.5,0.2,19.858,0.858
CERTO_ERRADO,0.5,0.2,19.764,0.764
CERTO_ERRADO,0.5,0.2,19.552,0.552
CERTO_ERRADO,0.5,0.2,19.134,0.134
CERTO_ERRADO,0.5,0.2,19.374,1.374
CERTO_ERRADO,0.5,0.2,19.446,1.446
CERTO_ERRADO,0.5,0.2,18.598,0.598
CERTO_ERRADO,0.5,0.2,19.06,1.06
CERTO_ERRADO,0.5,0.2,18.252,0.252
CERTO_ERRADO,0.5,0.2,19.35,1.35
MULTIPLA_5,0.5,0.2,51.05,11.05
CERTO_ERRADO,0.5,0.2,31.984,1.984
CERTO_ERRADO,0.5,0.2,19.528,1.528
CERTO_ERRADO,0.5,0.2,19.316,1.316
CERTO_ERRADO,0.5,0.2,20.54,1.54
CERTO_ERRADO,0.5,0.2,19.314,1.314
CERTO_ERRADO,0.5,0.2,20.62,1.62
CERTO_ERRADO,0.5,0.2,18.65,0.65
CERTO_ERRADO,0.5,0.2,20.482,1.482
CERTO_ERRADO,0.5,0.2,13.77,-1.23
CERTO_ERRADO,0.5,0.2,19.414,1.414
CERTO_ERRADO,0.5,0.2,20.682,1.682
MULTIPLA_5,0.5,0.2,50.847,10.847
MULTIPLA_5,0.5,0.2,50.179,10.179
MULTIPLA_5,0.5,0.2,29.757,6.757
MULTIPLA_5,0.5,0.2,51.203,11.203
CERTO_ERRADO,0.5,0.2,31.594,1.594
MULTIPLA_5,0.5,0.2,51.514,11.514
MULTIPLA_5,0.5,0.2,20.146,4.146
MULTIPLA_5,0.5,0.2,19.093,3.093
MULTIPLA_5,0.5,0.2,10.304,2.304
MULTIPLA_5,0.5,0.2,10.528,2.528
MULTIPLA_5,0.5,0.2,10.339,2.339
MULTIPLA_5,0.5,0.2,10.647,2.647
MULTIPLA_5,0.5,0.2,9.265,1.265
MULTIPLA_5,0.5,0.2,8.891,0.891
MULTIPLA_5,0.5,0.2,10.201,2.201
MULTIPLA_5,0.5,0.2,10.205,2.205
MULTIPLA_5,0.5,0.2,10.042,2.042
MULTIPLA_5,0.5,0.2,10.271,2.271
MULTIPLA_5,0.5,0.2,10.516,2.516
MULTIPLA_5,0.5,0.2,10.732,2.732
MULTIPLA_5,0.5,0.2,10.09,2.09
MULTIPLA_5,0.5,0.2,9.799,1.799
MULTIPLA_5,0.5,0.2,9.83,1.83
