Grupo,Conhecimento_Pct,Erro_Pct,Nota_Media_Final,Ganho_Medio
CERTO_ERRADO,0.7,0.05,122.132,0.132
MULTIPLA_5,0.7,0.05,41.248,3.248
MULTIPLA_5,0.7,0.05,29.094,3.094
MULTIPLA_5,0.7,0.05,28.038,2.038
MULTIPLA_5,0.7,0.05,28.907,1.907
MULTIPLA_5,0.7,0.05,29.892,2.892
MULTIPLA_5,0.7,0.05,29.455,2.455
MULTIPLA_5,0.7,0.05,29.622,2.622
MULTIPLA_5,0.7,0.05,28.177,1.177
MULTIPLA_5,0.7,0.05,27.138,2.138
MULTIPLA_5,0.7,0.05,29.92,2.92
MULTIPLA_5,0.7,0.05,24.574,1.574
MULTIPLA_5,0.7,0.05,28.317,1.317
MULTIPLA_5,0.7,0.05,28.874,1.874
CERTO_ERRADO,0.7,0.05,57.646,1.646
MULTIPLA_5,0.7,0.05,70.76,6.76
CERTO_ERRADO,0.7,0.05,63.53,2.53
CERTO_ERRADO,0.7,0.05,39.148,2.148
MULTIPLA_5,0.7,0.05,68.49,6.49
CERTO_ERRADO,0.7,0.05,58.782,-0.218
MULTIPLA_5,0.7,0.05,70.0,7.0
CERTO_ERRADO,0.7,0.05,126.28,2.28
MULTIPLA_5,0.7,0.05,68.551,6.551
MULTIPLA_5,0.7,0.05,68.917,6.917
CERTO_ERRADO,0.7,0.05,87.116,3.116
CERTO_ERRADO,0.7,0.05,63.742,2.742
CERTO_ERRADO,0.7,0.05,62.608,1.608
CERTO_ERRADO,0.7,0.05,64.588,2.588
CERTO_ERRADO,0.7,0.05,39.96,1.96
CERTO_ERRADO,0.7,0.05,37.776,1.776
CERTO_ERRADO,0.7,0.05,39.366,2.366
CERTO_ERRADO,0.7,0.05,29.81,-6.19
CERTO_ERRADO,0.7,0.05,39.32,1.32
CERTO_ERRADO,0.7,0.05,38.234,2.234
CERTO_ERRADO,0.7,0.05,39.848,1.848
CERTO_ERRADO,0.7,0.05,39.17,2.17
CERTO_ERRADO,0.7,0.05,39.206,1.206
CERTO_ERRADO,0.7,0.05,39.128,2.128
CERTO_ERRADO,0.7,0.05,37.306,-0.694
CERTO_ERRADO,0.7,0.05,39.008,2.008
CERTO_ERRADO,0.7,0.05,37.872,0.872
CERTO_ERRADO,0.7,0.05,37.798,0.798
CERTO_ERRADO,0.7,0.05,39.226,1.226
CERTO_ERRADO,0.7,0.05,37.834,1.834
CERTO_ERRADO,0.7,0.05,38.754,1.754
CERTO_ERRADO,0.7,0.05,39.43,2.43
CERTO_ERRADO,0.7,0.05,37.738,0.738
CERTO_ERRADO,0.7,0.05,38.388,0.388
CERTO_ERRADO,0.7,0.05,39.018,2.018
CERTO_ERRADO,0.7,0.05,39.958,1.958
CERTO_ERRADO,0.7,0.05,39.474,1.474
CERTO_ERRADO,0.7,0.05,38.316,0.316
CERTO_ERRADO,0.7,0.05,71.618,-4.382
MULTIPLA_5,0.7,0.05,42.628,4.628
CERTO_ERRADO,0.7,0.05,66.584,2.584
CERTO_ERRADO,0.7,0.05,63.436,1.436
CERTO_ERRADO,0.7,0.05,62.042,1.042
CERTO_ERRADO,0.7,0.05,51.204,2.204
CERTO_ERRADO,0.7,0.05,51.986,1.986
CERTO_ERRADO,0.7,0.05,51.772,1.772
CERTO_ERRADO,0.7,0.05,53.128,2.128
CERTO_ERRADO,0.7,0.05,53.106,2.106
CERTO_ERRADO,0.7,0.05,51.602,2.602
CERTO_ERRADO,0.7,0.05,50.27,-0.73
CERTO_ERRADO,0.7,0.05,53.766,2.766
CERTO_ERRADO,0.7,0.05,53.652,2.652
CERTO_ERRADO,0.7,0.05,49.928,-1.072
CERTO_ERRADO,0.7,0.05,49.978,-1.022
CERTO_ERRADO,0.7,0.05,53.188,2.188
CERTO_ERRADO,0.7,0.05,53.574,2.574
CERTO_ERRADO,0.7,0.05,52.566,2.566
CERTO_ERRADO,0.7,0.05,50.874,0.874
CERTO_ERRADO,0.7,0.05,49.112,0.112
CERTO_ERRADO,0.7,0.05,47.638,-3.362
CERTO_ERRADO,0.7,0.05,50.946,0.946
CERTO_ERRADO,0.7,0.05,52.378,1.378
CERTO_ERRADO,0.7,0.05,50.372,-0.628
CERTO_ERRADO,0.7,0.05,53.77,2.77
CERTO_ERRADO,0.7,0.05,53.126,2.126
CERTO_ERRADO,0.7,0.05,53.062,2.062
CERTO_ERRADO,0.7,0.05,49.61,-0.39
CERTO_ERRADO,0.7,0.05,51.68,1.68
CERTO_ERRADO,0.7,0.05,53.096,2.096
CERTO_ERRADO,0.7,0.05,51.05,0.05
CERTO_ERRADO,0.7,0.05,51.344,0.344
CERTO_ERRADO,0.7,0.05,50.042,-0.958
CERTO_ERRADO,0.7,0.05,52.428,2.428
CERTO_ERRADO,0.7,0.05,52.314,1.314
CERTO_ERRADO,0.7,0.05,52.152,1.152
CERTO_ERRADO,0.7,0.05,53.056,2.056
CERTO_ERRADO,0.7,0.05,51.002,0.002
CERTO_ERRADO,0.7,0.05,50.014,-0.986
MULTIPLA_5,0.7,0.05,41.954,3.954
MULTIPLA_5,0.7,0.05,43.674,3.674
MULTIPLA_5,0.7,0.05,42.343,2.343
MULTIPLA_5,0.7,0.05,41.005,3.005
MULTIPLA_5,0.7,0.05,42.701,2.701
MULTIPLA_5,0.7,0.05,43.219,4.219
CERTO_ERRADO,0.7,0.05,63.554,1.554
CERTO_ERRADO,0.7,0.05,38.346,0.346
CERTO_ERRADO,0.7,0.05,39.89,1.89
CERTO_ERRADO,0.7,0.05,38.356,0.356
CERTO_ERRADO,0.7,0.05,39.942,1.942
CERTO_ERRADO,0.7,0.05,39.29,1.29
CERTO_ERRADO,0.7,0.05,39.904,1.904
CERTO_ERRADO,0.7,0.05,40.1,2.1
MULTIPLA_5,0.7,0.05,30.466,3.466
MULTIPLA_5,0.7,0.05,68.349,5.349
MULTIPLA_5,0.7,0.05,67.554,5.554
CERTO_ERRADO,0.7,0.05,65.484,2.484
CERTO_ERRADO,0.7,0.05,64.554,1.554
CERTO_ERRADO,0.7,0.05,65.302,2.302
CERTO_ERRADO,0.7,0.05,65.788,2.788
CERTO_ERRADO,0.7,0.05,65.38,2.38
CERTO_ERRADO,0.7,0.05,64.786,1.786
CERTO_ERRADO,0.7,0.05,65.85,2.85
CERTO_ERRADO,0.7,0.05,64.888,2.888
CERTO_ERRADO,0.7,0.05,65.814,2.814
CERTO_ERRADO,0.7,0.05,65.4,2.4
CERTO_ERRADO,0.7,0.05,65.872,2.872
CERTO_ERRADO,0.7,0.05,64.168,2.168
CERTO_ERRADO,0.7,0.05,64.61,2.61
CERTO_ERRADO,0.7,0.05,65.54,1.54
CERTO_ERRADO,0.7,0.05,60.552,-0.448
CERTO_ERRADO,0.7,0.05,65.336,2.336
CERTO_ERRADO,0.7,0.05,65.49,1.49
CERTO_ERRADO,0.7,0.05,65.388,1.388
CERTO_ERRADO,0.7,0.05,62.052,0.052
CERTO_ERRADO,0.7,0.05,66.168,2.168
MULTIPLA_5,0.7,0.05,55.282,4.282
MULTIPLA_5,0.7,0.05,44.089,4.089
MULTIPLA_5,0.7,0.05,41.453,2.453
MULTIPLA_5,0.7,0.05,12.473,1.473
MULTIPLA_5,0.7,0.05,14.587,1.587
MULTIPLA_5,0.7,0.05,15.751,1.751
MULTIPLA_5,0.7,0.05,13.618,0.618
MULTIPLA_5,0.7,0.05,12.735,0.735
MULTIPLA_5,0.7,0.05,14.54,1.54
MULTIPLA_5,0.7,0.05,14.522,1.522
MULTIPLA_5,0.7,0.05,14.524,1.524
MULTIPLA_5,0.7,0.05,11.824,0.824
MULTIPLA_5,0.7,0.05,12.782,1.782
MULTIPLA_5,0.7,0.05,14.038,0.038
MULTIPLA_5,0.7,0.05,16.088,2.088
MULTIPLA_5,0.7,0.05,15.392,1.392
MULTIPLA_5,0.7,0.05,13.652,1.652
CERTO_ERRADO,0.7,0.05,59.132,0.132
CERTO_ERRADO,0.7,0.05,62.752,1.752
CERTO_ERRADO,0.7,0.05,62.13,1.13
CERTO_ERRADO,0.7,0.05,61.51,0.51
CERTO_ERRADO,0.7,0.05,63.078,2.078
CERTO_ERRADO,0.7,0.05,62.526,2.526
CERTO_ERRADO,0.7,0.05,62.298,1.298
CERTO_ERRADO,0.7,0.05,64.476,2.476
CERTO_ERRADO,0.7,0.05,61.576,2.576
MULTIPLA_5,0.7,0.05,54.94,4.94
MULTIPLA_5,0.7,0.05,57.226,6.226
MULTIPLA_5,0.7,0.05,57.759,4.759
MULTIPLA_5,0.7,0.05,56.909,4.909
MULTIPLA_5,0.7,0.05,69.267,5.267
MULTIPLA_5,0.7,0.05,58.166,6.166
MULTIPLA_4,0.7,0.05,55.303,6.303
MULTIPLA_4,0.7,0.05,56.577,5.577
MULTIPLA_4,0.7,0.05,57.866,4.866
MULTIPLA_4,0.7,0.05,54.338,3.338
MULTIPLA_4,0.7,0.05,54.162,4.162
MULTIPLA_4,0.7,0.05,57.231,6.231
MULTIPLA_4,0.7,0.05,57.191,6.191
MULTIPLA_4,0.7,0.05,57.247,6.247
MULTIPLA_4,0.7,0.05,55.633,4.633
MULTIPLA_4,0.7,0.05,59.591,6.591
MULTIPLA_5,0.7,0.05,71.711,5.711
MULTIPLA_5,0.7,0.05,41.396,3.396
MULTIPLA_5,0.7,0.05,39.843,3.843
MULTIPLA_5,0.7,0.05,21.01,1.01
MULTIPLA_5,0.7,0.05,22.834,1.834
MULTIPLA_5,0.7,0.05,21.854,1.854
MULTIPLA_5,0.7,0.05,21.36,2.36
MULTIPLA_5,0.7,0.05,23.883,2.883
MULTIPLA_5,0.7,0.05,21.822,1.822
MULTIPLA_5,0.7,0.05,23.329,2.329
MULTIPLA_5,0.7,0.05,23.339,2.339
MULTIPLA_5,0.7,0.05,22.074,2.074
MULTIPLA_5,0.7,0.05,22.568,1.568
MULTIPLA_5,0.7,0.05,20.417,0.417
MULTIPLA_5,0.7,0.05,21.138,1.138
MULTIPLA_5,0.7,0.05,23.31,2.31
MULTIPLA_5,0.7,0.05,27.799,2.799
MULTIPLA_5,0.7,0.05,23.256,2.256
MULTIPLA_5,0.7,0.05,23.42,2.42
MULTIPLA_5,0.7,0.05,25.401,1.401
MULTIPLA_5,0.7,0.05,28.904,1.904
MULTIPLA_5,0.7,0.05,68.561,4.561
MULTIPLA_5,0.7,0.05,43.118,5.118
MULTIPLA_5,0.7,0.05,67.839,5.839
CERTO_ERRADO,0.7,0.05,64.11,2.11
CERTO_ERRADO,0.7,0.05,64.374,2.374
CERTO_ERRADO,0.7,0.05,61.034,2.034
CERTO_ERRADO,0.7,0.05,37.942,0.942
CERTO_ERRADO,0.7,0.05,38.88,1.88
CERTO_ERRADO,0.7,0.05,40.046,2.046
CERTO_ERRADO,0.7,0.05,63.998,-0.002
CERTO_ERRADO,0.7,0.05,65.262,2.262
CERTO_ERRADO,0.7,0.05,63.482,2.482
CERTO_ERRADO,0.7,0.05,65.044,2.044
CERTO_ERRADO,0.7,0.05,65.132,1.132
CERTO_ERRADO,0.7,0.05,39.408,2.408
CERTO_ERRADO,0.7,0.05,36.17,0.17
CERTO_ERRADO,0.7,0.05,37.594,0.594
CERTO_ERRADO,0.7,0.05,39.796,1.796
CERTO_ERRADO,0.7,0.05,38.034,2.034
CERTO_ERRADO,0.7,0.05,64.572,2.572
CERTO_ERRADO,0.7,0.05,36.332,0.332
CERTO_ERRADO,0.7,0.05,38.34,0.34
CERTO_ERRADO,0.7,0.05,39.01,2.01
CERTO_ERRADO,0.7,0.05,37.072,1.072
CERTO_ERRADO,0.7,0.05,39.268,1.268
CERTO_ERRADO,0.7,0.05,39.928,1.928
CERTO_ERRADO,0.7,0.05,39.778,1.778
CERTO_ERRADO,0.7,0.05,39.152,2.152
CERTO_ERRADO,0.7,0.05,39.768,1.768
CERTO_ERRADO,0.7,0.05,39.996,1.996
CERTO_ERRADO,0.7,0.05,75.12,2.12
CERTO_ERRADO,0.7,0.05,74.21,1.21
MULTIPLA_5,0.7,0.05,25.53,2.53
CERTO_ERRADO,0.7,0.05,60.98,1.98
CERTO_ERRADO,0.7,0.05,38.33,0.33
CERTO_ERRADO,0.7,0.05,35.666,-0.334
CERTO_ERRADO,0.7,0.05,37.096,2.096
CERTO_ERRADO,0.7,0.05,40.08,2.08
CERTO_ERRADO,0.7,0.05,35.584,-1.416
CERTO_ERRADO,0.7,0.05,38.43,1.43
CERTO_ERRADO,0.7,0.05,58.576,-1.424
CERTO_ERRADO,0.7,0.05,40.122,2.122
CERTO_ERRADO,0.7,0.05,76.342,2.342
CERTO_ERRADO,0.7,0.05,75.288,2.288
CERTO_ERRADO,0.7,0.05,60.786,1.786
CERTO_ERRADO,0.7,0.05,39.318,2.318
CERTO_ERRADO,0.7,0.05,36.418,-0.582
CERTO_ERRADO,0.7,0.05,39.26,1.26
CERTO_ERRADO,0.7,0.05,37.86,0.86
CERTO_ERRADO,0.7,0.05,38.864,1.864
MULTIPLA_5,0.7,0.05,39.828,3.828
CERTO_ERRADO,0.7,0.05,62.668,1.668
CERTO_ERRADO,0.7,0.05,40.218,2.218
CERTO_ERRADO,0.7,0.05,38.516,0.516
CERTO_ERRADO,0.7,0.05,39.854,1.854
CERTO_ERRADO,0.7,0.05,39.26,2.26
CERTO_ERRADO,0.7,0.05,39.846,1.846
CERTO_ERRADO,0.7,0.05,36.378,0.378
CERTO_ERRADO,0.7,0.05,38.474,1.474
CERTO_ERRADO,0.7,0.05,39.076,1.076
CERTO_ERRADO,0.7,0.05,39.212,1.212
MULTIPLA_4,0.7,0.05,29.783,3.783
MULTIPLA_5,0.7,0.05,62.22,5.22
CERTO_ERRADO,0.7,0.05,65.982,2.982
MULTIPLA_4,0.7,0.05,31.205,4.205
MULTIPLA_5,0.7,0.05,71.579,7.579
CERTO_ERRADO,0.7,0.05,61.11,-0.89
CERTO_ERRADO,0.7,0.05,39.08,2.08
CERTO_ERRADO,0.7,0.05,37.18,1.18
CERTO_ERRADO,0.7,0.05,38.886,1.886
CERTO_ERRADO,0.7,0.05,39.866,1.866
CERTO_ERRADO,0.7,0.05,39.768,1.768
CERTO_ERRADO,0.7,0.05,38.598,1.598
CERTO_ERRADO,0.7,0.05,63.814,2.814
CERTO_ERRADO,0.7,0.05,39.838,1.838
CERTO_ERRADO,0.7,0.05,40.222,2.222
CERTO_ERRADO,0.7,0.05,39.124,2.124
CERTO_ERRADO,0.7,0.05,39.924,1.924
CERTO_ERRADO,0.7,0.05,37.868,1.868
CERTO_ERRADO,0.7,0.05,35.164,-0.836
CERTO_ERRADO,0.7,0.05,40.258,2.258
CERTO_ERRADO,0.7,0.05,39.17,2.17
CERTO_ERRADO,0.7,0.05,32.722,-5.278
CERTO_ERRADO,0.7,0.05,38.298,0.298
CERTO_ERRADO,0.7,0.05,39.846,1.846
CERTO_ERRADO,0.7,0.05,38.984,1.984
CERTO_ERRADO,0.7,0.05,37.878,1.878
CERTO_ERRADO,0.7,0.05,37.848,1.848
CERTO_ERRADO,0.7,0.05,36.836,-0.164
CERTO_ERRADO,0.7,0.05,39.858,1.858
CERTO_ERRADO,0.7,0.05,39.358,1.358
CERTO_ERRADO,0.7,0.05,39.69,1.69
CERTO_ERRADO,0.7,0.05,36.678,-0.322
CERTO_ERRADO,0.7,0.05,39.416,1.416
CERTO_ERRADO,0.7,0.05,39.87,1.87
CERTO_ERRADO,0.7,0.05,24.628,0.628
CERTO_ERRADO,0.7,0.05,25.456,1.456
CERTO_ERRADO,0.7,0.05,25.44,1.44
CERTO_ERRADO,0.7,0.05,24.986,0.986
CERTO_ERRADO,0.7,0.05,25.458,1.458
CERTO_ERRADO,0.7,0.05,39.99,1.99
MULTIPLA_5,0.7,0.05,42.18,4.18
MULTIPLA_4,0.7,0.05,58.883,5.883
MULTIPLA_4,0.7,0.05,43.672,5.672
MULTIPLA_4,0.7,0.05,42.156,4.156
MULTIPLA_4,0.7,0.05,42.983,2.983
MULTIPLA_4,0.7,0.05,44.994,4.994
MULTIPLA_4,0.7,0.05,45.325,5.325
MULTIPLA_4,0.7,0.05,43.658,4.658
MULTIPLA_4,0.7,0.05,43.901,3.901
MULTIPLA_5,0.7,0.05,71.706,5.706
CERTO_ERRADO,0.7,0.05,59.494,0.494
CERTO_ERRADO,0.7,0.05,62.544,2.544
CERTO_ERRADO,0.7,0.05,59.504,-1.496
CERTO_ERRADO,0.7,0.05,62.622,2.622
CERTO_ERRADO,0.7,0.05,60.312,1.312
CERTO_ERRADO,0.7,0.05,61.58,2.58
CERTO_ERRADO,0.7,0.05,61.254,0.254
CERTO_ERRADO,0.7,0.05,62.18,2.18
CERTO_ERRADO,0.7,0.05,61.174,-0.826
CERTO_ERRADO,0.7,0.05,62.188,1.188
CERTO_ERRADO,0.7,0.05,61.19,0.19
CERTO_ERRADO,0.7,0.05,63.16,2.16
CERTO_ERRADO,0.7,0.05,62.55,2.55
CERTO_ERRADO,0.7,0.05,61.554,2.554
CERTO_ERRADO,0.7,0.05,62.63,2.63
CERTO_ERRADO,0.7,0.05,37.252,0.252
CERTO_ERRADO,0.7,0.05,36.23,0.23
CERTO_ERRADO,0.7,0.05,37.414,-0.586
CERTO_ERRADO,0.7,0.05,36.868,-0.132
CERTO_ERRADO,0.7,0.05,38.142,2.142
CERTO_ERRADO,0.7,0.05,39.192,2.192
CERTO_ERRADO,0.7,0.05,34.062,-1.938
CERTO_ERRADO,0.7,0.05,39.904,1.904
CERTO_ERRADO,0.7,0.05,34.352,-1.648
CERTO_ERRADO,0.7,0.05,36.63,-0.37
CERTO_ERRADO,0.7,0.05,37.988,1.988
CERTO_ERRADO,0.7,0.05,39.246,1.246
CERTO_ERRADO,0.7,0.05,36.676,-0.324
CERTO_ERRADO,0.7,0.05,64.722,2.722
CERTO_ERRADO,0.7,0.05,67.026,3.026
CERTO_ERRADO,0.7,0.05,34.756,-1.244
CERTO_ERRADO,0.7,0.05,39.838,1.838
MULTIPLA_5,0.7,0.05,47.001,5.001
MULTIPLA_5,0.7,0.05,37.602,3.602
MULTIPLA_5,0.7,0.05,67.409,6.409
MULTIPLA_5,0.7,0.05,12.771,1.771
MULTIPLA_5,0.7,0.05,12.833,1.833
MULTIPLA_5,0.7,0.05,12.533,1.533
MULTIPLA_5,0.7,0.05,11.979,0.979
MULTIPLA_5,0.7,0.05,12.507,1.507
MULTIPLA_5,0.7,0.05,12.793,1.793
MULTIPLA_5,0.7,0.05,39.871,3.871
MULTIPLA_5,0.7,0.05,15.001,2.001
MULTIPLA_5,0.7,0.05,70.555,6.555
MULTIPLA_5,0.7,0.05,11.071,0.071
MULTIPLA_5,0.7,0.05,14.506,1.506
MULTIPLA_5,0.7,0.05,14.502,1.502
MULTIPLA_5,0.7,0.05,15.42,1.42
MULTIPLA_5,0.7,0.05,12.775,1.775
MULTIPLA_5,0.7,0.05,15.396,1.396
MULTIPLA_5,0.7,0.05,14.514,1.514
MULTIPLA_5,0.7,0.05,15.352,1.352
MULTIPLA_5,0.7,0.05,15.924,1.924
MULTIPLA_5,0.7,0.05,12.883,0.883
MULTIPLA_5,0.7,0.05,15.394,1.394
MULTIPLA_5,0.7,0.05,15.368,1.368
MULTIPLA_5,0.7,0.05,14.537,1.537
MULTIPLA_5,0.7,0.05,13.827,0.827
MULTIPLA_5,0.7,0.05,15.772,1.772
MULTIPLA_5,0.7,0.05,14.471,0.471
MULTIPLA_5,0.7,0.05,15.433,1.433
MULTIPLA_5,0.7,0.05,15.369,1.369
MULTIPLA_5,0.7,0.05,15.452,1.452
MULTIPLA_5,0.7,0.05,15.777,1.777
MULTIPLA_5,0.7,0.05,64.625,5.625
MULTIPLA_5,0.7,0.05,15.419,1.419
MULTIPLA_5,0.7,0.05,68.003,4.003
MULTIPLA_5,0.7,0.05,38.078,4.078
MULTIPLA_5,0.7,0.05,29.579,2.579
MULTIPLA_5,0.7,0.05,27.896,2.896
MULTIPLA_5,0.7,0.05,29.57,2.57
MULTIPLA_5,0.7,0.05,28.018,2.018
MULTIPLA_5,0.7,0.05,36.968,2.968
CERTO_ERRADO,0.7,0.05,90.44,1.44
MULTIPLA_4,0.7,0.05,27.488,3.488
MULTIPLA_4,0.7,0.05,29.773,3.773
CERTO_ERRADO,0.7,0.05,56.648,-0.352
CERTO_ERRADO,0.7,0.05,64.538,2.538
CERTO_ERRADO,0.7,0.05,62.45,2.45
CERTO_ERRADO,0.7,0.05,64.45,2.45
CERTO_ERRADO,0.7,0.05,64.554,2.554
CERTO_ERRADO,0.7,0.05,62.642,2.642
CERTO_ERRADO,0.7,0.05,63.434,2.434
CERTO_ERRADO,0.7,0.05,65.75,2.75
MULTIPLA_5,0.7,0.05,34.911,0.911
CERTO_ERRADO,0.7,0.05,97.88,-0.12
CERTO_ERRADO,0.7,0.05,64.748,1.748
CERTO_ERRADO,0.7,0.05,65.798,2.798
MULTIPLA_5,0.7,0.05,13.412,1.412
MULTIPLA_5,0.7,0.05,13.404,1.404
MULTIPLA_5,0.7,0.05,13.357,1.357
MULTIPLA_5,0.7,0.05,13.383,1.383
MULTIPLA_5,0.7,0.05,13.383,1.383
MULTIPLA_5,0.7,0.05,13.403,1.403
MULTIPLA_5,0.7,0.05,13.398,1.398
MULTIPLA_5,0.7,0.05,13.374,1.374
MULTIPLA_5,0.7,0.05,13.37,1.37
MULTIPLA_5,0.7,0.05,13.365,1.365
MULTIPLA_5,0.7,0.05,13.38,1.38
MULTIPLA_5,0.7,0.05,13.39,1.39
MULTIPLA_5,0.7,0.05,13.414,1.414
MULTIPLA_5,0.7,0.05,13.405,1.405
MULTIPLA_5,0.7,0.05,13.397,1.397
MULTIPLA_5,0.7,0.05,13.404,1.404
MULTIPLA_5,0.7,0.05,15.425,1.425
MULTIPLA_5,0.7,0.05,15.475,1.475
MULTIPLA_5,0.7,0.05,15.442,1.442
MULTIPLA_5,0.7,0.05,15.451,1.451
MULTIPLA_5,0.7,0.05,15.446,1.446
MULTIPLA_5,0.7,0.05,15.444,1.444
MULTIPLA_5,0.7,0.05,15.467,1.467
MULTIPLA_5,0.7,0.05,15.45,1.45
MULTIPLA_5,0.7,0.05,15.923,1.923
MULTIPLA_5,0.7,0.05,15.92,1.92
MULTIPLA_5,0.7,0.05,15.951,1.951
CERTO_ERRADO,0.7,0.05,126.934,3.934
CERTO_ERRADO,0.7,0.05,66.46,2.46
CERTO_ERRADO,0.7,0.05,40.11,2.11
CERTO_ERRADO,0.7,0.05,62.262,0.262
CERTO_ERRADO,0.7,0.05,40.116,2.116
CERTO_ERRADO,0.7,0.05,39.964,1.964
CERTO_ERRADO,0.7,0.05,39.068,2.068
CERTO_ERRADO,0.7,0.05,39.844,1.844
CERTO_ERRADO,0.7,0.05,39.788,1.788
CERTO_ERRADO,0.7,0.05,38.87,1.87
CERTO_ERRADO,0.7,0.05,39.806,1.806
CERTO_ERRADO,0.7,0.05,39.516,2.516
CERTO_ERRADO,0.7,0.05,38.75,1.75
CERTO_ERRADO,0.7,0.05,40.022,2.022
CERTO_ERRADO,0.7,0.05,36.28,0.28
CERTO_ERRADO,0.7,0.05,38.792,1.792
CERTO_ERRADO,0.7,0.05,39.032,2.032
CERTO_ERRADO,0.7,0.05,38.45,1.45
CERTO_ERRADO,0.7,0.05,39.446,2.446
CERTO_ERRADO,0.7,0.05,37.842,0.842
CERTO_ERRADO,0.7,0.05,66.104,2.104
CERTO_ERRADO,0.7,0.05,65.33,1.33
CERTO_ERRADO,0.7,0.05,66.564,2.564
CERTO_ERRADO,0.7,0.05,63.804,0.804
CERTO_ERRADO,0.7,0.05,66.724,2.724
CERTO_ERRADO,0.7,0.05,66.336,2.336
CERTO_ERRADO,0.7,0.05,65.264,1.264
CERTO_ERRADO,0.7,0.05,66.872,2.872
CERTO_ERRADO,0.7,0.05,66.782,2.782
CERTO_ERRADO,0.7,0.05,65.726,2.726
CERTO_ERRADO,0.7,0.05,25.28,0.28
CERTO_ERRADO,0.7,0.05,26.68,1.68
CERTO_ERRADO,0.7,0.05,26.612,1.612
CERTO_ERRADO,0.7,0.05,25.44,1.44
CERTO_ERRADO,0.7,0.05,25.194,0.194
CERTO_ERRADO,0.7,0.05,24.992,-0.008
CERTO_ERRADO,0.7,0.05,26.798,1.798
CERTO_ERRADO,0.7,0.05,26.636,1.636
CERTO_ERRADO,0.7,0.05,26.732,1.732
CERTO_ERRADO,0.7,0.05,26.78,1.78
CERTO_ERRADO,0.7,0.05,26.732,1.732
CERTO_ERRADO,0.7,0.05,26.798,0.798
CERTO_ERRADO,0.7,0.05,22.502,-3.498
CERTO_ERRADO,0.7,0.05,27.464,1.464
CERTO_ERRADO,0.7,0.05,24.574,-1.426
CERTO_ERRADO,0.7,0.05,27.484,1.484
CERTO_ERRADO,0.7,0.05,73.158,0.158
CERTO_ERRADO,0.7,0.05,43.298,1.298
CERTO_ERRADO,0.7,0.05,45.15,1.15
MULTIPLA_5,0.7,0.05,25.496,1.496
MULTIPLA_5,0.7,0.05,28.998,2.998
CERTO_ERRADO,0.7,0.05,64.144,2.144
CERTO_ERRADO,0.7,0.05,37.416,1.416
CERTO_ERRADO,0.7,0.05,62.462,-0.538
CERTO_ERRADO,0.7,0.05,57.31,2.31
MULTIPLA_4,0.7,0.05,29.269,3.269
MULTIPLA_4,0.7,0.05,29.704,3.704
MULTIPLA_5,0.7,0.05,68.324,6.324
MULTIPLA_5,0.7,0.05,56.849,4.849
CERTO_ERRADO,0.7,0.05,32.786,0.786
CERTO_ERRADO,0.7,0.05,77.3,1.3
CERTO_ERRADO,0.7,0.05,77.03,3.03
CERTO_ERRADO,0.7,0.05,76.16,3.16
CERTO_ERRADO,0.7,0.05,37.204,1.204
CERTO_ERRADO,0.7,0.05,38.988,1.988
CERTO_ERRADO,0.7,0.05,37.158,1.158
CERTO_ERRADO,0.7,0.05,39.394,2.394
CERTO_ERRADO,0.7,0.05,36.22,0.22
CERTO_ERRADO,0.7,0.05,30.544,-2.456
CERTO_ERRADO,0.7,0.05,37.788,0.788
CERTO_ERRADO,0.7,0.05,38.982,1.982
CERTO_ERRADO,0.7,0.05,39.012,2.012
CERTO_ERRADO,0.7,0.05,25.666,1.666
CERTO_ERRADO,0.7,0.05,66.022,2.022
CERTO_ERRADO,0.7,0.05,38.822,1.822
CERTO_ERRADO,0.7,0.05,36.87,-0.13
CERTO_ERRADO,0.7,0.05,38.962,1.962
CERTO_ERRADO,0.7,0.05,37.768,0.768
CERTO_ERRADO,0.7,0.05,39.07,2.07
CERTO_ERRADO,0.7,0.05,38.738,1.738
CERTO_ERRADO,0.7,0.05,37.078,0.078
CERTO_ERRADO,0.7,0.05,37.8,1.8
CERTO_ERRADO,0.7,0.05,38.65,1.65
CERTO_ERRADO,0.7,0.05,39.138,2.138
CERTO_ERRADO,0.7,0.05,36.882,-0.118
CERTO_ERRADO,0.7,0.05,36.52,-0.48
CERTO_ERRADO,0.7,0.05,38.698,1.698
CERTO_ERRADO,0.7,0.05,38.502,1.502
CERTO_ERRADO,0.7,0.05,37.93,1.93
CERTO_ERRADO,0.7,0.05,37.876,0.876
CERTO_ERRADO,0.7,0.05,36.428,-0.572
CERTO_ERRADO,0.7,0.05,36.684,-0.316
CERTO_ERRADO,0.7,0.05,40.174,2.174
CERTO_ERRADO,0.7,0.05,39.188,2.188
CERTO_ERRADO,0.7,0.05,37.566,1.566
CERTO_ERRADO,0.7,0.05,38.954,1.954
CERTO_ERRADO,0.7,0.05,37.864,0.864
CERTO_ERRADO,0.7,0.05,37.218,1.218
MULTIPLA_5,0.7,0.05,27.529,1.529
MULTIPLA_5,0.7,0.05,27.026,2.026
MULTIPLA_5,0.7,0.05,29.226,3.226
MULTIPLA_5,0.7,0.05,30.129,3.129
MULTIPLA_5,0.7,0.05,27.395,1.395
MULTIPLA_5,0.7,0.05,28.883,2.883
