Concurso,Cargo,Grupo,Conhecimento,Erro,Media_Tecnica,Media_Aleatoria,Ganho_Bruto,Ganho_Percentual,Eficiencia_Media
PREF_ESTANCIA_21_SE,Cargo 3,MULTIPLA_4,0.9,0.2,11.443,11.5,0.4429999999999996,0.2214999999999998,0.2215
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.5,0.05,9.395,9.0,2.3949999999999996,0.29937499999999995,0.299375
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.5,0.1,9.388,9.0,2.388,0.2985,0.2985
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.5,0.2,8.379,8.0,2.3789999999999996,0.29737499999999994,0.297375
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.6,0.05,10.762,10.5,1.7620000000000005,0.29366666666666674,0.2936666666666666
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.6,0.1,10.812,10.5,1.8119999999999994,0.3019999999999999,0.302
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.6,0.2,9.782,9.5,1.782,0.297,0.29699999999999965
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.7,0.05,11.486,11.25,1.4860000000000007,0.29720000000000013,0.2971999999999976
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.7,0.1,10.534,10.25,1.5340000000000007,0.30680000000000013,0.30679999999999796
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.7,0.2,9.508,9.25,1.5079999999999991,0.3015999999999998,0.30159999999999754
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.8,0.05,12.711,12.75,0.7110000000000003,0.2370000000000001,0.23700000000000077
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.8,0.1,11.915,11.75,0.9149999999999991,0.3049999999999997,0.3049999999999999
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.8,0.2,10.91,10.75,0.9100000000000001,0.3033333333333334,0.3033333333333338
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.9,0.05,13.373,13.5,0.37299999999999933,0.18649999999999967,0.1865
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.9,0.1,12.597,12.5,0.5969999999999995,0.29849999999999977,0.2985
PREF_ESTANCIA_21_SE,Cargo 4,MULTIPLA_4,0.9,0.2,11.599,11.5,0.5990000000000002,0.2995000000000001,0.2995
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.5,0.05,9.708,9.0,2.708,0.3385,0.3385
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.5,0.1,9.73,9.0,2.7300000000000004,0.34125000000000005,0.34125
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.5,0.2,8.575,8.0,2.5749999999999993,0.3218749999999999,0.321875
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.6,0.05,11.181,10.5,2.180999999999999,0.3634999999999999,0.3634999999999992
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.6,0.1,11.21,10.5,2.210000000000001,0.36833333333333346,0.3683333333333327
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.6,0.2,10.015,9.5,2.0150000000000006,0.33583333333333343,0.3358333333333331
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.7,0.05,11.917,11.25,1.9169999999999998,0.38339999999999996,0.3833999999999964
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.7,0.1,10.7,10.25,1.6999999999999993,0.33999999999999986,0.339999999999997
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.7,0.2,9.606,9.25,1.6059999999999999,0.3212,0.3211999999999966
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.8,0.05,13.304,12.75,1.3040000000000003,0.43466666666666676,0.4346666666666648
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.8,0.1,12.159,11.75,1.1590000000000007,0.3863333333333336,0.3863333333333327
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.8,0.2,11.077,10.75,1.077,0.359,0.3589999999999993
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.9,0.05,13.942,13.5,0.9420000000000002,0.4710000000000001,0.471
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.9,0.1,12.768,12.5,0.7680000000000007,0.38400000000000034,0.384
PREF_ESTANCIA_21_SE,Cargo 5,MULTIPLA_4,0.9,0.2,11.763,11.5,0.7629999999999999,0.38149999999999995,0.3815
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.5,0.05,9.38,9.0,2.380000000000001,0.2975000000000001,0.2975
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.5,0.1,9.429,9.0,2.4290000000000003,0.30362500000000003,0.303625
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.5,0.2,8.339,8.0,2.3390000000000004,0.29237500000000005,0.292375
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.6,0.05,10.821,10.5,1.8209999999999997,0.30349999999999994,0.3035000000000005
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.6,0.1,10.814,10.5,1.814,0.30233333333333334,0.302333333333333
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.6,0.2,9.781,9.5,1.7810000000000006,0.29683333333333345,0.2968333333333333
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.7,0.05,11.45,11.25,1.4499999999999993,0.28999999999999987,0.28999999999999754
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.7,0.1,10.476,10.25,1.4760000000000009,0.2952000000000002,0.2951999999999978
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.7,0.2,9.461,9.25,1.4610000000000003,0.29220000000000007,0.2921999999999979
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.8,0.05,12.787,12.75,0.7870000000000008,0.2623333333333336,0.2623333333333339
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.8,0.1,11.898,11.75,0.8979999999999997,0.29933333333333323,0.2993333333333338
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.8,0.2,10.89,10.75,0.8900000000000006,0.29666666666666686,0.296666666666667
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.9,0.05,13.372,13.5,0.3719999999999999,0.18599999999999994,0.186
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.9,0.1,12.571,12.5,0.5709999999999997,0.28549999999999986,0.2855
PREF_ESTANCIA_21_SE,Cargo 6,MULTIPLA_4,0.9,0.2,11.63,11.5,0.6300000000000008,0.3150000000000004,0.315
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.5,0.05,22.82,21.5,5.82,0.32333333333333336,0.3233333333333324
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.5,0.1,21.661,20.5,5.661000000000001,0.31450000000000006,0.3144999999999997
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.5,0.2,19.368,18.5,5.3679999999999986,0.29822222222222217,0.298222222222222
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.6,0.05,24.629,23.5,4.629000000000001,0.33064285714285724,0.33064285714285524
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.6,0.1,23.497,22.5,4.497,0.32121428571428573,0.321214285714284
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.6,0.2,21.281,20.5,4.280999999999999,0.3057857142857142,0.3057857142857134
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.7,0.05,26.825,25.75,3.8249999999999993,0.34772727272727266,0.34772727272727416
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.7,0.1,25.643,24.75,3.6430000000000007,0.33118181818181824,0.3311818181818199
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.7,0.2,23.51,22.75,3.5100000000000016,0.31909090909090926,0.31909090909091087
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.8,0.05,29.613,28.75,2.6129999999999995,0.3732857142857142,0.3732857142857139
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.8,0.1,28.456,27.75,2.4559999999999995,0.3508571428571428,0.35085714285714215
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.8,0.2,25.288,24.75,2.2880000000000003,0.3268571428571429,0.3268571428571425
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.9,0.05,31.604,31.0,1.6039999999999992,0.4009999999999998,0.401
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.9,0.1,29.471,29.0,1.471,0.36775,0.36775
PREF_ESTANCIA_21_SE,Cargo 7,MULTIPLA_4,0.9,0.2,26.31,26.0,1.3099999999999987,0.3274999999999997,0.3275
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.5,0.05,9.757,9.0,2.7569999999999997,0.34462499999999996,0.344625
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.5,0.1,9.75,9.0,2.75,0.34375,0.34375
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.5,0.2,8.513,8.0,2.513,0.314125,0.314125
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.6,0.05,11.213,10.5,2.212999999999999,0.3688333333333332,0.3688333333333321
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.6,0.1,11.167,10.5,2.167,0.36116666666666664,0.3611666666666655
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.6,0.2,10.056,9.5,2.055999999999999,0.3426666666666665,0.34266666666666595
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.7,0.05,11.908,11.25,1.9079999999999995,0.3815999999999999,0.3815999999999967
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.7,0.1,10.773,10.25,1.7729999999999997,0.3545999999999999,0.35459999999999614
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.7,0.2,9.652,9.25,1.6519999999999992,0.33039999999999986,0.33039999999999703
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.8,0.05,13.33,12.75,1.33,0.44333333333333336,0.443333333333332
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.8,0.1,12.104,11.75,1.1039999999999992,0.3679999999999997,0.3679999999999992
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.8,0.2,11.035,10.75,1.0350000000000001,0.34500000000000003,0.34499999999999914
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.9,0.05,13.98,13.5,0.9800000000000004,0.4900000000000002,0.49
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.9,0.1,12.79,12.5,0.7899999999999991,0.3949999999999996,0.395
PREF_ESTANCIA_21_SE,Cargo 8,MULTIPLA_4,0.9,0.2,11.687,11.5,0.6869999999999994,0.3434999999999997,0.3435
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.5,0.05,9.907,9.0,2.907,0.363375,0.363375
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.5,0.1,9.894,9.0,2.894,0.36175,0.36175
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.5,0.2,8.659,8.0,2.6590000000000007,0.3323750000000001,0.332375
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.6,0.05,11.376,10.5,2.3759999999999994,0.3959999999999999,0.39599999999999846
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.6,0.1,11.399,10.5,2.398999999999999,0.3998333333333332,0.3998333333333316
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.6,0.2,10.151,9.5,2.151,0.3585,0.3584999999999995
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.7,0.05,12.123,11.25,2.1229999999999993,0.42459999999999987,0.4245999999999967
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.7,0.1,10.873,10.25,1.8729999999999993,0.3745999999999999,0.37459999999999655
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.7,0.2,9.737,9.25,1.737,0.34740000000000004,0.34739999999999727
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.8,0.05,13.478,12.75,1.4779999999999998,0.4926666666666666,0.49266666666666636
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.8,0.1,12.257,11.75,1.2569999999999997,0.4189999999999999,0.4189999999999986
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.8,0.2,11.117,10.75,1.1170000000000009,0.3723333333333336,0.3723333333333322
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.9,0.05,14.041,13.5,1.0410000000000004,0.5205000000000002,0.5205
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.9,0.1,12.908,12.5,0.9079999999999995,0.45399999999999974,0.454
PREF_ESTANCIA_21_SE,Cargo 9,MULTIPLA_4,0.9,0.2,11.771,11.5,0.7710000000000008,0.3855000000000004,0.3855
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.5,0.05,9.544,9.0,2.5440000000000005,0.31800000000000006,0.318
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.5,0.1,9.509,9.0,2.5090000000000003,0.31362500000000004,0.313625
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.5,0.2,8.372,8.0,2.372,0.2965,0.2965
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.6,0.05,11.064,10.5,2.064,0.34400000000000003,0.3439999999999989
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.6,0.1,11.051,10.5,2.051,0.3418333333333334,0.34183333333333227
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.6,0.2,9.86,9.5,1.8599999999999994,0.3099999999999999,0.31000000000000005
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.7,0.05,11.786,11.25,1.7859999999999996,0.3571999999999999,0.35719999999999585
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.7,0.1,10.602,10.25,1.6020000000000003,0.3204000000000001,0.3203999999999969
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.7,0.2,9.547,9.25,1.5470000000000006,0.3094000000000001,0.30939999999999734
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.8,0.05,13.253,12.75,1.2530000000000001,0.4176666666666667,0.4176666666666633
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.8,0.1,12.013,11.75,1.013,0.3376666666666666,0.33766666666666606
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.8,0.2,10.957,10.75,0.9570000000000007,0.31900000000000023,0.319
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.9,0.05,13.938,13.5,0.9380000000000006,0.4690000000000003,0.469
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.9,0.1,12.744,12.5,0.7439999999999998,0.3719999999999999,0.372
PREF_ESTANCIA_21_SE,Cargo 10,MULTIPLA_4,0.9,0.2,11.649,11.5,0.6489999999999991,0.32449999999999957,0.3245
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.5,0.05,9.351,9.0,2.351000000000001,0.2938750000000001,0.293875
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.5,0.1,9.416,9.0,2.4160000000000004,0.30200000000000005,0.302
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.5,0.2,8.302,8.0,2.3019999999999996,0.28774999999999995,0.28775
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.6,0.05,10.777,10.5,1.7769999999999992,0.2961666666666665,0.29616666666666674
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.6,0.1,10.829,10.5,1.8290000000000006,0.30483333333333346,0.3048333333333331
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.6,0.2,9.876,9.5,1.8759999999999994,0.3126666666666666,0.3126666666666666
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.7,0.05,11.46,11.25,1.4600000000000009,0.29200000000000015,0.29199999999999754
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.7,0.1,10.491,10.25,1.4909999999999997,0.2981999999999999,0.29819999999999797
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.7,0.2,9.464,9.25,1.4640000000000004,0.29280000000000006,0.29279999999999756
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.8,0.05,12.717,12.75,0.7170000000000005,0.23900000000000018,0.23900000000000068
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.8,0.1,11.911,11.75,0.9109999999999996,0.30366666666666653,0.30366666666666703
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.8,0.2,10.911,10.75,0.9109999999999996,0.30366666666666653,0.30366666666666636
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.9,0.05,13.366,13.5,0.36599999999999966,0.18299999999999983,0.183
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.9,0.1,12.578,12.5,0.5779999999999994,0.2889999999999997,0.289
PREF_ESTANCIA_21_SE,Cargo 11,MULTIPLA_4,0.9,0.2,11.6,11.5,0.5999999999999996,0.2999999999999998,0.3
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.5,0.05,7.427,7.75,1.4269999999999996,0.2038571428571428,0.20385714285714104
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.5,0.1,7.365,7.75,1.3650000000000002,0.19500000000000003,0.19499999999999834
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.5,0.2,6.336,6.75,1.3360000000000003,0.1908571428571429,0.1908571428571414
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.6,0.05,8.155,8.5,1.1549999999999994,0.1924999999999999,0.1924999999999993
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.6,0.1,8.124,8.5,1.1240000000000006,0.18733333333333343,0.18733333333333277
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.6,0.2,7.186,7.5,1.186,0.19766666666666666,0.19766666666666635
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.7,0.05,9.729,10.0,0.7289999999999992,0.1822499999999998,0.18225
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.7,0.1,9.774,10.0,0.7739999999999991,0.19349999999999978,0.1935
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.7,0.2,8.755,9.0,0.7550000000000008,0.1887500000000002,0.18875
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.8,0.05,10.557,10.75,0.5570000000000004,0.18566666666666679,0.18566666666666728
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.8,0.1,9.561,9.75,0.5609999999999999,0.18699999999999997,0.18700000000000075
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.8,0.2,8.551,8.75,0.5510000000000002,0.18366666666666673,0.1836666666666673
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.9,0.05,11.366,11.5,0.36599999999999966,0.18299999999999983,0.183
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.9,0.1,10.383,10.5,0.3829999999999991,0.19149999999999956,0.1915
PREF_ESTANCIA_21_SE,Cargo 12,MULTIPLA_4,0.9,0.2,9.369,9.5,0.3689999999999998,0.1844999999999999,0.1845
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.5,0.05,8.027,7.75,2.0269999999999992,0.2895714285714285,0.28957142857142704
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.5,0.1,8.016,7.75,2.016,0.288,0.28799999999999887
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.5,0.2,6.962,6.75,1.9619999999999997,0.28028571428571425,0.2802857142857127
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.6,0.05,8.721,8.5,1.721,0.28683333333333333,0.2868333333333327
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.6,0.1,8.79,8.5,1.7899999999999991,0.2983333333333332,0.29833333333333306
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.6,0.2,7.677,7.5,1.6769999999999996,0.2794999999999999,0.2794999999999998
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.7,0.05,10.262,10.0,1.2620000000000005,0.3155000000000001,0.3155
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.7,0.1,10.22,10.0,1.2200000000000006,0.30500000000000016,0.305
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.7,0.2,9.162,9.0,1.1620000000000008,0.2905000000000002,0.2905
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.8,0.05,10.908,10.75,0.9079999999999995,0.3026666666666665,0.3026666666666668
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.8,0.1,9.851,9.75,0.8510000000000009,0.28366666666666696,0.28366666666666746
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.8,0.2,8.853,8.75,0.8529999999999998,0.28433333333333327,0.2843333333333341
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.9,0.05,11.613,11.5,0.6129999999999995,0.3064999999999998,0.3065
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.9,0.1,10.57,10.5,0.5700000000000003,0.28500000000000014,0.285
PREF_ESTANCIA_21_SE,Cargo 13,MULTIPLA_4,0.9,0.2,9.546,9.5,0.5459999999999994,0.2729999999999997,0.273
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.5,0.05,9.229,9.0,2.228999999999999,0.2786249999999999,0.278625
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.5,0.1,9.197,9.0,2.196999999999999,0.2746249999999999,0.274625
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.5,0.2,8.221,8.0,2.221,0.277625,0.277625
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.6,0.05,10.713,10.5,1.7129999999999992,0.28549999999999986,0.2855
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.6,0.1,10.712,10.5,1.7119999999999997,0.28533333333333327,0.28533333333333327
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.6,0.2,9.657,9.5,1.657,0.27616666666666667,0.2761666666666667
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.7,0.05,11.439,11.25,1.439,0.2878,0.28779999999999784
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.7,0.1,10.355,10.25,1.3550000000000004,0.2710000000000001,0.27099999999999846
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.7,0.2,9.381,9.25,1.3810000000000002,0.27620000000000006,0.27619999999999806
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.8,0.05,12.839,12.75,0.8390000000000004,0.2796666666666668,0.2796666666666671
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.8,0.1,11.846,11.75,0.8460000000000001,0.28200000000000003,0.28200000000000075
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.8,0.2,10.784,10.75,0.7840000000000007,0.2613333333333336,0.2613333333333345
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.9,0.05,13.485,13.5,0.48499999999999943,0.24249999999999972,0.2425
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.9,0.1,12.562,12.5,0.5619999999999994,0.2809999999999997,0.281
PREF_ESTANCIA_21_SE,Cargo 14,MULTIPLA_4,0.9,0.2,11.559,11.5,0.5589999999999993,0.27949999999999964,0.2795
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.5,0.05,9.752,9.0,2.7520000000000007,0.3440000000000001,0.344
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.5,0.1,9.739,9.0,2.7390000000000008,0.3423750000000001,0.342375
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.5,0.2,8.509,8.0,2.5090000000000003,0.31362500000000004,0.313625
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.6,0.05,11.196,10.5,2.1959999999999997,0.36599999999999994,0.3659999999999991
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.6,0.1,11.172,10.5,2.1720000000000006,0.3620000000000001,0.3619999999999991
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.6,0.2,10.013,9.5,2.013,0.33549999999999996,0.3354999999999995
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.7,0.05,11.902,11.25,1.9019999999999992,0.38039999999999985,0.3803999999999969
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.7,0.1,10.749,10.25,1.7490000000000006,0.3498000000000001,0.3497999999999975
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.7,0.2,9.695,9.25,1.6950000000000003,0.3390000000000001,0.33899999999999725
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.8,0.05,13.287,12.75,1.2870000000000008,0.42900000000000027,0.4289999999999976
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.8,0.1,12.13,11.75,1.1300000000000008,0.3766666666666669,0.3766666666666657
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.8,0.2,11.039,10.75,1.0389999999999997,0.3463333333333332,0.34633333333333216
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.9,0.05,13.915,13.5,0.9149999999999991,0.4574999999999996,0.4575
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.9,0.1,12.802,12.5,0.8019999999999996,0.4009999999999998,0.401
PREF_ESTANCIA_21_SE,Cargo 15,MULTIPLA_4,0.9,0.2,11.737,11.5,0.7370000000000001,0.36850000000000005,0.3685
PREF_ESTANCIA_21_SE,Cargo 16,MULTIPLA_4,0.5,0.05,8.305,8.75,1.3049999999999997,0.1864285714285714,0.18642857142857036
PREF_ESTANCIA_21_SE,Cargo 16,MULTIPLA_4,0.5,0.1,8.353,8.75,1.3529999999999998,0.19328571428571426,0.1932857142857131
PREF_ESTANCIA_21_SE,Cargo 16,MULTIPLA_4,0.5,0.2,7.546,7.75,1.5460000000000003,0.2208571428571429,0.2208571428571413
PREF_ESTANCIA_21_SE,Cargo 16,MULTIPLA_4,0.6,0.05,8.979,9.5,0.9789999999999992,0.16316666666666654,0.16316666666666657
PREF_ESTANCIA_21_SE,Cargo 16,MULTIPLA_4,0.6,0.1,8.987,9.5,0.9870000000000001,0.1645,0.16449999999999956
PREF_ESTANCIA_21_SE,Cargo 16,MULTIPLA_4,0.6,0.2,8.278,8.5,1.2780000000000005,0.21300000000000008,0.21299999999999927
